action_steps,arm,bench,benchmark,category,first_trigger_query,inference_calls,init_state_id,interventions,max_rr,perturbation,physical_steps,random_first_query,rc,skipped,status,success,tag,task_id,task_name,wall
520,native,pro-swap,pro,,,52,3,0,1.0,swap,0,,0,False,completed,False,pro-swap-task02-init03,2,,269.7
520,hold16_random,pro-swap,pro,,39,49,2,2,1.0,swap,32,39,0,False,completed,False,pro-swap-task02-init02,2,,273.6
520,native,pro-swap,pro,,,52,5,0,1.0,swap,0,,0,False,completed,False,pro-swap-task02-init05,2,,267.9
520,hold16_random,pro-swap,pro,,24,46,5,4,1.0,swap,64,24,0,False,completed,False,pro-swap-task02-init05,2,,258.7
520,hold16,pro-swap,pro,,30,48,5,3,1.0,swap,48,,0,False,completed,False,pro-swap-task02-init05,2,,268.9
520,native,pro-swap,pro,,,52,6,0,1.0,swap,0,,0,False,completed,False,pro-swap-task02-init06,2,,254.0
520,native,pro-swap,pro,,,52,4,0,1.0,swap,0,,0,False,completed,False,pro-swap-task02-init04,2,,283.9
520,hold16,pro-swap,pro,,30,48,6,3,1.0,swap,48,,0,False,completed,False,pro-swap-task02-init06,2,,251.4
520,native,pro-swap,pro,,,52,7,0,1.0,swap,0,,0,False,completed,False,pro-swap-task02-init07,2,,256.1
520,hold16_random,pro-swap,pro,,39,49,6,2,1.0,swap,32,39,0,False,completed,False,pro-swap-task02-init06,2,,273.8
520,hold16,pro-swap,pro,,31,48,7,3,1.0,swap,48,,0,False,completed,False,pro-swap-task02-init07,2,,249.4
520,hold16_random,pro-swap,pro,,34,48,7,3,1.0,swap,48,34,0,False,completed,False,pro-swap-task02-init07,2,,249.6
520,hold16_random,pro-swap,pro,,18,44,8,5,1.0,swap,80,18,0,False,completed,False,pro-swap-task02-init08,2,,233.2
520,hold16,pro-swap,pro,,34,48,8,3,1.0,swap,48,,0,False,completed,False,pro-swap-task02-init08,2,,249.5
520,native,pro-swap,pro,,,52,9,0,1.0,swap,0,,0,False,completed,False,pro-swap-task02-init09,2,,253.4
520,native,pro-swap,pro,,,52,8,0,1.0,swap,0,,0,False,completed,False,pro-swap-task02-init08,2,,267.5
520,hold16,pro-swap,pro,,31,48,11,3,1.0,swap,48,,0,False,completed,False,pro-swap-task02-init11,2,,237.8
520,hold16_random,pro-swap,pro,,35,48,9,3,1.0,swap,40,35,0,False,completed,False,pro-swap-task02-init09,2,,249.8
520,hold16,pro-swap,pro,,34,48,10,3,1.0,swap,48,,0,False,completed,False,pro-swap-task02-init10,2,,247.4
520,native,pro-swap,pro,,,52,11,0,1.0,swap,0,,0,False,completed,False,pro-swap-task02-init11,2,,249.6
520,hold16_random,pro-swap,pro,,18,44,11,5,1.0,swap,80,18,0,False,completed,False,pro-swap-task02-init11,2,,240.2
520,native,pro-swap,pro,,,52,10,0,1.0,swap,0,,0,False,completed,False,pro-swap-task02-init10,2,,259.6
520,hold16,pro-swap,pro,,34,48,9,3,1.0,swap,48,,0,False,completed,False,pro-swap-task02-init09,2,,267.0
520,hold16_random,pro-swap,pro,,37,49,10,2,1.0,swap,32,37,0,False,completed,False,pro-swap-task02-init10,2,,261.1
520,hold16,pro-swap,pro,,33,48,12,3,1.0,swap,48,,0,False,completed,False,pro-swap-task02-init12,2,,245.6
520,hold16_random,pro-swap,pro,,29,48,12,3,1.0,swap,48,29,0,False,completed,False,pro-swap-task02-init12,2,,253.9
520,native,pro-swap,pro,,,52,13,0,1.0,swap,0,,0,False,completed,False,pro-swap-task02-init13,2,,256.8
520,native,pro-swap,pro,,,52,12,0,1.0,swap,0,,0,False,completed,False,pro-swap-task02-init12,2,,279.0
520,hold16,pro-swap,pro,,29,48,13,3,1.0,swap,48,,0,False,completed,False,pro-swap-task02-init13,2,,262.3
520,hold16_random,pro-swap,pro,,16,44,16,5,1.0,swap,80,16,0,False,completed,False,pro-swap-task02-init16,2,,232.0
520,native,pro-swap,pro,,,52,14,0,1.0,swap,0,,0,False,completed,False,pro-swap-task02-init14,2,,245.1
520,hold16_random,pro-swap,pro,,15,44,13,5,1.0,swap,80,15,0,False,completed,False,pro-swap-task02-init13,2,,246.3
520,hold16,pro-swap,pro,,31,48,14,3,1.0,swap,48,,0,False,completed,False,pro-swap-task02-init14,2,,249.2
520,hold16,pro-swap,pro,,34,48,16,3,1.0,swap,48,,0,False,completed,False,pro-swap-task02-init16,2,,243.9
520,hold16_random,pro-swap,pro,,26,46,15,4,1.0,swap,64,26,0,False,completed,False,pro-swap-task02-init15,2,,247.0
520,native,pro-swap,pro,,,52,15,0,1.0,swap,0,,0,False,completed,False,pro-swap-task02-init15,2,,255.7
520,hold16,pro-swap,pro,,34,48,15,3,1.0,swap,48,,0,False,completed,False,pro-swap-task02-init15,2,,256.1
520,native,pro-swap,pro,,,52,17,0,1.0,swap,0,,0,False,completed,False,pro-swap-task02-init17,2,,254.0
520,hold16_random,pro-swap,pro,,37,49,17,2,1.0,swap,32,37,0,False,completed,False,pro-swap-task02-init17,2,,247.8
520,native,pro-swap,pro,,,52,16,0,1.0,swap,0,,0,False,completed,False,pro-swap-task02-init16,2,,263.6
520,hold16,pro-swap,pro,,31,48,18,3,1.0,swap,48,,0,False,completed,False,pro-swap-task02-init18,2,,247.2
520,hold16,pro-swap,pro,,21,46,0,4,1.0,swap,60,,0,False,completed,False,pro-swap-task03-init00,3,,194.0
520,hold16,pro-swap,pro,,32,48,19,3,1.0,swap,48,,0,False,completed,False,pro-swap-task02-init19,2,,240.3
520,hold16_random,pro-swap,pro,,36,49,14,2,1.0,swap,32,36,0,False,completed,False,pro-swap-task02-init14,2,,280.5
520,native,pro-swap,pro,,,52,19,0,1.0,swap,0,,0,False,completed,False,pro-swap-task02-init19,2,,253.5
520,hold16,pro-swap,pro,,34,48,17,3,1.0,swap,48,,0,False,completed,False,pro-swap-task02-init17,2,,271.3
520,native,pro-swap,pro,,,52,18,0,1.0,swap,0,,0,False,completed,False,pro-swap-task02-init18,2,,267.0
520,hold16_random,pro-swap,pro,,39,49,18,2,1.0,swap,32,39,0,False,completed,False,pro-swap-task02-init18,2,,263.2
520,hold16_random,pro-swap,pro,,41,49,19,2,1.0,swap,32,41,0,False,completed,False,pro-swap-task02-init19,2,,251.7
520,hold16_random,pro-swap,pro,,24,46,0,4,1.0,swap,64,24,0,False,completed,False,pro-swap-task03-init00,3,,214.3
520,native,pro-swap,pro,,,52,0,0,1.0,swap,0,,0,False,completed,False,pro-swap-task03-init00,3,,249.0
520,native,pro-swap,pro,,,52,1,0,1.0,swap,0,,0,False,completed,False,pro-swap-task03-init01,3,,205.9
520,hold16,pro-swap,pro,,20,46,1,4,1.0,swap,64,,0,False,completed,False,pro-swap-task03-init01,3,,209.8
520,native,pro-swap,pro,,,52,2,0,1.0,swap,0,,0,False,completed,False,pro-swap-task03-init02,3,,203.1
520,hold16_random,pro-swap,pro,,31,48,1,3,1.0,swap,48,31,0,False,completed,False,pro-swap-task03-init01,3,,212.0
520,hold16,pro-swap,pro,,20,46,3,4,1.0,swap,60,,0,False,completed,False,pro-swap-task03-init03,3,,210.2
520,native,pro-swap,pro,,,52,3,0,1.0,swap,0,,0,False,completed,False,pro-swap-task03-init03,3,,212.9
520,hold16,pro-swap,pro,,20,46,2,4,1.0,swap,64,,0,False,completed,False,pro-swap-task03-init02,3,,219.5
520,hold16_random,pro-swap,pro,,36,49,3,2,1.0,swap,32,36,0,False,completed,False,pro-swap-task03-init03,3,,207.5
520,hold16_random,pro-swap,pro,,31,48,4,3,1.0,swap,48,31,0,False,completed,False,pro-swap-task03-init04,3,,201.0
520,hold16,pro-swap,pro,,19,44,4,5,1.0,swap,80,,0,False,completed,False,pro-swap-task03-init04,3,,209.9
520,native,pro-swap,pro,,,52,4,0,1.0,swap,0,,0,False,completed,False,pro-swap-task03-init04,3,,226.4
520,hold16_random,pro-swap,pro,,14,44,2,5,1.0,swap,80,14,0,False,completed,False,pro-swap-task03-init02,3,,238.2
520,hold16_random,pro-swap,pro,,39,49,5,2,1.0,swap,32,39,0,False,completed,False,pro-swap-task03-init05,3,,212.7
520,hold16,pro-swap,pro,,15,44,6,5,1.0,swap,80,,0,False,completed,False,pro-swap-task03-init06,3,,200.7
520,native,pro-swap,pro,,,52,5,0,1.0,swap,0,,0,False,completed,False,pro-swap-task03-init05,3,,239.3
520,hold16,pro-swap,pro,,19,46,5,4,1.0,swap,64,,0,False,completed,False,pro-swap-task03-init05,3,,237.9
520,native,pro-swap,pro,,,52,6,0,1.0,swap,0,,0,False,completed,False,pro-swap-task03-init06,3,,228.9
520,hold16,pro-swap,pro,,20,46,7,4,1.0,swap,60,,0,False,completed,False,pro-swap-task03-init07,3,,204.7
520,hold16,pro-swap,pro,,20,46,8,4,1.0,swap,64,,0,False,completed,False,pro-swap-task03-init08,3,,207.2
520,hold16_random,pro-swap,pro,,28,47,6,4,1.0,swap,50,28,0,False,completed,False,pro-swap-task03-init06,3,,221.3
520,hold16_random,pro-swap,pro,,28,47,7,4,1.0,swap,50,28,0,False,completed,False,pro-swap-task03-init07,3,,222.8
520,hold16_random,pro-swap,pro,,17,44,8,5,1.0,swap,80,17,0,False,completed,False,pro-swap-task03-init08,3,,215.1
520,hold16,pro-swap,pro,,21,46,9,4,1.0,swap,60,,0,False,completed,False,pro-swap-task03-init09,3,,219.7
520,native,pro-swap,pro,,,52,7,0,1.0,swap,0,,0,False,completed,False,pro-swap-task03-init07,3,,241.2
520,hold16,pro-swap,pro,,19,44,10,5,1.0,swap,80,,0,False,completed,False,pro-swap-task03-init10,3,,212.0
520,native,pro-swap,pro,,,52,9,0,1.0,swap,0,,0,False,completed,False,pro-swap-task03-init09,3,,228.6
520,hold16_random,pro-swap,pro,,15,44,11,5,1.0,swap,80,15,0,False,completed,False,pro-swap-task03-init11,3,,207.6
520,native,pro-swap,pro,,,52,11,0,1.0,swap,0,,0,False,completed,False,pro-swap-task03-init11,3,,216.7
520,hold16_random,pro-swap,pro,,35,48,9,3,1.0,swap,40,35,0,False,completed,False,pro-swap-task03-init09,3,,227.5
520,hold16,pro-swap,pro,,20,46,11,4,1.0,swap,60,,0,False,completed,False,pro-swap-task03-init11,3,,216.0
520,native,pro-swap,pro,,,52,10,0,1.0,swap,0,,0,False,completed,False,pro-swap-task03-init10,3,,233.6
520,hold16_random,pro-swap,pro,,30,48,12,3,1.0,swap,48,30,0,False,completed,False,pro-swap-task03-init12,3,,217.0
520,native,pro-swap,pro,,,52,8,0,1.0,swap,0,,0,False,completed,False,pro-swap-task03-init08,3,,262.1
520,hold16_random,pro-swap,pro,,24,46,13,4,1.0,swap,64,24,0,False,completed,False,pro-swap-task03-init13,3,,210.2
520,hold16_random,pro-swap,pro,,17,44,10,5,1.0,swap,80,17,0,False,completed,False,pro-swap-task03-init10,3,,243.5
520,hold16,pro-swap,pro,,20,46,12,4,1.0,swap,60,,0,False,completed,False,pro-swap-task03-init12,3,,230.1
520,native,pro-swap,pro,,,52,13,0,1.0,swap,0,,0,False,completed,False,pro-swap-task03-init13,3,,236.4
520,native,pro-swap,pro,,,52,12,0,1.0,swap,0,,0,False,completed,False,pro-swap-task03-init12,3,,246.9
520,hold16,pro-swap,pro,,20,46,14,4,1.0,swap,60,,0,False,completed,False,pro-swap-task03-init14,3,,216.9
520,hold16,pro-swap,pro,,21,46,13,4,1.0,swap,64,,0,False,completed,False,pro-swap-task03-init13,3,,254.2
520,native,pro-swap,pro,,,52,14,0,1.0,swap,0,,0,False,completed,False,pro-swap-task03-init14,3,,230.8
520,hold16,pro-swap,pro,,19,44,15,5,1.0,swap,80,,0,False,completed,False,pro-swap-task03-init15,3,,204.7
520,hold16_random,pro-swap,pro,,35,48,14,3,1.0,swap,40,35,0,False,completed,False,pro-swap-task03-init14,3,,231.7
520,hold16,pro-swap,pro,,19,44,16,5,1.0,swap,80,,0,False,completed,False,pro-swap-task03-init16,3,,195.6
520,native,pro-swap,pro,,,52,17,0,1.0,swap,0,,0,False,completed,False,pro-swap-task03-init17,3,,214.1
520,hold16_random,pro-swap,pro,,37,49,15,2,1.0,swap,32,37,0,False,completed,False,pro-swap-task03-init15,3,,224.6
520,native,pro-swap,pro,,,52,15,0,1.0,swap,0,,0,False,completed,False,pro-swap-task03-init15,3,,249.6
520,hold16_random,pro-swap,pro,,35,48,16,3,1.0,swap,40,35,0,False,completed,False,pro-swap-task03-init16,3,,226.4
520,hold16,pro-swap,pro,,15,44,17,5,1.0,swap,80,,0,False,completed,False,pro-swap-task03-init17,3,,226.0
520,hold16,pro-swap,pro,,21,47,18,4,1.0,swap,50,,0,False,completed,False,pro-swap-task03-init18,3,,223.6
520,native,pro-swap,pro,,,52,19,0,1.0,swap,0,,0,False,completed,False,pro-swap-task03-init19,3,,212.9
520,native,pro-swap,pro,,,52,18,0,1.0,swap,0,,0,False,completed,False,pro-swap-task03-init18,3,,231.7
520,hold16_random,pro-swap,pro,,18,44,19,5,1.0,swap,80,18,0,False,completed,False,pro-swap-task03-init19,3,,197.4
520,hold16,pro-swap,pro,,19,46,19,4,1.0,swap,64,,0,False,completed,False,pro-swap-task03-init19,3,,220.5
520,hold16_random,pro-swap,pro,,16,44,0,5,0.7424242424242424,swap,80,16,0,False,completed,False,pro-swap-task04-init00,4,,199.4
520,hold16_random,pro-swap,pro,,38,49,17,2,1.0,swap,32,38,0,False,completed,False,pro-swap-task03-init17,3,,252.4
520,native,pro-swap,pro,,,52,16,0,1.0,swap,0,,0,False,completed,False,pro-swap-task03-init16,3,,279.7
520,hold16_random,pro-swap,pro,,17,44,18,5,1.0,swap,80,17,0,False,completed,False,pro-swap-task03-init18,3,,242.9
520,native,pro-swap,pro,,,52,0,0,1.0,swap,0,,0,False,completed,False,pro-swap-task04-init00,4,,232.1
520,hold16_random,pro-swap,pro,,41,49,1,2,1.0,swap,32,41,0,False,completed,False,pro-swap-task04-init01,4,,201.9
520,hold16,pro-swap,pro,,40,49,2,2,1.0,swap,32,,0,False,completed,False,pro-swap-task04-init02,4,,205.3
520,hold16_random,pro-swap,pro,,16,44,2,5,1.0,swap,80,16,0,False,completed,False,pro-swap-task04-init02,4,,207.8
520,native,pro-swap,pro,,,52,1,0,1.0,swap,0,,0,False,completed,False,pro-swap-task04-init01,4,,236.0
520,hold16_random,pro-swap,pro,,15,44,3,5,1.0,swap,80,15,0,False,completed,False,pro-swap-task04-init03,4,,210.3
520,hold16,pro-swap,pro,,38,49,4,2,1.0,swap,32,,0,False,completed,False,pro-swap-task04-init04,4,,200.7
520,hold16,pro-swap,pro,,37,49,3,2,1.0,swap,32,,0,False,completed,False,pro-swap-task04-init03,4,,213.8
520,hold16,pro-swap,pro,,43,50,0,2,1.0,swap,20,,0,False,completed,False,pro-swap-task04-init00,4,,247.0
520,native,pro-swap,pro,,,52,2,0,1.0,swap,0,,0,False,completed,False,pro-swap-task04-init02,4,,235.4
520,native,pro-swap,pro,,,52,5,0,1.0,swap,0,,0,False,completed,False,pro-swap-task04-init05,4,,216.5
520,hold16,pro-swap,pro,,26,49,1,2,1.0,swap,32,,0,False,completed,False,pro-swap-task04-init01,4,,260.8
520,hold16,pro-swap,pro,,35,48,5,3,1.0,swap,40,,0,False,completed,False,pro-swap-task04-init05,4,,218.4
520,hold16_random,pro-swap,pro,,36,49,4,2,1.0,swap,32,36,0,False,completed,False,pro-swap-task04-init04,4,,232.0
520,native,pro-swap,pro,,,52,3,0,1.0,swap,0,,0,False,completed,False,pro-swap-task04-init03,4,,252.3
520,native,pro-swap,pro,,,52,6,0,1.0,swap,0,,0,False,completed,False,pro-swap-task04-init06,4,,222.4
520,native,pro-swap,pro,,,52,7,0,1.0,swap,0,,0,False,completed,False,pro-swap-task04-init07,4,,204.4
520,hold16,pro-swap,pro,,43,50,6,2,1.0,swap,20,,0,False,completed,False,pro-swap-task04-init06,4,,224.7
520,hold16_random,pro-swap,pro,,28,47,7,4,1.0,swap,50,28,0,False,completed,False,pro-swap-task04-init07,4,,195.5
520,hold16_random,pro-swap,pro,,30,48,5,3,1.0,swap,48,30,0,False,completed,False,pro-swap-task04-init05,4,,240.2
520,native,pro-swap,pro,,,52,4,0,1.0,swap,0,,0,False,completed,False,pro-swap-task04-init04,4,,273.5
520,hold16_random,pro-swap,pro,,28,47,8,4,0.8636363636363636,swap,50,28,0,False,completed,False,pro-swap-task04-init08,4,,197.8
520,hold16,pro-swap,pro,,37,49,7,2,1.0,swap,32,,0,False,completed,False,pro-swap-task04-init07,4,,224.4
520,hold16_random,pro-swap,pro,,20,45,6,5,0.696969696969697,swap,70,20,0,False,completed,False,pro-swap-task04-init06,4,,253.4
520,hold16_random,pro-swap,pro,,16,44,9,5,1.0,swap,80,16,0,False,completed,False,pro-swap-task04-init09,4,,181.0
520,native,pro-swap,pro,,,52,8,0,1.0,swap,0,,0,False,completed,False,pro-swap-task04-init08,4,,227.1
520,hold16,pro-swap,pro,,26,48,8,3,0.7878787878787878,swap,48,,0,False,completed,False,pro-swap-task04-init08,4,,233.1
520,native,pro-swap,pro,,,52,9,0,1.0,swap,0,,0,False,completed,False,pro-swap-task04-init09,4,,215.5
520,hold16,pro-swap,pro,,39,49,10,2,1.0,swap,32,,0,False,completed,False,pro-swap-task04-init10,4,,197.0
520,hold16,pro-swap,pro,,37,49,11,2,1.0,swap,32,,0,False,completed,False,pro-swap-task04-init11,4,,195.5
520,hold16,pro-swap,pro,,30,48,12,3,1.0,swap,48,,0,False,completed,False,pro-swap-task04-init12,4,,178.5
520,hold16_random,pro-swap,pro,,20,45,11,5,1.0,swap,70,20,0,False,completed,False,pro-swap-task04-init11,4,,197.1
520,native,pro-swap,pro,,,52,10,0,1.0,swap,0,,0,False,completed,False,pro-swap-task04-init10,4,,227.4
520,hold16_random,pro-swap,pro,,39,49,10,2,1.0,swap,32,39,0,False,completed,False,pro-swap-task04-init10,4,,211.1
520,native,pro-swap,pro,,,52,13,0,1.0,swap,0,,0,False,completed,False,pro-swap-task04-init13,4,,196.3
520,hold16_random,pro-swap,pro,,17,44,12,5,1.0,swap,80,17,0,False,completed,False,pro-swap-task04-init12,4,,201.4
520,hold16,pro-swap,pro,,35,48,9,3,1.0,swap,40,,0,False,completed,False,pro-swap-task04-init09,4,,257.6
520,hold16,pro-swap,pro,,28,48,13,3,0.9393939393939394,swap,48,,0,False,completed,False,pro-swap-task04-init13,4,,209.3
520,native,pro-swap,pro,,,52,14,0,1.0,swap,0,,0,False,completed,False,pro-swap-task04-init14,4,,203.8
520,native,pro-swap,pro,,,52,11,0,1.0,swap,0,,0,False,completed,False,pro-swap-task04-init11,4,,245.8
520,hold16,pro-swap,pro,,32,49,14,2,1.0,swap,32,,0,False,completed,False,pro-swap-task04-init14,4,,205.1
520,hold16_random,pro-swap,pro,,31,48,15,3,1.0,swap,48,31,0,False,completed,False,pro-swap-task04-init15,4,,191.3
520,native,pro-swap,pro,,,52,15,0,1.0,swap,0,,0,False,completed,False,pro-swap-task04-init15,4,,196.5
520,hold16_random,pro-swap,pro,,37,49,13,2,0.7575757575757576,swap,32,37,0,False,completed,False,pro-swap-task04-init13,4,,229.3
520,hold16,pro-swap,pro,,36,49,15,2,1.0,swap,32,,0,False,completed,False,pro-swap-task04-init15,4,,214.1
520,hold16_random,pro-swap,pro,,21,46,16,4,1.0,swap,64,21,0,False,completed,False,pro-swap-task04-init16,4,,200.5
520,hold16_random,pro-swap,pro,,36,49,17,2,1.0,swap,32,36,0,False,completed,False,pro-swap-task04-init17,4,,189.3
520,native,pro-swap,pro,,,52,16,0,1.0,swap,0,,0,False,completed,False,pro-swap-task04-init16,4,,217.7
520,native,pro-swap,pro,,,52,12,0,1.0,swap,0,,0,False,completed,False,pro-swap-task04-init12,4,,272.6
520,hold16,pro-swap,pro,,27,49,18,2,1.0,swap,32,,0,False,completed,False,pro-swap-task04-init18,4,,188.3
520,hold16_random,pro-swap,pro,,18,44,14,5,1.0,swap,80,18,0,False,completed,False,pro-swap-task04-init14,4,,240.8
520,hold16,pro-swap,pro,,40,49,16,2,1.0,swap,32,,0,False,completed,False,pro-swap-task04-init16,4,,234.1
520,hold16_random,pro-swap,pro,,17,44,18,5,1.0,swap,80,17,0,False,completed,False,pro-swap-task04-init18,4,,204.4
520,hold16,pro-swap,pro,,18,44,0,5,1.0,swap,80,,0,False,completed,False,pro-swap-task05-init00,5,,182.4
520,native,pro-swap,pro,,,52,17,0,1.0,swap,0,,0,False,completed,False,pro-swap-task04-init17,4,,222.2
520,hold16,pro-swap,pro,,28,48,19,3,0.6515151515151515,swap,48,,0,False,completed,False,pro-swap-task04-init19,4,,206.6
520,native,pro-swap,pro,,,52,18,0,1.0,swap,0,,0,False,completed,False,pro-swap-task04-init18,4,,226.6
520,hold16_random,pro-swap,pro,,37,49,19,2,0.9848484848484849,swap,32,37,0,False,completed,False,pro-swap-task04-init19,4,,219.5
520,native,pro-swap,pro,,,52,1,0,1.0,swap,0,,0,False,completed,False,pro-swap-task05-init01,5,,201.0
520,hold16,pro-swap,pro,,19,44,1,5,1.0,swap,80,,0,False,completed,False,pro-swap-task05-init01,5,,206.9
520,hold16,pro-swap,pro,,37,49,17,2,1.0,swap,32,,0,False,completed,False,pro-swap-task04-init17,4,,269.9
520,native,pro-swap,pro,,,52,19,0,1.0,swap,0,,0,False,completed,False,pro-swap-task04-init19,4,,251.9
520,hold16_random,pro-swap,pro,,37,49,0,2,1.0,swap,32,37,0,False,completed,False,pro-swap-task05-init00,5,,225.6
520,native,pro-swap,pro,,,52,2,0,1.0,swap,0,,0,False,completed,False,pro-swap-task05-init02,5,,220.0
520,hold16_random,pro-swap,pro,,20,45,1,5,1.0,swap,70,20,0,False,completed,False,pro-swap-task05-init01,5,,229.8
520,hold16,pro-swap,pro,,20,45,2,5,1.0,swap,70,,0,False,completed,False,pro-swap-task05-init02,5,,215.7
520,native,pro-swap,pro,,,52,3,0,1.0,swap,0,,0,False,completed,False,pro-swap-task05-init03,5,,212.1
520,hold16_random,pro-swap,pro,,17,44,3,5,1.0,swap,80,17,0,False,completed,False,pro-swap-task05-init03,5,,193.0
520,native,pro-swap,pro,,,52,0,0,1.0,swap,0,,0,False,completed,False,pro-swap-task05-init00,5,,290.6
520,hold16,pro-swap,pro,,18,44,3,5,1.0,swap,80,,0,False,completed,False,pro-swap-task05-init03,5,,219.0
520,hold16_random,pro-swap,pro,,21,46,4,4,1.0,swap,64,21,0,False,completed,False,pro-swap-task05-init04,5,,214.0
520,hold16_random,pro-swap,pro,,28,47,5,4,1.0,swap,50,28,0,False,completed,False,pro-swap-task05-init05,5,,200.4
520,native,pro-swap,pro,,,52,4,0,1.0,swap,0,,0,False,completed,False,pro-swap-task05-init04,5,,227.3
520,hold16,pro-swap,pro,,19,44,6,5,1.0,swap,80,,0,False,completed,False,pro-swap-task05-init06,5,,189.1
520,hold16,pro-swap,pro,,19,44,4,5,1.0,swap,80,,0,False,completed,False,pro-swap-task05-init04,5,,237.6
520,hold16_random,pro-swap,pro,,21,46,6,4,1.0,swap,64,21,0,False,completed,False,pro-swap-task05-init06,5,,210.5
520,hold16,pro-swap,pro,,19,44,7,5,1.0,swap,80,,0,False,completed,False,pro-swap-task05-init07,5,,205.0
520,hold16_random,pro-swap,pro,,33,48,2,3,1.0,swap,48,33,0,False,completed,False,pro-swap-task05-init02,5,,287.5
520,hold16,pro-swap,pro,,19,44,8,5,1.0,swap,80,,0,False,completed,False,pro-swap-task05-init08,5,,191.0
520,native,pro-swap,pro,,,52,5,0,1.0,swap,0,,0,False,completed,False,pro-swap-task05-init05,5,,255.4
520,hold16_random,pro-swap,pro,,16,44,7,5,1.0,swap,80,16,0,False,completed,False,pro-swap-task05-init07,5,,220.4
520,hold16,pro-swap,pro,,19,44,9,5,1.0,swap,80,,0,False,completed,False,pro-swap-task05-init09,5,,198.0
520,native,pro-swap,pro,,,52,9,0,1.0,swap,0,,0,False,completed,False,pro-swap-task05-init09,5,,202.6
520,native,pro-swap,pro,,,52,6,0,1.0,swap,0,,0,False,completed,False,pro-swap-task05-init06,5,,249.6
520,hold16,pro-swap,pro,,18,44,5,5,1.0,swap,80,,0,False,completed,False,pro-swap-task05-init05,5,,272.1
520,hold16_random,pro-swap,pro,,32,48,11,3,1.0,swap,48,32,0,False,completed,False,pro-swap-task05-init11,5,,193.7
520,native,pro-swap,pro,,,52,10,0,1.0,swap,0,,0,False,completed,False,pro-swap-task05-init10,5,,223.0
520,native,pro-swap,pro,,,52,7,0,1.0,swap,0,,0,False,completed,False,pro-swap-task05-init07,5,,260.2
520,native,pro-swap,pro,,,52,11,0,1.0,swap,0,,0,False,completed,False,pro-swap-task05-init11,5,,209.5
520,hold16_random,pro-swap,pro,,17,44,9,5,1.0,swap,80,17,0,False,completed,False,pro-swap-task05-init09,5,,230.7
520,hold16_random,pro-swap,pro,,37,49,8,2,1.0,swap,32,37,0,False,completed,False,pro-swap-task05-init08,5,,246.1
520,hold16,pro-swap,pro,,22,46,10,4,1.0,swap,64,,0,False,completed,False,pro-swap-task05-init10,5,,229.7
520,native,pro-swap,pro,,,52,12,0,1.0,swap,0,,0,False,completed,False,pro-swap-task05-init12,5,,212.9
520,hold16,pro-swap,pro,,19,44,14,5,1.0,swap,80,,0,False,completed,False,pro-swap-task05-init14,5,,178.1
520,hold16,pro-swap,pro,,21,46,11,4,1.0,swap,64,,0,False,completed,False,pro-swap-task05-init11,5,,236.8
520,hold16_random,pro-swap,pro,,33,48,12,3,1.0,swap,48,33,0,False,completed,False,pro-swap-task05-init12,5,,218.9
520,hold16,pro-swap,pro,,19,44,12,5,1.0,swap,80,,0,False,completed,False,pro-swap-task05-init12,5,,230.1
520,hold16_random,pro-swap,pro,,36,49,13,2,1.0,swap,32,36,0,False,completed,False,pro-swap-task05-init13,5,,207.8
520,hold16_random,pro-swap,pro,,15,44,14,5,1.0,swap,80,15,0,False,completed,False,pro-swap-task05-init14,5,,194.8
520,native,pro-swap,pro,,,52,8,0,1.0,swap,0,,0,False,completed,False,pro-swap-task05-init08,5,,305.7
520,native,pro-swap,pro,,,52,13,0,1.0,swap,0,,0,False,completed,False,pro-swap-task05-init13,5,,235.3
520,hold16,pro-swap,pro,,19,44,15,5,1.0,swap,80,,0,False,completed,False,pro-swap-task05-init15,5,,199.9
520,hold16_random,pro-swap,pro,,36,49,10,2,1.0,swap,32,36,0,False,completed,False,pro-swap-task05-init10,5,,296.5
520,hold16_random,pro-swap,pro,,14,44,15,5,1.0,swap,80,14,0,False,completed,False,pro-swap-task05-init15,5,,213.1
520,hold16,pro-swap,pro,,19,44,16,5,1.0,swap,80,,0,False,completed,False,pro-swap-task05-init16,5,,194.7
520,native,pro-swap,pro,,,52,17,0,1.0,swap,0,,0,False,completed,False,pro-swap-task05-init17,5,,188.1
520,hold16,pro-swap,pro,,19,44,17,5,1.0,swap,80,,0,False,completed,False,pro-swap-task05-init17,5,,187.2
520,native,pro-swap,pro,,,52,14,0,1.0,swap,0,,0,False,completed,False,pro-swap-task05-init14,5,,256.9
520,native,pro-swap,pro,,,52,15,0,1.0,swap,0,,0,False,completed,False,pro-swap-task05-init15,5,,252.6
520,hold16,pro-swap,pro,,20,45,13,5,1.0,swap,70,,0,False,completed,False,pro-swap-task05-init13,5,,282.6
520,hold16_random,pro-swap,pro,,28,47,19,4,1.0,swap,50,28,0,False,completed,False,pro-swap-task05-init19,5,,178.1
520,hold16,pro-swap,pro,,19,44,18,5,1.0,swap,80,,0,False,completed,False,pro-swap-task05-init18,5,,211.3
520,native,pro-swap,pro,,,52,18,0,1.0,swap,0,,0,False,completed,False,pro-swap-task05-init18,5,,217.0
520,hold16_random,pro-swap,pro,,35,48,16,3,1.0,swap,40,35,0,False,completed,False,pro-swap-task05-init16,5,,239.7
