corpus,band,target,K,fa_clean,detect,detect_preonset,lead_med,fa_succ_loop
grid50x8,flatten,static_onset_q,32,0.0,0.014492753623188406,0.0,16.0,0.0
grid50x8,flatten,static_onset_q,33,0.0,0.0,0.0,,0.0
grid50x8,flatten,static_onset_q,34,0.0,0.0,0.0,,0.0
grid50x8,flatten,static_onset_q,35,0.0,0.0,0.0,,0.0
grid50x8,flatten,static_onset_q,36,0.0,0.0,0.0,,0.0
grid50x8,flatten,static_onset_q,37,0.0,0.0,0.0,,0.0
grid50x8,flatten,static_onset_q,38,0.0,0.0,0.0,,0.0
grid50x8,flatten,static_onset_q,39,0.0,0.0,0.0,,0.0
grid50x8,flatten,static_onset_q,40,0.0,0.0,0.0,,0.0
grid50x8,flatten,static_onset_q,41,0.0,0.0,0.0,,0.0
grid50x8,flatten,static_onset_q,42,0.0,0.0,0.0,,0.0
grid50x8,flatten,static_onset_q,43,0.0,0.0,0.0,,0.0
grid50x8,flatten,static_onset_q,44,0.0,0.0,0.0,,0.0
grid50x8,flatten,static_onset_q,45,0.0,0.0,0.0,,0.0
grid50x8,flatten,static_onset_q,46,0.0,0.0,0.0,,0.0
grid50x8,flatten,static_onset_q,47,0.0,0.0,0.0,,0.0
grid50x8,flatten,static_onset_q,48,0.0,0.0,0.0,,0.0
grid50x8,flatten,static_onset_q,49,0.0,0.0,0.0,,0.0
grid50x8,flatten,static_onset_q,50,0.0,0.0,0.0,,0.0
grid50x8,flatten,static_onset_q,51,0.0,0.0,0.0,,0.0
grid50x8,flatten,static_onset_q,52,0.0,0.0,0.0,,0.0
grid50x8,flatten,static_onset_q,53,0.0,0.0,0.0,,0.0
grid50x8,flatten,static_onset_q,54,0.0,0.0,0.0,,0.0
grid50x8,flatten,static_onset_q,55,0.0,0.0,0.0,,0.0
grid50x8,flatten,static_onset_q,56,0.0,0.0,0.0,,0.0
grid50x8,flatten,static_onset_q,57,0.0,0.0,0.0,,0.0
grid50x8,flatten,static_onset_q,58,0.0,0.0,0.0,,0.0
grid50x8,flatten,static_onset_q,59,0.0,0.0,0.0,,0.0
grid50x8,flatten,static_onset_q,60,0.0,0.0,0.0,,0.0
grid50x8,sticky,static_onset_q,1,0.9961089494163424,1.0,1.0,-28.0,1.0
grid50x8,sticky,static_onset_q,2,0.9922178988326849,1.0,1.0,-27.0,1.0
grid50x8,sticky,static_onset_q,3,0.9883268482490273,1.0,1.0,-26.0,1.0
grid50x8,sticky,static_onset_q,4,0.9727626459143969,1.0,1.0,-25.0,1.0
grid50x8,sticky,static_onset_q,5,0.9299610894941635,1.0,1.0,-6.0,1.0
grid50x8,sticky,static_onset_q,6,0.8560311284046692,1.0,1.0,-5.0,1.0
grid50x8,sticky,static_onset_q,7,0.7354085603112841,1.0,0.9855072463768116,-4.0,1.0
grid50x8,sticky,static_onset_q,8,0.6381322957198443,1.0,0.9855072463768116,-3.0,1.0
grid50x8,sticky,static_onset_q,9,0.47470817120622566,0.9855072463768116,0.927536231884058,-2.0,0.75
grid50x8,sticky,static_onset_q,10,0.28793774319066145,0.9710144927536232,0.7681159420289855,-1.0,0.5
grid50x8,sticky,static_onset_q,11,0.22957198443579765,0.9710144927536232,0.5797101449275363,0.0,0.5
grid50x8,sticky,static_onset_q,12,0.19066147859922178,0.9710144927536232,0.2608695652173913,1.0,0.25
grid50x8,sticky,static_onset_q,13,0.1517509727626459,0.9710144927536232,0.11594202898550725,2.0,0.25
grid50x8,sticky,static_onset_q,14,0.08171206225680934,0.9710144927536232,0.07246376811594203,3.0,0.25
grid50x8,sticky,static_onset_q,15,0.042801556420233464,0.9710144927536232,0.057971014492753624,4.0,0.0
grid50x8,sticky,static_onset_q,16,0.038910505836575876,0.9710144927536232,0.057971014492753624,5.0,0.0
grid50x8,sticky,static_onset_q,17,0.027237354085603113,0.9710144927536232,0.043478260869565216,6.0,0.0
grid50x8,sticky,static_onset_q,18,0.011673151750972763,0.9565217391304348,0.014492753623188406,7.0,0.0
grid50x8,sticky,static_onset_q,19,0.0038910505836575876,0.9420289855072463,0.014492753623188406,8.0,0.0
grid50x8,sticky,static_onset_q,20,0.0,0.9420289855072463,0.014492753623188406,9.0,0.0
grid50x8,sticky,static_onset_q,21,0.0,0.927536231884058,0.014492753623188406,10.0,0.0
grid50x8,sticky,static_onset_q,22,0.0,0.8985507246376812,0.0,11.0,0.0
grid50x8,sticky,static_onset_q,23,0.0,0.855072463768116,0.0,12.0,0.0
grid50x8,sticky,static_onset_q,24,0.0,0.6521739130434783,0.0,13.0,0.0
grid50x8,sticky,static_onset_q,25,0.0,0.36231884057971014,0.0,14.0,0.0
grid50x8,sticky,static_onset_q,26,0.0,0.2028985507246377,0.0,15.0,0.0
grid50x8,sticky,static_onset_q,27,0.0,0.07246376811594203,0.0,15.0,0.0
grid50x8,sticky,static_onset_q,28,0.0,0.014492753623188406,0.0,7.0,0.0
grid50x8,sticky,static_onset_q,29,0.0,0.014492753623188406,0.0,8.0,0.0
grid50x8,sticky,static_onset_q,30,0.0,0.014492753623188406,0.0,9.0,0.0
grid50x8,sticky,static_onset_q,31,0.0,0.0,0.0,,0.0
grid50x8,sticky,static_onset_q,32,0.0,0.0,0.0,,0.0
grid50x8,sticky,static_onset_q,33,0.0,0.0,0.0,,0.0
grid50x8,sticky,static_onset_q,34,0.0,0.0,0.0,,0.0
grid50x8,sticky,static_onset_q,35,0.0,0.0,0.0,,0.0
grid50x8,sticky,static_onset_q,36,0.0,0.0,0.0,,0.0
grid50x8,sticky,static_onset_q,37,0.0,0.0,0.0,,0.0
grid50x8,sticky,static_onset_q,38,0.0,0.0,0.0,,0.0
grid50x8,sticky,static_onset_q,39,0.0,0.0,0.0,,0.0
grid50x8,sticky,static_onset_q,40,0.0,0.0,0.0,,0.0
grid50x8,sticky,static_onset_q,41,0.0,0.0,0.0,,0.0
grid50x8,sticky,static_onset_q,42,0.0,0.0,0.0,,0.0
grid50x8,sticky,static_onset_q,43,0.0,0.0,0.0,,0.0
grid50x8,sticky,static_onset_q,44,0.0,0.0,0.0,,0.0
grid50x8,sticky,static_onset_q,45,0.0,0.0,0.0,,0.0
grid50x8,sticky,static_onset_q,46,0.0,0.0,0.0,,0.0
grid50x8,sticky,static_onset_q,47,0.0,0.0,0.0,,0.0
grid50x8,sticky,static_onset_q,48,0.0,0.0,0.0,,0.0
grid50x8,sticky,static_onset_q,49,0.0,0.0,0.0,,0.0
grid50x8,sticky,static_onset_q,50,0.0,0.0,0.0,,0.0
grid50x8,sticky,static_onset_q,51,0.0,0.0,0.0,,0.0
grid50x8,sticky,static_onset_q,52,0.0,0.0,0.0,,0.0
grid50x8,sticky,static_onset_q,53,0.0,0.0,0.0,,0.0
grid50x8,sticky,static_onset_q,54,0.0,0.0,0.0,,0.0
grid50x8,sticky,static_onset_q,55,0.0,0.0,0.0,,0.0
grid50x8,sticky,static_onset_q,56,0.0,0.0,0.0,,0.0
grid50x8,sticky,static_onset_q,57,0.0,0.0,0.0,,0.0
grid50x8,sticky,static_onset_q,58,0.0,0.0,0.0,,0.0
grid50x8,sticky,static_onset_q,59,0.0,0.0,0.0,,0.0
grid50x8,sticky,static_onset_q,60,0.0,0.0,0.0,,0.0
grid50x8,sticky,loop_onset_q,1,0.9961089494163424,1.0,1.0,-32.0,1.0
grid50x8,sticky,loop_onset_q,2,0.9922178988326849,1.0,1.0,-30.5,1.0
grid50x8,sticky,loop_onset_q,3,0.9883268482490273,1.0,1.0,-29.0,1.0
grid50x8,sticky,loop_onset_q,4,0.9727626459143969,0.9838709677419355,0.9838709677419355,-28.0,1.0
grid50x8,sticky,loop_onset_q,5,0.9299610894941635,0.9354838709677419,0.9354838709677419,-22.0,1.0
grid50x8,sticky,loop_onset_q,6,0.8560311284046692,0.9032258064516129,0.8387096774193549,-19.0,1.0
grid50x8,sticky,loop_onset_q,7,0.7354085603112841,0.8709677419354839,0.7580645161290323,-15.0,1.0
grid50x8,sticky,loop_onset_q,8,0.6381322957198443,0.7903225806451613,0.5645161290322581,-12.0,1.0
grid50x8,sticky,loop_onset_q,9,0.47470817120622566,0.6451612903225806,0.41935483870967744,-11.0,0.75
grid50x8,sticky,loop_onset_q,10,0.28793774319066145,0.46774193548387094,0.2903225806451613,-10.0,0.5
grid50x8,sticky,loop_onset_q,11,0.22957198443579765,0.3548387096774194,0.25806451612903225,-9.0,0.5
grid50x8,sticky,loop_onset_q,12,0.19066147859922178,0.2903225806451613,0.22580645161290322,-9.0,0.25
grid50x8,sticky,loop_onset_q,13,0.1517509727626459,0.1774193548387097,0.16129032258064516,-8.0,0.25
grid50x8,sticky,loop_onset_q,14,0.08171206225680934,0.12903225806451613,0.11290322580645161,-9.5,0.25
grid50x8,sticky,loop_onset_q,15,0.042801556420233464,0.0967741935483871,0.08064516129032258,-9.0,0.0
grid50x8,sticky,loop_onset_q,16,0.038910505836575876,0.0967741935483871,0.08064516129032258,-8.0,0.0
grid50x8,sticky,loop_onset_q,17,0.027237354085603113,0.08064516129032258,0.06451612903225806,-6.0,0.0
grid50x8,sticky,loop_onset_q,18,0.011673151750972763,0.08064516129032258,0.06451612903225806,-5.0,0.0
grid50x8,sticky,loop_onset_q,19,0.0038910505836575876,0.06451612903225806,0.04838709677419355,-2.5,0.0
grid50x8,sticky,loop_onset_q,20,0.0,0.06451612903225806,0.04838709677419355,-1.5,0.0
grid50x8,sticky,loop_onset_q,21,0.0,0.06451612903225806,0.03225806451612903,-0.5,0.0
grid50x8,sticky,loop_onset_q,22,0.0,0.06451612903225806,0.03225806451612903,0.5,0.0
grid50x8,sticky,loop_onset_q,23,0.0,0.06451612903225806,0.03225806451612903,1.5,0.0
grid50x8,sticky,loop_onset_q,24,0.0,0.03225806451612903,0.016129032258064516,1.5,0.0
grid50x8,sticky,loop_onset_q,25,0.0,0.03225806451612903,0.016129032258064516,2.5,0.0
grid50x8,sticky,loop_onset_q,26,0.0,0.016129032258064516,0.0,1.0,0.0
grid50x8,sticky,loop_onset_q,27,0.0,0.0,0.0,,0.0
grid50x8,sticky,loop_onset_q,28,0.0,0.0,0.0,,0.0
grid50x8,sticky,loop_onset_q,29,0.0,0.0,0.0,,0.0
grid50x8,sticky,loop_onset_q,30,0.0,0.0,0.0,,0.0
grid50x8,sticky,loop_onset_q,31,0.0,0.0,0.0,,0.0
grid50x8,sticky,loop_onset_q,32,0.0,0.0,0.0,,0.0
grid50x8,sticky,loop_onset_q,33,0.0,0.0,0.0,,0.0
grid50x8,sticky,loop_onset_q,34,0.0,0.0,0.0,,0.0
grid50x8,sticky,loop_onset_q,35,0.0,0.0,0.0,,0.0
grid50x8,sticky,loop_onset_q,36,0.0,0.0,0.0,,0.0
grid50x8,sticky,loop_onset_q,37,0.0,0.0,0.0,,0.0
grid50x8,sticky,loop_onset_q,38,0.0,0.0,0.0,,0.0
grid50x8,sticky,loop_onset_q,39,0.0,0.0,0.0,,0.0
grid50x8,sticky,loop_onset_q,40,0.0,0.0,0.0,,0.0
grid50x8,sticky,loop_onset_q,41,0.0,0.0,0.0,,0.0
grid50x8,sticky,loop_onset_q,42,0.0,0.0,0.0,,0.0
grid50x8,sticky,loop_onset_q,43,0.0,0.0,0.0,,0.0
grid50x8,sticky,loop_onset_q,44,0.0,0.0,0.0,,0.0
grid50x8,sticky,loop_onset_q,45,0.0,0.0,0.0,,0.0
grid50x8,sticky,loop_onset_q,46,0.0,0.0,0.0,,0.0
grid50x8,sticky,loop_onset_q,47,0.0,0.0,0.0,,0.0
grid50x8,sticky,loop_onset_q,48,0.0,0.0,0.0,,0.0
grid50x8,sticky,loop_onset_q,49,0.0,0.0,0.0,,0.0
grid50x8,sticky,loop_onset_q,50,0.0,0.0,0.0,,0.0
grid50x8,sticky,loop_onset_q,51,0.0,0.0,0.0,,0.0
grid50x8,sticky,loop_onset_q,52,0.0,0.0,0.0,,0.0
grid50x8,sticky,loop_onset_q,53,0.0,0.0,0.0,,0.0
grid50x8,sticky,loop_onset_q,54,0.0,0.0,0.0,,0.0
grid50x8,sticky,loop_onset_q,55,0.0,0.0,0.0,,0.0
grid50x8,sticky,loop_onset_q,56,0.0,0.0,0.0,,0.0
grid50x8,sticky,loop_onset_q,57,0.0,0.0,0.0,,0.0
grid50x8,sticky,loop_onset_q,58,0.0,0.0,0.0,,0.0
grid50x8,sticky,loop_onset_q,59,0.0,0.0,0.0,,0.0
grid50x8,sticky,loop_onset_q,60,0.0,0.0,0.0,,0.0
