alarms,tp,fp,recall,precision,median_lead,tp_lead0,fp_lead0,recall_lead0,tp_lead2,fp_lead2,recall_lead2,tp_lead4,fp_lead4,recall_lead4,tp_lead8,fp_lead8,recall_lead8,tp_lead12,fp_lead12,recall_lead12,cohort,arm,is_baseline,family,mode,frozen,params,n_channels,excess_lead0,excess_hull_lead0,excess_lead2,excess_hull_lead2,excess_lead4,excess_hull_lead4,excess_lead8,excess_hull_lead8,excess_lead12,excess_hull_lead12,excess_tp,excess_hull_tp,thr_swept
769,380,389,0.6737588652482269,0.494148244473342,24.0,380,389,0.6737588652482269,380,355,0.6737588652482269,274,313,0.4858156028368794,274,278,0.4858156028368794,274,110,0.4858156028368794,external_8b,still_running_q28,True,baseline,capfree,,,,0,-10.4,0,0.0,0,-92.4,0,-82.5,0,-32.6,0,-92.4,28.0
735,380,355,0.6737588652482269,0.5170068027210885,23.0,380,355,0.6737588652482269,274,333,0.4858156028368794,274,295,0.4858156028368794,274,270,0.4858156028368794,274,60,0.4858156028368794,external_8b,still_running_q29,True,baseline,capfree,,,,0,0.0,0,-98.1,0,-86.6,0,-80.0,0,-17.5,0,-86.6,29.0
607,274,333,0.4858156028368794,0.4514003294892916,22.0,274,333,0.4858156028368794,274,313,0.4858156028368794,274,287,0.4858156028368794,274,245,0.4858156028368794,274,37,0.4858156028368794,external_8b,still_running_q30,True,baseline,capfree,,,,0,-96.5,0,-90.9,0,-84.0,0,-72.4,0,-10.6,0,-84.0,30.0
587,274,313,0.4858156028368794,0.46678023850085176,21.0,274,313,0.4858156028368794,274,295,0.4858156028368794,274,284,0.4858156028368794,274,185,0.4858156028368794,274,28,0.4858156028368794,external_8b,still_running_q31,True,baseline,capfree,,,,0,-87.8,0,-84.4,0,-83.0,0,-54.1,0,-7.8,0,-83.0,31.0
569,274,295,0.4858156028368794,0.48154657293497366,20.0,274,295,0.4858156028368794,274,287,0.4858156028368794,274,278,0.4858156028368794,274,110,0.4858156028368794,274,23,0.4858156028368794,external_8b,still_running_q32,True,baseline,capfree,,,,0,-80.0,0,-81.6,0,-81.0,0,-31.2,0,-6.3,0,-81.0,32.0
561,274,287,0.4858156028368794,0.48841354723707664,19.0,274,287,0.4858156028368794,274,284,0.4858156028368794,274,270,0.4858156028368794,274,60,0.4858156028368794,274,14,0.4858156028368794,external_8b,still_running_q33,True,baseline,capfree,,,,0,-76.6,0,-80.5,0,-78.4,0,-15.9,0,-3.6,0,-78.4,33.0
558,274,284,0.4858156028368794,0.4910394265232975,18.0,274,284,0.4858156028368794,274,278,0.4858156028368794,274,245,0.4858156028368794,274,37,0.4858156028368794,274,11,0.4858156028368794,external_8b,still_running_q34,True,baseline,capfree,,,,0,-75.3,0,-78.3,0,-70.3,0,-8.9,0,-2.7,0,-70.3,34.0
552,274,278,0.4858156028368794,0.4963768115942029,17.0,274,278,0.4858156028368794,274,270,0.4858156028368794,274,185,0.4858156028368794,274,28,0.4858156028368794,274,8,0.4858156028368794,external_8b,still_running_q35,True,baseline,capfree,,,,0,-72.7,0,-75.5,0,-50.9,0,-6.1,0,-1.8,0,-50.9,35.0
544,274,270,0.4858156028368794,0.5036764705882353,16.0,274,270,0.4858156028368794,274,245,0.4858156028368794,274,110,0.4858156028368794,274,23,0.4858156028368794,274,5,0.4858156028368794,external_8b,still_running_q36,True,baseline,capfree,,,,0,-69.2,0,-66.5,0,-26.6,0,-4.6,0,-0.9,0,-26.6,36.0
519,274,245,0.4858156028368794,0.5279383429672447,15.0,274,245,0.4858156028368794,274,185,0.4858156028368794,274,60,0.4858156028368794,274,14,0.4858156028368794,274,2,0.4858156028368794,external_8b,still_running_q37,True,baseline,capfree,,,,0,-58.4,0,-44.9,0,-10.4,0,-1.8,0,0.0,0,-10.4,37.0
459,274,185,0.4858156028368794,0.5969498910675382,14.0,274,185,0.4858156028368794,274,110,0.4858156028368794,274,37,0.4858156028368794,274,11,0.4858156028368794,274,2,0.4858156028368794,external_8b,still_running_q38,True,baseline,capfree,,,,0,-32.4,0,-18.0,0,-2.9,0,-0.9,0,0.0,0,-2.9,38.0
384,274,110,0.4858156028368794,0.7135416666666666,13.0,274,110,0.4858156028368794,274,60,0.4858156028368794,274,28,0.4858156028368794,274,8,0.4858156028368794,274,2,0.4858156028368794,external_8b,still_running_q39,True,baseline,capfree,,,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,39.0
2776,487,2289,1.0,0.17543227665706052,10.0,487,2289,1.0,487,2080,1.0,361,1279,0.7412731006160165,361,379,0.7412731006160165,222,303,0.45585215605749485,development_main,NEGCTRL_length_gt_20,False,negative_control,length,True,,,0,0.0,0,0.0,0,-66.7,0,0.0,0,-111.1,0,-66.7,
540,222,318,0.45585215605749485,0.4111111111111111,22.0,222,318,0.45585215605749485,222,303,0.45585215605749485,222,288,0.45585215605749485,222,235,0.45585215605749485,222,28,0.45585215605749485,development_main,NEGCTRL_length_gt_30,False,negative_control,length,True,,,0,-108.5,0,-106.5,0,-104.0,0,-85.3,0,-9.9,0,-104.0,
276,222,54,0.45585215605749485,0.8043478260869565,12.0,222,54,0.45585215605749485,222,28,0.45585215605749485,222,13,0.45585215605749485,222,5,0.45585215605749485,222,0,0.45585215605749485,development_main,NEGCTRL_length_gt_40,False,negative_control,length,True,,,222,103.3,222,106.9,222,61.7,222,37.0,222,222.0,222,61.7,
3995,564,3431,1.0,0.1411764705882353,10.0,564,3431,1.0,564,3212,1.0,424,2326,0.75177304964539,424,499,0.75177304964539,274,313,0.4858156028368794,external_8b,NEGCTRL_length_gt_20,False,negative_control,length,True,,,0,0.0,0,0.0,0,-94.3,0,0.0,0,-93.9,0,-94.3,
607,274,333,0.4858156028368794,0.4514003294892916,22.0,274,333,0.4858156028368794,274,313,0.4858156028368794,274,287,0.4858156028368794,274,245,0.4858156028368794,274,37,0.4858156028368794,external_8b,NEGCTRL_length_gt_30,False,negative_control,length,True,,,0,-96.5,0,-90.9,0,-84.0,0,-72.4,0,-10.6,0,-84.0,
334,274,60,0.4858156028368794,0.8203592814371258,12.0,274,60,0.4858156028368794,274,37,0.4858156028368794,274,23,0.4858156028368794,274,5,0.4858156028368794,274,0,0.4858156028368794,external_8b,NEGCTRL_length_gt_40,False,negative_control,length,True,,,274,124.5,274,105.0,274,48.9,274,102.8,274,274.0,274,48.9,
