method,family,threshold_mode,runtime_task_identity,config,source,alarms,tp,fp,precision,recall,timely_fpr,mean_matched_prior,lift,published_tp,published_fp,reproduces_published,alarms_on_timely_success,alarms_on_late_success_plus10,alarms_on_persistent_failure,recall_persistent,recall_late,mode_dropped_n,mode_dropped_hit,mode_dropped_recall,mode_dropped_persistent_n,mode_no_grasp_n,mode_no_grasp_hit,mode_no_grasp_recall,mode_no_grasp_persistent_n,mode_moved_unmet_n,mode_moved_unmet_hit,mode_moved_unmet_recall,mode_moved_unmet_persistent_n,mode_regressed_n,mode_regressed_hit,mode_regressed_recall,mode_regressed_persistent_n,mode_released_outside_n,mode_released_outside_hit,mode_released_outside_recall,mode_released_outside_persistent_n,mode_no_contact_n,mode_no_contact_hit,mode_no_contact_recall,mode_no_contact_persistent_n,mode_timeout_holding_n,mode_timeout_holding_hit,mode_timeout_holding_recall,mode_timeout_holding_persistent_n,mode_mechanism_n,mode_mechanism_hit,mode_mechanism_recall,mode_mechanism_persistent_n,mode_no_progress_n,mode_no_progress_hit,mode_no_progress_recall,mode_no_progress_persistent_n,worst_mode_recall,worst_mode_name,mean_mode_recall,modes_scored_n,alarm_chunk_q25,alarm_chunk_median,alarm_chunk_q75,remaining_budget_q25,remaining_budget_median,remaining_budget_q75,matched_prior_q25,matched_prior_median,matched_prior_q75,lead_median,early_tp,early_fp,early_precision,early_share_of_tp,budget0_tp,budget0_fp,budget0_precision,budget2_tp,budget2_fp,budget2_precision,budget4_tp,budget4_fp,budget4_precision,budget8_tp,budget8_fp,budget8_precision,budget12_tp,budget12_fp,budget12_precision,budget_won,budget_ceiling,frac_of_ceiling,avg_budget_per_tp,budget_wasted_fp,gain_per_loss,missed_risks,miss_dropped,miss_no_grasp,miss_moved_unmet,miss_regressed,miss_released_outside,miss_no_contact,miss_timeout_holding,miss_mechanism,miss_no_progress,missed_persistent,missed_late
state_action_alignment|per_task,frame_survey/token_graph,per_task,True,L4 | high | w4 | k4 | q0.95,moe-hb-front-back-0905/results/frame_survey/external_first_alarms.npz,49,37,12,0.7551020408163265,0.06560283687943262,0.0007980845969672786,0.39168403645985306,1.9278346078158923,37.0,12.0,True,12,0,37,0.07074569789674952,0.0,241,25,0.1037344398340249,231,143,0,0.0,136,89,7,0.07865168539325842,83,26,2,0.07692307692307693,26,25,3,0.12,24,14,0,0.0,14,23,0,0.0,8,1,0,0.0,1,2,0,0.0,0,0.0,no_grasp,0.05418702887862289,7,14.0,17.0,25.0,9.0,15.0,17.0,0.07664497469269703,0.20423892100192678,0.762589928057554,14.0,19,10,0.6551724137931034,0.5135135135135135,37,12,0.7551020408163265,36,12,0.75,31,12,0.7209302325581395,28,12,0.7,23,11,0.6764705882352942,441,17792,0.02478642086330935,11.91891891891892,275,1.6036363636363635,527,216,143,82,24,22,14,23,1,2,486,41
state_action_alignment|global,frame_survey/token_graph,global,False,L14 | high | w4 | k4 | q0.975,moe-hb-front-back-0905/results/frame_survey/external_first_alarms.npz,41,33,8,0.8048780487804879,0.05851063829787234,0.0005320563979781857,0.5457194138418074,1.4748935595203234,33.0,8.0,True,8,3,30,0.05736137667304015,0.07317073170731707,241,16,0.06639004149377593,231,143,6,0.04195804195804196,136,89,3,0.033707865168539325,83,26,3,0.11538461538461539,26,25,3,0.12,24,14,0,0.0,14,23,2,0.08695652173913043,8,1,0,0.0,1,2,0,0.0,0,0.0,no_contact,0.06634244082058614,7,26.0,30.0,34.0,11.0,17.0,21.0,0.4514003294892916,0.4910394265232975,0.762589928057554,16.0,3,2,0.6,0.09090909090909091,33,8,0.8048780487804879,32,8,0.8,27,8,0.7714285714285715,25,8,0.7575757575757576,21,8,0.7241379310344828,513,17792,0.02883318345323741,15.545454545454545,198,2.590909090909091,531,225,137,86,23,22,14,21,1,2,493,38
conditional_energy|per_task,frame_survey/token_graph,per_task,True,L4 | low | w4 | k4 | q0.95,moe-hb-front-back-0905/results/frame_survey/external_first_alarms.npz,49,37,12,0.7551020408163265,0.06560283687943262,0.0007980845969672786,0.3923405021586492,1.9246089472327506,37.0,12.0,True,12,0,37,0.07074569789674952,0.0,241,25,0.1037344398340249,231,143,0,0.0,136,89,7,0.07865168539325842,83,26,2,0.07692307692307693,26,25,3,0.12,24,14,0,0.0,14,23,0,0.0,8,1,0,0.0,1,2,0,0.0,0,0.0,no_grasp,0.05418702887862289,7,14.0,17.0,25.0,9.0,15.0,17.0,0.07664497469269703,0.20423892100192678,0.762589928057554,14.0,19,10,0.6551724137931034,0.5135135135135135,37,12,0.7551020408163265,36,12,0.75,31,12,0.7209302325581395,28,12,0.7,23,11,0.6764705882352942,437,17792,0.02456160071942446,11.81081081081081,275,1.589090909090909,527,216,143,82,24,22,14,23,1,2,486,41
conditional_energy|global,frame_survey/token_graph,global,False,L14 | low | w4 | k4 | q0.975,moe-hb-front-back-0905/results/frame_survey/external_first_alarms.npz,41,33,8,0.8048780487804879,0.05851063829787234,0.0005320563979781857,0.547199161584969,1.4709051206313053,33.0,8.0,True,8,3,30,0.05736137667304015,0.07317073170731707,241,16,0.06639004149377593,231,143,6,0.04195804195804196,136,89,3,0.033707865168539325,83,26,3,0.11538461538461539,26,25,3,0.12,24,14,0,0.0,14,23,2,0.08695652173913043,8,1,0,0.0,1,2,0,0.0,0,0.0,no_contact,0.06634244082058614,7,26.0,30.0,34.0,11.0,17.0,21.0,0.4514003294892916,0.4910394265232975,0.762589928057554,16.0,3,2,0.6,0.09090909090909091,33,8,0.8048780487804879,32,8,0.8,27,8,0.7714285714285715,25,8,0.7575757575757576,21,8,0.7241379310344828,512,17792,0.02877697841726619,15.515151515151516,198,2.585858585858586,531,225,137,86,23,22,14,21,1,2,493,38
conditional_effective_rank|per_task,frame_survey/token_graph,per_task,True,L13 | low | w4 | k4 | q0.9,moe-hb-front-back-0905/results/frame_survey/external_first_alarms.npz,113,103,10,0.911504424778761,0.18262411347517732,0.0006650704974727321,0.6906157065227762,1.3198431720705444,103.0,10.0,True,10,0,103,0.19694072657743786,0.0,241,67,0.27800829875518673,231,143,19,0.13286713286713286,136,89,11,0.12359550561797752,83,26,1,0.038461538461538464,26,25,3,0.12,24,14,1,0.07142857142857142,14,23,0,0.0,8,1,1,1.0,1,2,0,0.0,0,0.0,timeout_holding,0.10919443530434385,7,17.0,21.0,27.0,2.0,4.0,14.0,0.212,0.9655172413793104,0.9859154929577465,4.0,25,7,0.78125,0.24271844660194175,103,10,0.911504424778761,76,10,0.8837209302325582,59,10,0.855072463768116,37,10,0.7872340425531915,36,10,0.782608695652174,731,17792,0.04108588129496403,7.097087378640777,261,2.8007662835249043,461,174,124,78,25,22,13,23,0,2,420,41
conditional_effective_rank|global,frame_survey/token_graph,global,False,L3 | high | w4 | k4 | q0.925,moe-hb-front-back-0905/results/frame_survey/external_first_alarms.npz,246,88,158,0.35772357723577236,0.15602836879432624,0.010508113860069168,0.18227520306494632,1.962546584618601,88.0,158.0,True,158,4,84,0.16061185468451242,0.0975609756097561,241,22,0.0912863070539419,231,143,37,0.25874125874125875,136,89,15,0.16853932584269662,83,26,4,0.15384615384615385,26,25,2,0.08,24,14,5,0.35714285714285715,14,23,3,0.13043478260869565,8,1,0,0.0,1,2,0,0.0,0,0.08,released_outside,0.1771415264622291,7,15.0,17.0,22.0,29.0,34.0,36.0,0.0690524193548387,0.0714658320292123,0.09028006589785832,28.5,46,155,0.22885572139303484,0.5227272727272727,88,158,0.35772357723577236,83,158,0.34439834024896265,77,158,0.3276595744680851,74,158,0.31896551724137934,71,158,0.31004366812227074,1960,17792,0.11016187050359712,22.272727272727273,5436,0.36055923473142015,476,219,106,74,22,23,9,20,1,2,439,37
partial_edge_std|per_task,frame_survey/token_graph,per_task,True,L15 | low | w4 | k4 | q0.9,moe-hb-front-back-0905/results/frame_survey/external_first_alarms.npz,117,103,14,0.8803418803418803,0.18262411347517732,0.000931098696461825,0.6360839097041088,1.384002750126779,103.0,14.0,True,14,5,98,0.18738049713193117,0.12195121951219512,241,59,0.24481327800829875,231,143,23,0.16083916083916083,136,89,13,0.14606741573033707,83,26,3,0.11538461538461539,26,25,3,0.12,24,14,1,0.07142857142857142,14,23,1,0.043478260869565216,8,1,0,0.0,1,2,0,0.0,0,0.043478260869565216,timeout_holding,0.12885875746579267,7,14.0,20.0,23.0,2.0,7.0,16.0,0.12694610778443113,0.9464285714285714,0.9814814814814815,6.0,29,10,0.7435897435897436,0.2815533980582524,103,14,0.8803418803418803,79,14,0.8494623655913979,64,14,0.8205128205128205,41,13,0.7592592592592593,37,11,0.7708333333333334,860,17792,0.048336330935251796,8.349514563106796,301,2.857142857142857,461,182,120,76,23,22,13,22,1,2,425,36
partial_edge_std|global,frame_survey/token_graph,global,False,L3 | high | w4 | k4 | q0.9,moe-hb-front-back-0905/results/frame_survey/external_first_alarms.npz,246,99,147,0.4024390243902439,0.17553191489361702,0.009776536312849162,0.20027358768763975,2.0094463230863724,99.0,147.0,True,147,5,94,0.17973231357552583,0.12195121951219512,241,18,0.07468879668049792,231,143,51,0.35664335664335667,136,89,12,0.1348314606741573,83,26,6,0.23076923076923078,26,25,2,0.08,24,14,6,0.42857142857142855,14,23,4,0.17391304347826086,8,1,0,0.0,1,2,0,0.0,0,0.07468879668049792,dropped,0.21134533097384742,7,16.0,19.0,22.0,28.0,32.0,35.0,0.06993363961204696,0.07415426251691475,0.10191364581809392,29.0,55,143,0.2777777777777778,0.5555555555555556,99,147,0.4024390243902439,93,147,0.3875,89,147,0.3771186440677966,80,147,0.3524229074889868,75,147,0.33783783783783783,2135,17792,0.11999775179856115,21.565656565656564,4933,0.4327995134806406,465,223,92,77,20,23,8,19,1,2,429,36
expert_load_effective_rank|per_task,frame_survey/expert_load,per_task,True,L3 | low | w4 | k4 | q0.85,moe-hb-front-back-0905/results/frame_survey/external_first_alarms.npz,463,370,93,0.7991360691144709,0.6560283687943262,0.006185155626496409,0.5162688757758398,1.5479067335088585,370.0,93.0,True,93,18,352,0.6730401529636711,0.43902439024390244,241,202,0.8381742738589212,231,143,60,0.4195804195804196,136,89,56,0.6292134831460674,83,26,17,0.6538461538461539,26,25,22,0.88,24,14,4,0.2857142857142857,14,23,9,0.391304347826087,8,1,0,0.0,1,2,0,0.0,0,0.2857142857142857,no_contact,0.5854047091388478,7,13.0,18.0,24.0,6.0,11.0,21.0,0.07664497469269703,0.48154657293497366,0.956929532271998,9.0,97,69,0.5843373493975904,0.26216216216216215,370,93,0.7991360691144709,350,93,0.7900677200902935,307,93,0.7675,226,90,0.7151898734177216,145,79,0.6473214285714286,4514,17792,0.2537095323741007,12.2,2214,2.038843721770551,194,39,83,33,9,3,10,14,1,2,171,23
expert_load_effective_rank|global,frame_survey/expert_load,global,False,L3 | low | w4 | k4 | q0.925,moe-hb-front-back-0905/results/frame_survey/external_first_alarms.npz,273,237,36,0.8681318681318682,0.42021276595744683,0.0023942537909018356,0.6711226645210323,1.293551706753098,237.0,36.0,True,36,17,220,0.42065009560229444,0.4146341463414634,241,108,0.44813278008298757,231,143,65,0.45454545454545453,136,89,36,0.4044943820224719,83,26,9,0.34615384615384615,26,25,9,0.36,24,14,3,0.21428571428571427,14,23,7,0.30434782608695654,8,1,0,0.0,1,2,0,0.0,0,0.21428571428571427,no_contact,0.3617085718824901,7,14.0,17.0,32.0,4.0,7.0,15.0,0.425531914893617,0.8810289389067524,0.9655172413793104,6.0,30,22,0.5769230769230769,0.12658227848101267,237,36,0.8681318681318682,231,36,0.8651685393258427,195,36,0.8441558441558441,100,32,0.7575757575757576,62,31,0.6666666666666666,2447,17792,0.13753372302158273,10.324894514767932,662,3.6963746223564953,327,133,78,53,17,16,11,16,1,2,303,24
flow:mobility_s0|per_task,flow_semantics/denoising_step,per_task,True,L13 | low | w4 | k4 | q0.75,moe-flow-semantics-0906/results/step_alarm/external_first_alarms.npz,368,318,50,0.8641304347826086,0.5638297872340425,0.0033253524873636604,0.5962360829405453,1.4493091906159876,318.0,50.0,True,50,20,298,0.5697896749521989,0.4878048780487805,241,146,0.6058091286307054,231,143,83,0.5804195804195804,136,89,46,0.5168539325842697,83,26,12,0.46153846153846156,26,25,13,0.52,24,14,3,0.21428571428571427,14,23,12,0.5217391304347826,8,1,1,1.0,1,2,2,1.0,0,0.21428571428571427,no_contact,0.4886637068419306,7,16.0,24.0,34.0,5.0,12.5,18.0,0.20423892100192678,0.5788982259570494,0.9614035087719298,9.5,75,39,0.6578947368421053,0.2358490566037736,318,50,0.8641304347826086,289,50,0.8525073746312685,270,49,0.8463949843260188,182,45,0.801762114537445,149,43,0.7760416666666666,3927,17792,0.22071717625899281,12.349056603773585,1370,2.8664233576642335,246,95,60,43,14,12,11,11,0,0,225,21
flow:mobility_s0|global,flow_semantics/denoising_step,global,False,back_median | low | w4 | k4 | q0.975,moe-flow-semantics-0906/results/step_alarm/external_first_alarms.npz,120,109,11,0.9083333333333333,0.19326241134751773,0.0007315775472200053,0.6598274792319969,1.3766224686346553,109.0,11.0,True,11,7,102,0.1950286806883365,0.17073170731707318,241,36,0.14937759336099585,231,143,53,0.3706293706293706,136,89,11,0.12359550561797752,83,26,0,0.0,26,25,1,0.04,24,14,1,0.07142857142857142,14,23,4,0.17391304347826086,8,1,1,1.0,1,2,2,1.0,0,0.0,regressed,0.13270629778788232,7,18.0,35.0,44.0,6.0,8.0,14.0,0.2231578947368421,0.9225589225589226,0.9614035087719298,7.0,22,11,0.6666666666666666,0.2018348623853211,109,11,0.9083333333333333,105,11,0.9051724137931034,92,11,0.8932038834951457,54,11,0.8307692307692308,37,11,0.7708333333333334,1101,17792,0.061881744604316544,10.100917431192661,202,5.4504950495049505,455,205,90,78,26,24,13,19,0,0,421,34
flow:mobility_s1|per_task,flow_semantics/denoising_step,per_task,True,L13 | low | w4 | k4 | q0.75,moe-flow-semantics-0906/results/step_alarm/external_first_alarms.npz,378,328,50,0.8677248677248677,0.5815602836879432,0.0033253524873636604,0.5815737310073222,1.4920289921312535,328.0,50.0,True,50,22,306,0.5850860420650096,0.5365853658536586,241,149,0.6182572614107884,231,143,87,0.6083916083916084,136,89,46,0.5168539325842697,83,26,13,0.5,26,25,13,0.52,24,14,4,0.2857142857142857,14,23,13,0.5652173913043478,8,1,1,1.0,1,2,2,1.0,0,0.2857142857142857,no_contact,0.5163477827721856,7,16.0,24.0,34.0,5.0,14.0,18.0,0.20423892100192678,0.5036764705882353,0.9607786589762076,13.0,74,39,0.6548672566371682,0.22560975609756098,328,50,0.8677248677248677,296,50,0.8554913294797688,279,50,0.8480243161094225,194,45,0.8117154811715481,170,43,0.7981220657276995,4181,17792,0.23499325539568344,12.746951219512194,1346,3.1062407132243686,236,92,56,43,13,12,10,10,0,0,217,19
flow:mobility_s1|global,flow_semantics/denoising_step,global,False,L13 | low | w4 | k4 | q0.975,moe-flow-semantics-0906/results/step_alarm/external_first_alarms.npz,113,104,9,0.9203539823008849,0.18439716312056736,0.0005985634477254589,0.7015756224105086,1.3118386000053517,104.0,9.0,True,9,6,98,0.18738049713193117,0.14634146341463414,241,38,0.15767634854771784,231,143,51,0.35664335664335667,136,89,9,0.10112359550561797,83,26,0,0.0,26,25,1,0.04,24,14,0,0.0,14,23,2,0.08695652173913043,8,1,1,1.0,1,2,2,1.0,0,0.0,regressed,0.10605711749083187,7,23.0,37.0,43.0,6.0,8.0,12.0,0.3241590214067278,0.9225589225589226,0.9614035087719298,8.0,17,9,0.6538461538461539,0.16346153846153846,104,9,0.9203539823008849,102,9,0.918918918918919,90,9,0.9090909090909091,64,9,0.8767123287671232,31,9,0.775,912,17792,0.051258992805755396,8.76923076923077,158,5.772151898734177,460,203,92,80,26,24,14,21,0,0,425,35
flow:mobility_s2|per_task,flow_semantics/denoising_step,per_task,True,L13 | low | w4 | k4 | q0.75,moe-flow-semantics-0906/results/step_alarm/external_first_alarms.npz,384,333,51,0.8671875,0.5904255319148937,0.003391859537110934,0.5811149402057773,1.4922822319676075,333.0,51.0,True,51,22,311,0.5946462715105163,0.5365853658536586,241,150,0.6224066390041494,231,143,89,0.6223776223776224,136,89,47,0.5280898876404494,83,26,13,0.5,26,25,14,0.56,24,14,4,0.2857142857142857,14,23,13,0.5652173913043478,8,1,1,1.0,1,2,2,1.0,0,0.2857142857142857,no_contact,0.5262579751486934,7,16.0,24.0,34.0,4.75,14.0,18.0,0.20423892100192678,0.5036764705882353,0.962431941923775,13.0,72,40,0.6428571428571429,0.21621621621621623,333,51,0.8671875,300,51,0.8547008547008547,282,51,0.8468468468468469,196,46,0.8099173553719008,176,43,0.8036529680365296,4258,17792,0.23932104316546762,12.786786786786786,1366,3.117130307467057,231,91,54,42,13,11,10,10,0,0,212,19
flow:mobility_s2|global,flow_semantics/denoising_step,global,False,back_median | low | w4 | k4 | q0.975,moe-flow-semantics-0906/results/step_alarm/external_first_alarms.npz,133,128,5,0.9624060150375939,0.22695035460992907,0.00033253524873636604,0.6211676053852704,1.5493499768724663,128.0,5.0,True,5,9,119,0.22753346080305928,0.21951219512195122,241,39,0.16182572614107885,231,143,65,0.45454545454545453,136,89,14,0.15730337078651685,83,26,0,0.0,26,25,1,0.04,24,14,1,0.07142857142857142,14,23,5,0.21739130434782608,8,1,1,1.0,1,2,2,1.0,0,0.0,regressed,0.15749920389277827,7,24.0,35.0,41.0,7.0,12.0,16.0,0.48841354723707664,0.5969498910675382,0.9513888888888888,12.0,25,4,0.8620689655172413,0.1953125,128,5,0.9624060150375939,126,5,0.9618320610687023,114,5,0.957983193277311,92,5,0.9484536082474226,67,5,0.9305555555555556,1568,17792,0.08812949640287769,12.25,98,16.0,436,202,78,75,26,24,13,18,0,0,404,32
flow:mobility_s3|per_task,flow_semantics/denoising_step,per_task,True,L13 | low | w4 | k4 | q0.75,moe-flow-semantics-0906/results/step_alarm/external_first_alarms.npz,392,337,55,0.8596938775510204,0.5975177304964538,0.0036578877361000267,0.5782641778578789,1.4866801549694284,337.0,55.0,True,55,22,315,0.6022944550669216,0.5365853658536586,241,152,0.6307053941908713,231,143,90,0.6293706293706294,136,89,47,0.5280898876404494,83,26,13,0.5,26,25,15,0.6,24,14,4,0.2857142857142857,14,23,13,0.5652173913043478,8,1,1,1.0,1,2,2,1.0,0,0.2857142857142857,no_contact,0.5341567983172262,7,16.0,24.0,34.0,4.0,14.0,18.0,0.20423892100192678,0.5036764705882353,0.962431941923775,13.0,69,43,0.6160714285714286,0.20474777448071216,337,55,0.8596938775510204,303,55,0.8463687150837989,284,55,0.8377581120943953,201,50,0.8007968127490039,178,47,0.7911111111111111,4324,17792,0.24303057553956833,12.830860534124628,1473,2.9355057705363206,227,89,53,42,13,10,10,10,0,0,208,19
flow:mobility_s3|global,flow_semantics/denoising_step,global,False,back_median | low | w4 | k4 | q0.975,moe-flow-semantics-0906/results/step_alarm/external_first_alarms.npz,147,142,5,0.9659863945578231,0.25177304964539005,0.00033253524873636604,0.5898655840632304,1.6376381681801502,142.0,5.0,True,5,10,132,0.25239005736137665,0.24390243902439024,241,45,0.18672199170124482,231,143,69,0.4825174825174825,136,89,17,0.19101123595505617,83,26,0,0.0,26,25,1,0.04,24,14,1,0.07142857142857142,14,23,6,0.2608695652173913,8,1,1,1.0,1,2,2,1.0,0,0.0,regressed,0.1760784066885352,7,24.5,35.0,38.0,7.5,13.0,16.0,0.48841354723707664,0.5279383429672447,0.934493746993747,13.0,26,4,0.8666666666666667,0.18309859154929578,142,5,0.9659863945578231,137,5,0.9647887323943662,125,5,0.9615384615384616,105,5,0.9545454545454546,88,5,0.946236559139785,1828,17792,0.10274280575539568,12.873239436619718,98,18.653061224489797,422,196,74,72,26,24,13,17,0,0,391,31
flow:mobility_s4|per_task,flow_semantics/denoising_step,per_task,True,L13 | low | w4 | k4 | q0.75,moe-flow-semantics-0906/results/step_alarm/external_first_alarms.npz,405,344,61,0.8493827160493828,0.6099290780141844,0.004056930034583666,0.5729043667683027,1.482590752171549,344.0,61.0,True,61,22,322,0.615678776290631,0.5365853658536586,241,153,0.6348547717842323,231,143,96,0.6713286713286714,136,89,46,0.5168539325842697,83,26,13,0.5,26,25,16,0.64,24,14,4,0.2857142857142857,14,23,13,0.5652173913043478,8,1,1,1.0,1,2,2,1.0,0,0.2857142857142857,no_contact,0.5448527218165438,7,17.0,24.0,33.0,4.0,14.0,18.0,0.20423892100192678,0.5036764705882353,0.9655172413793104,13.0,67,47,0.5877192982456141,0.19476744186046513,344,61,0.8493827160493828,306,61,0.8337874659400545,286,61,0.8242074927953891,204,56,0.7846153846153846,186,52,0.7815126050420168,4427,17792,0.24881969424460432,12.869186046511627,1630,2.715950920245399,220,88,47,43,13,9,10,10,0,0,201,19
flow:mobility_s4|global,flow_semantics/denoising_step,global,False,L14 | low | w4 | k4 | q0.96,moe-flow-semantics-0906/results/step_alarm/external_first_alarms.npz,227,202,25,0.8898678414096917,0.35815602836879434,0.0016626762436818302,0.517965794681093,1.71800503150517,202.0,25.0,True,25,13,189,0.361376673040153,0.3170731707317073,241,69,0.2863070539419087,231,143,79,0.5524475524475524,136,89,28,0.3146067415730337,83,26,8,0.3076923076923077,26,25,4,0.16,24,14,2,0.14285714285714285,14,23,9,0.391304347826087,8,1,1,1.0,1,2,2,1.0,0,0.14285714285714285,no_contact,0.30788787804829026,7,19.5,33.0,35.5,12.0,16.0,18.0,0.3241590214067278,0.4910394265232975,0.6552457788671024,15.0,37,18,0.6727272727272727,0.18316831683168316,202,25,0.8898678414096917,198,25,0.8878923766816144,184,25,0.8803827751196173,157,25,0.8626373626373627,146,25,0.8538011695906432,3006,17792,0.1689523381294964,14.881188118811881,483,6.22360248447205,362,172,64,61,18,21,12,14,0,0,334,28
flow:mobility_s5|per_task,flow_semantics/denoising_step,per_task,True,L12 | low | w4 | k4 | q0.85,moe-flow-semantics-0906/results/step_alarm/external_first_alarms.npz,340,295,45,0.8676470588235294,0.5230496453900709,0.0029928172386272946,0.623416584494219,1.3917612723239563,295.0,45.0,True,45,18,277,0.5296367112810707,0.43902439024390244,241,142,0.5892116182572614,231,143,76,0.5314685314685315,136,89,35,0.39325842696629215,83,26,11,0.4230769230769231,26,25,14,0.56,24,14,4,0.2857142857142857,14,23,10,0.43478260869565216,8,1,1,1.0,1,2,2,1.0,0,0.2857142857142857,no_contact,0.45964462773984943,7,16.0,21.0,33.0,4.0,9.5,19.25,0.20423892100192678,0.8542486231313926,0.9790209790209791,6.0,63,36,0.6363636363636364,0.2135593220338983,295,45,0.8676470588235294,253,45,0.8489932885906041,230,45,0.8363636363636363,138,42,0.7666666666666667,119,41,0.74375,3445,17792,0.1936263489208633,11.677966101694915,1381,2.494569152787835,269,99,67,54,15,11,10,13,0,0,246,23
flow:mobility_s5|global,flow_semantics/denoising_step,global,False,L14 | low | w4 | k4 | q0.96,moe-flow-semantics-0906/results/step_alarm/external_first_alarms.npz,225,206,19,0.9155555555555556,0.36524822695035464,0.001263633945198191,0.5301594235058411,1.7269438492692724,206.0,19.0,True,19,13,193,0.3690248565965583,0.3170731707317073,241,71,0.2946058091286307,231,143,79,0.5524475524475524,136,89,29,0.3258426966292135,83,26,9,0.34615384615384615,26,25,4,0.16,24,14,2,0.14285714285714285,14,23,9,0.391304347826087,8,1,1,1.0,1,2,2,1.0,0,0.14285714285714285,no_contact,0.31617305643463894,7,25.0,33.0,35.0,12.0,16.0,18.0,0.46678023850085176,0.4963768115942029,0.7135416666666666,15.0,38,11,0.7755102040816326,0.18446601941747573,206,19,0.9155555555555556,201,19,0.9136363636363637,186,19,0.9073170731707317,160,19,0.8938547486033519,151,19,0.888235294117647,3089,17792,0.17361735611510792,14.995145631067961,376,8.215425531914894,358,170,64,60,17,21,12,14,0,0,330,28
flow:mobility_s6|per_task,flow_semantics/denoising_step,per_task,True,all_median | low | w4 | k4 | q0.7,moe-flow-semantics-0906/results/step_alarm/external_first_alarms.npz,354,304,50,0.8587570621468926,0.5390070921985816,0.0033253524873636604,0.6165853319008148,1.392762717042763,304.0,50.0,True,50,20,284,0.5430210325047801,0.4878048780487805,241,143,0.5933609958506224,231,143,82,0.5734265734265734,136,89,44,0.4943820224719101,83,26,7,0.2692307692307692,26,25,11,0.44,24,14,3,0.21428571428571427,14,23,11,0.4782608695652174,8,1,1,1.0,1,2,2,1.0,0,0.21428571428571427,no_contact,0.4375638492615438,7,16.0,23.0,34.0,4.0,10.5,17.75,0.20423892100192678,0.7669504740518962,0.9655172413793104,8.0,67,37,0.6442307692307693,0.22039473684210525,304,50,0.8587570621468926,269,50,0.8432601880877743,244,49,0.8327645051194539,158,46,0.7745098039215687,128,45,0.7398843930635838,3619,17792,0.20340602517985612,11.904605263157896,1394,2.596126255380201,260,98,61,45,19,14,11,12,0,0,239,21
flow:mobility_s6|global,flow_semantics/denoising_step,global,False,L14 | low | w4 | k4 | q0.96,moe-flow-semantics-0906/results/step_alarm/external_first_alarms.npz,238,211,27,0.8865546218487395,0.374113475177305,0.0017956903431763766,0.5218085358650476,1.6990036783875533,211.0,27.0,True,27,13,198,0.37858508604206503,0.3170731707317073,241,71,0.2946058091286307,231,143,79,0.5524475524475524,136,89,33,0.3707865168539326,83,26,10,0.38461538461538464,26,25,4,0.16,24,14,2,0.14285714285714285,14,23,9,0.391304347826087,8,1,1,1.0,1,2,2,1.0,0,0.14285714285714285,no_contact,0.3280881076755328,7,23.25,33.0,35.0,12.0,16.0,18.0,0.4514003294892916,0.4937081190587502,0.5969498910675382,16.0,41,14,0.7454545454545455,0.1943127962085308,211,27,0.8865546218487395,205,27,0.8836206896551724,188,27,0.8744186046511628,162,27,0.8571428571428571,154,26,0.8555555555555555,3220,17792,0.18098021582733814,15.260663507109005,542,5.940959409594096,353,170,64,56,16,21,12,14,0,0,325,28
flow:mobility_s7|per_task,flow_semantics/denoising_step,per_task,True,L12 | low | w4 | k4 | q0.9,moe-flow-semantics-0906/results/step_alarm/external_first_alarms.npz,288,250,38,0.8680555555555556,0.4432624113475177,0.002527267890396382,0.6124070874939505,1.417448578375786,250.0,38.0,True,38,21,229,0.4378585086042065,0.5121951219512195,241,122,0.5062240663900415,231,143,61,0.42657342657342656,136,89,33,0.3707865168539326,83,26,8,0.3076923076923077,26,25,8,0.32,24,14,4,0.2857142857142857,14,23,11,0.4782608695652174,8,1,1,1.0,1,2,2,1.0,0,0.2857142857142857,no_contact,0.385035924684173,7,16.0,20.0,30.0,3.0,9.0,20.25,0.20423892100192678,0.8203592814371258,0.9716312056737588,6.0,63,29,0.6847826086956522,0.252,250,38,0.8680555555555556,202,38,0.8416666666666667,176,38,0.822429906542056,119,35,0.7727272727272727,100,35,0.7407407407407407,2941,17792,0.1652990107913669,11.764,1142,2.575306479859895,314,119,82,56,18,17,10,12,0,0,294,20
flow:mobility_s7|global,flow_semantics/denoising_step,global,False,back_median | low | w4 | k4 | q0.96,moe-flow-semantics-0906/results/step_alarm/external_first_alarms.npz,251,218,33,0.8685258964143426,0.38652482269503546,0.002194732641660016,0.5233664264277694,1.659498684970021,218.0,33.0,True,33,13,205,0.3919694072657744,0.3170731707317073,241,74,0.3070539419087137,231,143,79,0.5524475524475524,136,89,33,0.3707865168539326,83,26,11,0.4230769230769231,26,25,6,0.24,24,14,3,0.21428571428571427,14,23,9,0.391304347826087,8,1,1,1.0,1,2,2,1.0,0,0.21428571428571427,no_contact,0.3569935709141319,7,24.5,33.0,35.0,12.0,16.0,18.0,0.4251015067254219,0.4910394265232975,0.5969498910675382,15.5,39,17,0.6964285714285714,0.17889908256880735,218,33,0.8685258964143426,209,33,0.8636363636363636,194,33,0.8546255506607929,166,32,0.8383838383838383,158,32,0.8315789473684211,3267,17792,0.1836218525179856,14.986238532110091,681,4.797356828193832,346,167,64,56,15,19,11,14,0,0,318,28
