method,threshold_mode,suite,horizon_cap,risks,episodes,alarms,tp,fp,precision,recall,mean_matched_prior,lift,median_alarm_chunk
flow:mobility_s8|global,global,libero_spatial,22,140,4000,0,0,0,0.0,0.0,,,
flow:mobility_s9|per_task,per_task,libero_goal,30,106,4000,81,78,3,0.9629629629629629,0.7358490566037735,0.6276542248895665,1.534225254569732,23.0
flow:mobility_s9|per_task,per_task,libero_long,52,274,4000,136,94,42,0.6911764705882353,0.34306569343065696,0.34627810906765644,1.996015493007073,24.5
flow:mobility_s9|per_task,per_task,libero_object,28,44,3600,17,15,2,0.8823529411764706,0.3409090909090909,0.6927065154286313,1.2737760097874788,21.0
flow:mobility_s9|per_task,per_task,libero_spatial,22,140,4000,95,85,10,0.8947368421052632,0.6071428571428571,0.9070552295855687,0.9864193633656312,18.0
flow:mobility_s9|global,global,libero_goal,30,106,4000,38,37,1,0.9736842105263158,0.3490566037735849,0.629613274001022,1.5464798007494602,23.5
flow:mobility_s9|global,global,libero_long,52,274,4000,172,156,16,0.9069767441860465,0.5693430656934306,0.49232783998238483,1.8422211187945363,35.0
flow:mobility_s9|global,global,libero_object,28,44,3600,2,2,0,1.0,0.045454545454545456,0.9671497584541062,1.033966033966034,25.5
flow:mobility_s9|global,global,libero_spatial,22,140,4000,0,0,0,0.0,0.0,,,
flow:mobility_step_range|per_task,per_task,libero_goal,30,106,4000,51,40,11,0.7843137254901961,0.37735849056603776,0.4370791981316636,1.7944430410845889,17.0
flow:mobility_step_range|per_task,per_task,libero_long,52,274,4000,72,57,15,0.7916666666666666,0.20802919708029197,0.4844379445407725,1.634196238317241,31.0
flow:mobility_step_range|per_task,per_task,libero_object,28,44,3600,11,9,2,0.8181818181818182,0.20454545454545456,0.7997056489777283,1.0231037122567637,23.0
flow:mobility_step_range|per_task,per_task,libero_spatial,22,140,4000,72,59,13,0.8194444444444444,0.42142857142857143,0.8305980295787064,0.986571621004303,18.0
flow:mobility_step_range|global,global,libero_goal,30,106,4000,56,54,2,0.9642857142857143,0.5094339622641509,0.7233128155649956,1.333151706336752,25.0
flow:mobility_step_range|global,global,libero_long,52,274,4000,182,165,17,0.9065934065934066,0.6021897810218978,0.5000886109058653,1.8128655338724762,34.5
flow:mobility_step_range|global,global,libero_object,28,44,3600,8,7,1,0.875,0.1590909090909091,0.934154019688269,0.9366763740865677,24.0
flow:mobility_step_range|global,global,libero_spatial,22,140,4000,0,0,0,0.0,0.0,,,
circuit:norm_fiedler|global,global,libero_goal,30,106,4000,17,17,0,1.0,0.16037735849056603,0.29571340801152696,3.381652549082319,16.0
circuit:norm_fiedler|global,global,libero_long,52,274,4000,14,12,2,0.8571428571428571,0.043795620437956206,0.7666004398101066,1.1181090078100901,45.0
circuit:norm_fiedler|global,global,libero_object,28,44,3600,0,0,0,0.0,0.0,,,
circuit:norm_fiedler|global,global,libero_spatial,22,140,4000,13,13,0,1.0,0.09285714285714286,0.9859154929577463,1.0142857142857145,21.0
circuit:norm_fiedler|per_task,per_task,libero_goal,30,106,4000,49,43,6,0.8775510204081632,0.4056603773584906,0.4331451007932707,2.025997797968853,14.0
circuit:norm_fiedler|per_task,per_task,libero_long,52,274,4000,58,46,12,0.7931034482758621,0.1678832116788321,0.47223318287526567,1.67947420265329,33.0
circuit:norm_fiedler|per_task,per_task,libero_object,28,44,3600,2,1,1,0.5,0.022727272727272728,0.8983333333333333,0.5565862708719852,22.5
circuit:norm_fiedler|per_task,per_task,libero_spatial,22,140,4000,79,71,8,0.8987341772151899,0.5071428571428571,0.8999437560712942,0.998655939498503,19.0
circuitcopy:partial_edge_std|global,global,libero_goal,30,106,4000,0,0,0,0.0,0.0,,,
circuitcopy:partial_edge_std|global,global,libero_long,52,274,4000,74,39,35,0.527027027027027,0.14233576642335766,0.19419567211293415,2.7138968716075986,19.5
circuitcopy:partial_edge_std|global,global,libero_object,28,44,3600,0,0,0,0.0,0.0,,,
circuitcopy:partial_edge_std|global,global,libero_spatial,22,140,4000,3,3,0,1.0,0.02142857142857143,0.8977441887094928,1.1139030612244898,14.0
circuitcopy:conditional_effective_rank|global,global,libero_goal,30,106,4000,0,0,0,0.0,0.0,,,
circuitcopy:conditional_effective_rank|global,global,libero_long,52,274,4000,104,42,62,0.40384615384615385,0.15328467153284672,0.21061165881695576,1.9174919190828827,17.0
circuitcopy:conditional_effective_rank|global,global,libero_object,28,44,3600,0,0,0,0.0,0.0,,,
circuitcopy:conditional_effective_rank|global,global,libero_spatial,22,140,4000,0,0,0,0.0,0.0,,,
circuitcopy:partial_query_d1|global,global,libero_goal,30,106,4000,0,0,0,0.0,0.0,,,
circuitcopy:partial_query_d1|global,global,libero_long,52,274,4000,83,20,63,0.24096385542168675,0.072992700729927,0.16096812117851791,1.4969663164202025,17.0
circuitcopy:partial_query_d1|global,global,libero_object,28,44,3600,0,0,0,0.0,0.0,,,
circuitcopy:partial_query_d1|global,global,libero_spatial,22,140,4000,0,0,0,0.0,0.0,,,
tokgeo:procrustes_prev|per_task,per_task,libero_goal,30,106,4000,41,38,3,0.926829268292683,0.3584905660377358,0.34825523031834066,2.6613506061214554,13.0
tokgeo:procrustes_prev|per_task,per_task,libero_long,52,274,4000,32,21,11,0.65625,0.07664233576642336,0.48566651148244333,1.3512358469948225,29.5
tokgeo:procrustes_prev|per_task,per_task,libero_object,28,44,3600,17,13,4,0.7647058823529411,0.29545454545454547,0.5592030028513383,1.3674924463097615,19.0
tokgeo:procrustes_prev|per_task,per_task,libero_spatial,22,140,4000,67,51,16,0.7611940298507462,0.36428571428571427,0.582801471298684,1.3060949008150953,15.0
tokgeo:procrustes_prev|global,global,libero_goal,30,106,4000,28,25,3,0.8928571428571429,0.2358490566037736,0.6075059776210808,1.4697092304399413,23.0
tokgeo:procrustes_prev|global,global,libero_long,52,274,4000,38,32,6,0.8421052631578947,0.11678832116788321,0.38807325517847185,2.1699646958938645,28.0
tokgeo:procrustes_prev|global,global,libero_object,28,44,3600,3,2,1,0.6666666666666666,0.045454545454545456,0.34485021315292386,1.9332064799131594,16.0
tokgeo:procrustes_prev|global,global,libero_spatial,22,140,4000,2,2,0,1.0,0.014285714285714285,0.9790209790209791,1.0214285714285714,19.0
tokgeo:bandedness|per_task,per_task,libero_goal,30,106,4000,53,49,4,0.9245283018867925,0.46226415094339623,0.3234169358835247,2.8586267424775547,13.0
tokgeo:bandedness|per_task,per_task,libero_long,52,274,4000,43,25,18,0.5813953488372093,0.09124087591240876,0.40399591237160204,1.439111958891387,29.0
tokgeo:bandedness|per_task,per_task,libero_object,28,44,3600,46,24,22,0.5217391304347826,0.5454545454545454,0.3340802425262119,1.5617180066966907,14.5
tokgeo:bandedness|per_task,per_task,libero_spatial,22,140,4000,49,41,8,0.8367346938775511,0.29285714285714287,0.7155627281763556,1.1693380062010885,15.0
tokgeo:bandedness|global,global,libero_goal,30,106,4000,3,0,3,0.0,0.0,0.33138985880866706,0.0,15.0
tokgeo:bandedness|global,global,libero_long,52,274,4000,7,3,4,0.42857142857142855,0.010948905109489052,0.6256382781710644,0.6850147178083098,37.0
tokgeo:bandedness|global,global,libero_object,28,44,3600,0,0,0,0.0,0.0,,,
tokgeo:bandedness|global,global,libero_spatial,22,140,4000,2,1,1,0.5,0.007142857142857143,0.5165750458104281,0.9679135762657207,13.5
tokgeo:lam1_share|per_task,per_task,libero_goal,30,106,4000,68,62,6,0.9117647058823529,0.5849056603773585,0.291046086166261,3.1327159141439354,13.0
tokgeo:lam1_share|per_task,per_task,libero_long,52,274,4000,104,67,37,0.6442307692307693,0.24452554744525548,0.45705215196175014,1.4095344841187483,28.0
tokgeo:lam1_share|per_task,per_task,libero_object,28,44,3600,29,18,11,0.6206896551724138,0.4090909090909091,0.4500245515896773,1.3792350950184276,17.0
tokgeo:lam1_share|per_task,per_task,libero_spatial,22,140,4000,90,79,11,0.8777777777777778,0.5642857142857143,0.8327063033243971,1.0541264960688332,17.0
tokgeo:lam1_share|global,global,libero_goal,30,106,4000,42,42,0,1.0,0.39622641509433965,0.8339095447100844,1.1991708289508287,25.0
tokgeo:lam1_share|global,global,libero_long,52,274,4000,76,53,23,0.6973684210526315,0.19343065693430658,0.2822936115809361,2.4703655784030727,17.5
tokgeo:lam1_share|global,global,libero_object,28,44,3600,0,0,0,0.0,0.0,,,
tokgeo:lam1_share|global,global,libero_spatial,22,140,4000,0,0,0,0.0,0.0,,,
state:td_slope|per_task,per_task,libero_goal,30,106,4000,25,20,5,0.8,0.18867924528301888,0.2342122802135828,3.4157047583946674,12.0
state:td_slope|per_task,per_task,libero_long,52,274,4000,27,9,18,0.3333333333333333,0.032846715328467155,0.3149964963008124,1.0582128285484478,24.0
state:td_slope|per_task,per_task,libero_object,28,44,3600,18,13,5,0.7222222222222222,0.29545454545454547,0.5440362525080231,1.3275259119089151,19.5
state:td_slope|per_task,per_task,libero_spatial,22,140,4000,25,20,5,0.8,0.14285714285714285,0.6699224693790046,1.1941680367006842,14.0
state:td_slope|global,global,libero_goal,30,106,4000,16,15,1,0.9375,0.14150943396226415,0.24919789054119382,3.76207036891039,15.5
state:td_slope|global,global,libero_long,52,274,4000,132,111,21,0.8409090909090909,0.4051094890510949,0.4434839360294762,1.8961432931207678,31.0
state:td_slope|global,global,libero_object,28,44,3600,0,0,0,0.0,0.0,,,
state:td_slope|global,global,libero_spatial,22,140,4000,37,35,2,0.9459459459459459,0.25,0.9772804375051773,0.9679370522966542,19.0
state:state_mobility_s9|per_task,per_task,libero_goal,30,106,4000,57,56,1,0.9824561403508771,0.5283018867924528,0.324037433668876,3.0319217419639832,15.0
state:state_mobility_s9|per_task,per_task,libero_long,52,274,4000,87,64,23,0.735632183908046,0.23357664233576642,0.44457617309599623,1.6546819834836328,29.0
state:state_mobility_s9|per_task,per_task,libero_object,28,44,3600,29,18,11,0.6206896551724138,0.4090909090909091,0.5142503884393816,1.2069794581119289,19.0
state:state_mobility_s9|per_task,per_task,libero_spatial,22,140,4000,59,55,4,0.9322033898305084,0.39285714285714285,0.9520876483316562,0.9791150966657419,16.0
state:state_mobility_s9|global,global,libero_goal,30,106,4000,8,8,0,1.0,0.07547169811320754,0.978451206547001,1.0220233705153736,26.5
state:state_mobility_s9|global,global,libero_long,52,274,4000,123,116,7,0.943089430894309,0.4233576642335766,0.603214749820501,1.5634389430545996,38.0
state:state_mobility_s9|global,global,libero_object,28,44,3600,0,0,0,0.0,0.0,,,
state:state_mobility_s9|global,global,libero_spatial,22,140,4000,1,0,1,0.0,0.0,0.9859154929577465,0.0,21.0
state:state_minus_action_mobility|per_task,per_task,libero_goal,30,106,4000,58,56,2,0.9655172413793104,0.5283018867924528,0.3466394629367198,2.785364462544095,16.0
state:state_minus_action_mobility|per_task,per_task,libero_long,52,274,4000,92,65,27,0.7065217391304348,0.23722627737226276,0.4039567601553882,1.749003380606034,28.0
state:state_minus_action_mobility|per_task,per_task,libero_object,28,44,3600,33,22,11,0.6666666666666666,0.5,0.5461098338751832,1.2207556526422805,19.0
state:state_minus_action_mobility|per_task,per_task,libero_spatial,22,140,4000,77,69,8,0.8961038961038961,0.4928571428571429,0.7963044926549094,1.125328193385236,15.0
state:state_minus_action_mobility|global,global,libero_goal,30,106,4000,4,4,0,1.0,0.03773584905660377,0.25917268873996957,3.8584312446721944,17.0
state:state_minus_action_mobility|global,global,libero_long,52,274,4000,1,0,1,0.0,0.0,0.48841354723707664,0.0,33.0
state:state_minus_action_mobility|global,global,libero_object,28,44,3600,4,3,1,0.75,0.06818181818181818,0.43247171504926174,1.7342174618623774,16.5
state:state_minus_action_mobility|global,global,libero_spatial,22,140,4000,1,0,1,0.0,0.0,0.03807451726951319,0.0,8.0
combo:G-A,global,libero_goal,30,106,4000,23,23,0,1.0,0.2169811320754717,0.5475797042335383,1.8262181601484413,18.0
combo:G-A,global,libero_long,52,274,4000,147,139,8,0.9455782312925171,0.5072992700729927,0.5908736303778062,1.60030534902685,36.0
combo:G-A,global,libero_object,28,44,3600,1,1,0,1.0,0.022727272727272728,0.9777777777777777,1.0227272727272727,26.0
combo:G-A,global,libero_spatial,22,140,4000,130,125,5,0.9615384615384616,0.8928571428571429,0.8827662186533035,1.089233413355269,17.0
combo:G-B,global,libero_goal,30,106,4000,30,30,0,1.0,0.2830188679245283,0.6449188748682144,1.5505826220458263,20.5
combo:G-B,global,libero_long,52,274,4000,156,145,11,0.9294871794871795,0.5291970802919708,0.5500516699851082,1.6898179393080361,36.0
combo:G-B,global,libero_object,28,44,3600,6,6,0,1.0,0.13636363636363635,0.6376845900555381,1.5681733816288497,19.0
combo:G-B,global,libero_spatial,22,140,4000,139,127,12,0.9136690647482014,0.9071428571428571,0.8306507473938578,1.0999437099344234,17.0
combo:P-C,per_task,libero_goal,30,106,4000,106,96,10,0.9056603773584906,0.9056603773584906,0.4551459524422366,1.9898240827999665,14.0
combo:P-C,per_task,libero_long,52,274,4000,154,122,32,0.7922077922077922,0.44525547445255476,0.4494120233588033,1.7627650152459458,32.0
combo:P-C,per_task,libero_object,28,44,3600,44,34,10,0.7727272727272727,0.7727272727272727,0.5198939576534074,1.4863170870749363,19.0
combo:P-C,per_task,libero_spatial,22,140,4000,144,139,5,0.9652777777777778,0.9928571428571429,0.8976518369563762,1.0753364924319628,17.0
twotier:WATCH_a3,global,libero_goal,30,106,4000,40,39,1,0.975,0.36792452830188677,0.6474360024781947,1.5059403497303,24.5
twotier:WATCH_a3,global,libero_long,52,274,4000,398,223,175,0.5603015075376885,0.8138686131386861,0.2657755396073527,2.1081755994756253,22.0
twotier:WATCH_a3,global,libero_object,28,44,3600,8,8,0,1.0,0.18181818181818182,0.7200508821551802,1.3887907435192715,20.5
twotier:WATCH_a3,global,libero_spatial,22,140,4000,161,140,21,0.8695652173913043,1.0,0.7345923128485915,1.183738520240318,15.0
twotier:WATCH_a1,global,libero_goal,30,106,4000,13,13,0,1.0,0.12264150943396226,0.9141361293292621,1.0939289761293425,25.0
twotier:WATCH_a1,global,libero_long,52,274,4000,240,198,42,0.825,0.7226277372262774,0.4217915086561563,1.9559426471824461,31.0
twotier:WATCH_a1,global,libero_object,28,44,3600,2,2,0,1.0,0.045454545454545456,0.9671497584541062,1.033966033966034,25.5
twotier:WATCH_a1,global,libero_spatial,22,140,4000,154,136,18,0.8831168831168831,0.9714285714285714,0.7658602717877118,1.1531044443073992,16.0
twotier:ACT_b,global,libero_goal,30,106,4000,19,19,0,1.0,0.1792452830188679,0.42021593067003743,2.379728913193492,17.0
twotier:ACT_b,global,libero_long,52,274,4000,135,126,9,0.9333333333333333,0.45985401459854014,0.5223242837847013,1.7868848190830953,35.0
twotier:ACT_b,global,libero_object,28,44,3600,1,1,0,1.0,0.022727272727272728,0.9565217391304348,1.0454545454545454,25.0
twotier:ACT_b,global,libero_spatial,22,140,4000,0,0,0,0.0,0.0,,,
build:OR_crossframe_global,global,libero_goal,30,106,4000,40,39,1,0.975,0.36792452830188677,0.6474360024781947,1.5059403497303,24.5
build:OR_crossframe_global,global,libero_long,52,274,4000,227,194,33,0.8546255506607929,0.708029197080292,0.4623582191700487,1.8484056630265588,34.0
build:OR_crossframe_global,global,libero_object,28,44,3600,8,8,0,1.0,0.18181818181818182,0.7200508821551802,1.3887907435192715,20.5
build:OR_crossframe_global,global,libero_spatial,22,140,4000,160,140,20,0.875,1.0,0.7460884527000229,1.1727831959246366,15.0
build:AND_mobility_expertload_global,global,libero_goal,30,106,4000,0,0,0,0.0,0.0,,,
build:AND_mobility_expertload_global,global,libero_long,52,274,4000,72,69,3,0.9583333333333334,0.2518248175182482,0.6672635426350707,1.4362141374438164,39.5
build:AND_mobility_expertload_global,global,libero_object,28,44,3600,0,0,0,0.0,0.0,,,
build:AND_mobility_expertload_global,global,libero_spatial,22,140,4000,0,0,0,0.0,0.0,,,
build:AND_mobility_flowsettling_per_task,per_task,libero_goal,30,106,4000,51,49,2,0.9607843137254902,0.46226415094339623,0.46352906119461346,2.0727596048656447,16.0
build:AND_mobility_flowsettling_per_task,per_task,libero_long,52,274,4000,47,45,2,0.9574468085106383,0.16423357664233576,0.6477779621434102,1.4780478257435241,40.0
build:AND_mobility_flowsettling_per_task,per_task,libero_object,28,44,3600,14,13,1,0.9285714285714286,0.29545454545454547,0.8111499923057436,1.1447592151630395,23.5
build:AND_mobility_flowsettling_per_task,per_task,libero_spatial,22,140,4000,83,80,3,0.963855421686747,0.5714285714285714,0.9745807726441899,0.9889949081097267,19.0
prior:HB_MoE_top4churn@qfpr1pct,task_agnostic,libero_goal,30,106,4000,179,24,155,0.1340782122905028,0.22641509433962265,0.04129812883059402,3.2465929107949427,6.0
prior:HB_MoE_top4churn@qfpr1pct,task_agnostic,libero_long,52,274,4000,131,32,99,0.24427480916030533,0.11678832116788321,0.14327115523265638,1.7049824772029671,16.0
prior:HB_MoE_top4churn@qfpr1pct,task_agnostic,libero_object,28,44,3600,93,14,79,0.15053763440860216,0.3181818181818182,0.01778997544242225,8.46193604346568,10.0
prior:HB_MoE_top4churn@qfpr1pct,task_agnostic,libero_spatial,22,140,4000,114,61,53,0.5350877192982456,0.4357142857142857,0.06685898386513665,8.003228412468664,9.0
prior:HB_MoE_top4churn@qfpr5pct,task_agnostic,libero_goal,30,106,4000,263,31,232,0.11787072243346007,0.29245283018867924,0.043159488064331765,2.731050059207533,6.0
prior:HB_MoE_top4churn@qfpr5pct,task_agnostic,libero_long,52,274,4000,199,45,154,0.22613065326633167,0.16423357664233576,0.13510916250192792,1.6736885128949335,15.0
prior:HB_MoE_top4churn@qfpr5pct,task_agnostic,libero_object,28,44,3600,143,17,126,0.11888111888111888,0.38636363636363635,0.0181759178740085,6.540584068720869,10.0
prior:HB_MoE_top4churn@qfpr5pct,task_agnostic,libero_spatial,22,140,4000,259,75,184,0.28957528957528955,0.5357142857142857,0.05089251359831499,5.689938835814885,8.0
prior:HB_MoE_top4churn@qfpr10pct,task_agnostic,libero_goal,30,106,4000,476,35,441,0.07352941176470588,0.330188679245283,0.040345905378698796,1.8224751948069258,6.0
prior:HB_MoE_top4churn@qfpr10pct,task_agnostic,libero_long,52,274,4000,347,65,282,0.1873198847262248,0.23722627737226276,0.12083517490985464,1.5502099025881249,15.0
prior:HB_MoE_top4churn@qfpr10pct,task_agnostic,libero_object,28,44,3600,300,24,276,0.08,0.5454545454545454,0.016860246624804277,4.74488907429779,9.0
prior:HB_MoE_top4churn@qfpr10pct,task_agnostic,libero_spatial,22,140,4000,411,86,325,0.20924574209245742,0.6142857142857143,0.049982369734537846,4.186390985537216,8.0
prior:length_only_same_run@qfpr1pct,global,libero_goal,30,106,4000,122,99,23,0.8114754098360656,0.9339622641509434,0.5179797100939987,1.5666162091345348,20.0
prior:length_only_same_run@qfpr1pct,global,libero_long,52,274,4000,313,274,39,0.8753993610223643,1.0,0.7790221648647339,1.1237156020770795,44.0
prior:length_only_same_run@qfpr1pct,global,libero_object,28,44,3600,79,44,35,0.5569620253164557,1.0,0.506514987692469,1.0995963374229225,18.0
prior:length_only_same_run@qfpr1pct,global,libero_spatial,22,140,4000,165,133,32,0.806060606060606,0.95,0.6258950236004043,1.2878527159775381,14.0
prior:length_only_same_run@qfpr5pct,global,libero_goal,30,106,4000,193,106,87,0.5492227979274611,1.0,0.351334325491452,1.5632483309428977,14.0
prior:length_only_same_run@qfpr5pct,global,libero_long,52,274,4000,417,274,143,0.657074340527578,1.0,0.5842419818943487,1.1246612891409777,29.0
prior:length_only_same_run@qfpr5pct,global,libero_object,28,44,3600,154,44,110,0.2857142857142857,1.0,0.23619768190867166,1.2096405155439254,16.0
prior:length_only_same_run@qfpr5pct,global,libero_spatial,22,140,4000,247,140,107,0.5668016194331984,1.0,0.3812993464764995,1.4865003695151413,13.0
prior:length_only_same_run@qfpr10pct,global,libero_goal,30,106,4000,294,106,188,0.36054421768707484,1.0,0.226819090482862,1.5895673372092851,10.0
prior:length_only_same_run@qfpr10pct,global,libero_long,52,274,4000,560,274,286,0.48928571428571427,1.0,0.47203630963994936,1.0365425377105462,27.0
prior:length_only_same_run@qfpr10pct,global,libero_object,28,44,3600,263,44,219,0.16730038022813687,1.0,0.13782343966479943,1.2138746546670751,15.0
prior:length_only_same_run@qfpr10pct,global,libero_spatial,22,140,4000,354,140,214,0.3954802259887006,1.0,0.2440809580657717,1.6202829959481386,11.0
baseline:length_only_suite@fpr0.005,global,libero_goal,30,106,4000,124,106,18,0.8548387096774194,1.0,0.8548387096774196,0.9999999999999998,21.0
baseline:length_only_suite@fpr0.005,global,libero_long,52,274,4000,288,274,14,0.9513888888888888,1.0,0.9513888888888891,0.9999999999999998,44.0
baseline:length_only_suite@fpr0.005,global,libero_object,28,44,3600,60,44,16,0.7333333333333333,1.0,0.7333333333333333,1.0,20.0
baseline:length_only_suite@fpr0.005,global,libero_spatial,22,140,4000,147,140,7,0.9523809523809523,1.0,0.9523809523809523,1.0,15.0
baseline:length_only_suite@fpr0.01,global,libero_goal,30,106,4000,139,106,33,0.762589928057554,1.0,0.7625899280575538,1.0000000000000002,20.0
baseline:length_only_suite@fpr0.01,global,libero_long,52,274,4000,311,274,37,0.8810289389067524,1.0,0.8810289389067523,1.0000000000000002,41.0
baseline:length_only_suite@fpr0.01,global,libero_object,28,44,3600,79,44,35,0.5569620253164557,1.0,0.556962025316456,0.9999999999999994,18.0
baseline:length_only_suite@fpr0.01,global,libero_spatial,22,140,4000,164,140,24,0.8536585365853658,1.0,0.8536585365853661,0.9999999999999998,14.0
baseline:length_only_suite@fpr0.05,global,libero_goal,30,106,4000,189,106,83,0.5608465608465608,1.0,0.5608465608465609,0.9999999999999998,19.0
baseline:length_only_suite@fpr0.05,global,libero_long,52,274,4000,459,274,185,0.5969498910675382,1.0,0.5969498910675383,0.9999999999999998,38.0
baseline:length_only_suite@fpr0.05,global,libero_object,28,44,3600,130,44,86,0.3384615384615385,1.0,0.33846153846153854,0.9999999999999999,17.0
baseline:length_only_suite@fpr0.05,global,libero_spatial,22,140,4000,329,140,189,0.425531914893617,1.0,0.4255319148936171,0.9999999999999999,13.0
baseline:length_only_task@fpr0.005,per_task,libero_goal,30,106,4000,111,106,5,0.954954954954955,1.0,0.5333063348082404,1.7906311862924442,18.0
baseline:length_only_task@fpr0.005,per_task,libero_long,52,274,4000,282,274,8,0.9716312056737588,1.0,0.8434774452771338,1.1519350174852854,51.0
baseline:length_only_task@fpr0.005,per_task,libero_object,28,44,3600,49,44,5,0.8979591836734694,1.0,0.8000741938682542,1.1223448907056408,21.0
baseline:length_only_task@fpr0.005,per_task,libero_spatial,22,140,4000,148,140,8,0.9459459459459459,1.0,0.7773366263664837,1.216906439064367,14.0
baseline:length_only_task@fpr0.01,per_task,libero_goal,30,106,4000,117,106,11,0.905982905982906,1.0,0.5297330080956459,1.7102632687357973,18.0
baseline:length_only_task@fpr0.01,per_task,libero_long,52,274,4000,300,274,26,0.9133333333333333,1.0,0.7647965425208951,1.1942173931943214,48.0
baseline:length_only_task@fpr0.01,per_task,libero_object,28,44,3600,67,44,23,0.6567164179104478,1.0,0.6408212104036779,1.0248044341365619,20.0
baseline:length_only_task@fpr0.01,per_task,libero_spatial,22,140,4000,151,140,11,0.9271523178807947,1.0,0.7439081140608038,1.2463263948281296,14.0
baseline:length_only_task@fpr0.05,per_task,libero_goal,30,106,4000,166,106,60,0.6385542168674698,1.0,0.374063742008037,1.707073274302405,15.0
baseline:length_only_task@fpr0.05,per_task,libero_long,52,274,4000,403,274,129,0.6799007444168734,1.0,0.596074190609868,1.1406310743319368,29.0
baseline:length_only_task@fpr0.05,per_task,libero_object,28,44,3600,158,44,114,0.27848101265822783,1.0,0.24486702267031013,1.137274466856959,16.0
baseline:length_only_task@fpr0.05,per_task,libero_spatial,22,140,4000,247,140,107,0.5668016194331984,1.0,0.36351901498398304,1.5592076234531285,12.0
baseline:length_only_task_devcal@fpr0.005,per_task,libero_goal,30,106,4000,111,106,5,0.954954954954955,1.0,0.573604657460732,1.6648312431464691,21.0
baseline:length_only_task_devcal@fpr0.005,per_task,libero_long,52,274,4000,292,274,18,0.9383561643835616,1.0,0.9358221388665917,1.002707806763408,48.0
baseline:length_only_task_devcal@fpr0.005,per_task,libero_object,28,44,3600,53,44,9,0.8301886792452831,1.0,0.8352106584004522,0.993987170656099,21.0
baseline:length_only_task_devcal@fpr0.005,per_task,libero_spatial,22,140,4000,153,140,13,0.9150326797385621,1.0,0.7380323246025695,1.2398273750832083,14.0
baseline:length_only_task_devcal@fpr0.01,per_task,libero_goal,30,106,4000,121,106,15,0.8760330578512396,1.0,0.49663817664044524,1.7639261318516553,16.0
baseline:length_only_task_devcal@fpr0.01,per_task,libero_long,52,274,4000,305,274,31,0.898360655737705,1.0,0.8158017933006972,1.101199657949976,47.0
baseline:length_only_task_devcal@fpr0.01,per_task,libero_object,28,44,3600,69,44,25,0.6376811594202898,1.0,0.5969302268696876,1.0682674971316177,18.0
baseline:length_only_task_devcal@fpr0.01,per_task,libero_spatial,22,140,4000,162,140,22,0.8641975308641975,1.0,0.6463286408511104,1.3370868568135692,14.0
