family,quantity,cohort,layer,survival_auc,survival_auc_early,abs_auc_gap
published,partial_edge_std,development_main,L3,0.5260533405766968,0.529658259497256,0.026053340576696837
published,partial_edge_std,development_main,L4,0.49364007757266853,0.49535417909258994,0.006359922427331466
published,partial_edge_std,development_main,L5,0.5008908041619035,0.4927516511658024,0.0008908041619034579
published,partial_edge_std,development_main,L12,0.44102883429878975,0.44411166783300615,0.05897116570121025
published,partial_edge_std,development_main,L13,0.47308760251093784,0.47703200958364217,0.026912397489062156
published,partial_edge_std,development_main,L14,0.44762875196927004,0.4462036410463129,0.052371248030729955
published,partial_edge_std,development_main,L15,0.4663145197878454,0.4727922085686532,0.03368548021215462
published,partial_edge_std,external_8b,L2,0.5031320220213434,0.4997010083987522,0.003132022021343439
published,partial_edge_std,external_8b,L3,0.5258613719022378,0.5288673577544589,0.025861371902237806
published,partial_edge_std,external_8b,L4,0.46480551116193397,0.4664394355991321,0.03519448883806603
published,partial_edge_std,external_8b,L5,0.4800181293489222,0.47389671662097205,0.019981870651077815
published,partial_edge_std,external_8b,L12,0.41530778199247215,0.41724361265329396,0.08469221800752785
published,partial_edge_std,external_8b,L13,0.45610919445501935,0.4580790475230024,0.04389080554498065
published,partial_edge_std,external_8b,L14,0.42382981653147356,0.4206886673059868,0.07617018346852644
published,partial_edge_std,external_8b,L15,0.4557438524645216,0.46156074544566356,0.04425614753547841
published,expert_load_effective_rank,development_main,L2,0.5156940986304233,0.511866931509831,0.01569409863042326
published,expert_load_effective_rank,development_main,L3,0.4707110387067819,0.47929845745272676,0.02928896129321812
published,expert_load_effective_rank,development_main,L4,0.48771817797861056,0.4848557863306636,0.012281822021389444
published,expert_load_effective_rank,development_main,L5,0.4655358491609631,0.47059278215231076,0.03446415083903692
published,expert_load_effective_rank,development_main,L12,0.5128159205261424,0.5152427495941119,0.012815920526142444
published,expert_load_effective_rank,development_main,L13,0.48715549337378466,0.4903995771588781,0.012844506626215335
published,expert_load_effective_rank,development_main,L14,0.509054055694644,0.5090095518236746,0.009054055694644014
published,expert_load_effective_rank,development_main,L15,0.4883503109038983,0.4944384759479725,0.0116496890961017
published,expert_load_effective_rank,external_8b,L2,0.5326110065734166,0.5303240062667504,0.032611006573416645
published,expert_load_effective_rank,external_8b,L3,0.4643886904806116,0.4715826183229352,0.0356113095193884
published,expert_load_effective_rank,external_8b,L4,0.4819268443686316,0.4799618128779119,0.01807315563136841
published,expert_load_effective_rank,external_8b,L5,0.4742446144123583,0.4788073928118114,0.025755385587641677
published,expert_load_effective_rank,external_8b,L12,0.5234901783293491,0.5261127071048118,0.023490178329349076
published,expert_load_effective_rank,external_8b,L13,0.49731803790675344,0.4990506484015012,0.0026819620932465593
published,expert_load_effective_rank,external_8b,L14,0.5214802969492113,0.5219719902832373,0.021480296949211275
published,expert_load_effective_rank,external_8b,L15,0.49840765044196345,0.5033712900976801,0.0015923495580365543
published,conditional_query_d1,development_main,L2,0.48552344628349464,0.4926931384328242,0.014476553716505358
published,conditional_query_d1,development_main,L3,0.4585909911257325,0.4611848340656929,0.04140900887426752
published,conditional_query_d1,development_main,L4,0.48420180274767516,0.48824702259177344,0.01579819725232484
published,conditional_query_d1,development_main,L5,0.45896564326548095,0.4672490297416977,0.04103435673451905
published,conditional_query_d1,development_main,L12,0.4768569580777574,0.4842618992065476,0.02314304192224259
published,conditional_query_d1,development_main,L13,0.476111355649277,0.4829612272114697,0.02388864435072302
published,conditional_query_d1,development_main,L14,0.4785736242742821,0.48584544850206823,0.021426375725717928
published,conditional_query_d1,development_main,L15,0.46193609951634385,0.4666443442878164,0.038063900483656155
published,conditional_query_d1,external_8b,L2,0.4782639341986941,0.48337648595505717,0.02173606580130588
published,conditional_query_d1,external_8b,L3,0.4408744224552018,0.4427657224483233,0.05912557754479819
published,conditional_query_d1,external_8b,L4,0.48565723871122424,0.4880059764776254,0.014342761288775763
published,conditional_query_d1,external_8b,L5,0.4455274848232034,0.45179102618821587,0.054472515176796577
published,conditional_query_d1,external_8b,L12,0.4620311366470058,0.467001542264414,0.03796886335299421
published,conditional_query_d1,external_8b,L13,0.4592940756065849,0.4644969287545536,0.04070592439341508
published,conditional_query_d1,external_8b,L14,0.45607638880168755,0.4610074598079095,0.04392361119831245
published,conditional_query_d1,external_8b,L15,0.44075440553619266,0.4433391410907431,0.05924559446380734
published,partial_query_d1,development_main,L2,0.5124787950115096,0.5124858788952205,0.012478795011509614
published,partial_query_d1,development_main,L3,0.5124256662111667,0.5149743537586785,0.012425666211166697
published,partial_query_d1,development_main,L4,0.47831277820237617,0.48067330259963587,0.021687221797623835
published,partial_query_d1,development_main,L5,0.4944546271772778,0.4901566502957661,0.0055453728227222165
published,partial_query_d1,development_main,L12,0.44371893909168736,0.4487176835986397,0.05628106090831264
published,partial_query_d1,development_main,L13,0.47029190108620994,0.47717505331749394,0.02970809891379006
published,partial_query_d1,development_main,L14,0.4552187082533575,0.4580494697557128,0.044781291746642526
published,partial_query_d1,development_main,L15,0.47535721207850706,0.4824828069127669,0.024642787921492937
published,partial_query_d1,external_8b,L2,0.48047501083668226,0.47977594995610684,0.01952498916331774
published,partial_query_d1,external_8b,L3,0.5006263845127779,0.5021091428761688,0.0006263845127778556
published,partial_query_d1,external_8b,L4,0.4460116684014846,0.4477125494776963,0.053988331598515404
published,partial_query_d1,external_8b,L5,0.46828860561435853,0.46481652749665797,0.03171139438564147
published,partial_query_d1,external_8b,L12,0.40926986014917593,0.41182241847339024,0.09073013985082407
published,partial_query_d1,external_8b,L13,0.4461966049582698,0.45016827840297324,0.053803395041730206
published,partial_query_d1,external_8b,L14,0.4297742247635337,0.4302919745288547,0.07022577523646628
published,partial_query_d1,external_8b,L15,0.4564560982240119,0.46193593338030275,0.0435439017759881
published,mobility,development_main,L2,0.4648300784205083,0.46609502041442025,0.035169921579491725
published,mobility,development_main,L3,0.46510703478259213,0.4674968779450128,0.03489296521740787
published,mobility,development_main,L4,0.4587511427138431,0.46126902528675956,0.041248857286156904
published,mobility,development_main,L5,0.4598871146383432,0.46365158915481813,0.0401128853616568
published,mobility,development_main,L12,0.42923022510480374,0.43608366803895754,0.07076977489519626
published,mobility,development_main,L13,0.43299616570957616,0.4394236360913805,0.06700383429042384
published,mobility,development_main,L14,0.4239968211233327,0.43079126135009943,0.0760031788766673
published,mobility,development_main,L15,0.436393927243696,0.44328078188413017,0.06360607275630398
published,mobility,external_8b,L2,0.4345577403043714,0.4339944706328795,0.06544225969562861
published,mobility,external_8b,L3,0.43162988277854597,0.4323442714923665,0.06837011722145403
published,mobility,external_8b,L4,0.42279530091765927,0.42328351156460486,0.07720469908234073
published,mobility,external_8b,L5,0.4278476755644381,0.42954497283171417,0.07215232443556191
published,mobility,external_8b,L12,0.38587847613058535,0.38966897174908954,0.11412152386941465
published,mobility,external_8b,L13,0.3909963564080022,0.394605256181906,0.10900364359199782
published,mobility,external_8b,L14,0.38528369337571905,0.388858815983168,0.11471630662428095
published,mobility,external_8b,L15,0.3976590394393845,0.401604786217024,0.10234096056061548
