calibration,alpha,method,query,tp,fp,recall,fpr
episode,0.01,v82_integrated,14,34,17,0.06028368794326241,0.0011013215859030838
episode,0.01,v82_integrated,15,52,21,0.09219858156028368,0.0013604560767038092
episode,0.01,v82_integrated,16,69,24,0.12234042553191489,0.0015548069448043534
episode,0.01,v82_integrated,17,81,30,0.14361702127659576,0.0019435086810054417
episode,0.01,v82_integrated,18,103,34,0.18262411347517732,0.0022026431718061676
episode,0.01,v82_integrated,19,123,45,0.21808510638297873,0.002915263021508163
episode,0.01,v82_integrated,20,160,55,0.28368794326241137,0.0035630992485099766
episode,0.01,v82_integrated,21,184,67,0.3262411347517731,0.004340502720912153
episode,0.01,v82_integrated,22,187,72,0.33156028368794327,0.00466442083441306
episode,0.01,v82_integrated,23,192,77,0.3404255319148936,0.004988338947913967
episode,0.01,v82_integrated,24,207,79,0.3670212765957447,0.00511790619331433
episode,0.01,v82_integrated,25,226,87,0.40070921985815605,0.005636175174915781
episode,0.01,v82_integrated,26,239,91,0.4237588652482269,0.005895309665716507
episode,0.01,v82_integrated,27,245,92,0.43439716312056736,0.005960093288416689
episode,0.01,v82_integrated,28,248,95,0.4397163120567376,0.006154444156517233
episode,0.01,v82_integrated,29,261,97,0.4627659574468085,0.0062840114019175955
episode,0.01,v82_integrated,30,274,99,0.4858156028368794,0.006413578647317958
episode,0.01,v82_integrated,31,294,102,0.5212765957446809,0.006607929515418502
episode,0.01,v82_integrated,32,325,107,0.5762411347517731,0.006931847628919409
episode,0.01,v82_integrated,33,349,108,0.6187943262411347,0.00699663125161959
episode,0.01,v82_integrated,34,371,110,0.6578014184397163,0.007126198497019953
episode,0.01,v82_integrated,35,383,111,0.6790780141843972,0.007190982119720135
episode,0.01,v82_integrated,36,392,112,0.6950354609929078,0.007255765742420316
episode,0.01,v82_integrated,37,395,113,0.700354609929078,0.007320549365120497
episode,0.01,v82_integrated,38,395,113,0.700354609929078,0.007320549365120497
episode,0.01,v82_integrated,39,400,113,0.7092198581560284,0.007320549365120497
episode,0.01,v82_integrated,40,401,113,0.7109929078014184,0.007320549365120497
episode,0.01,v82_integrated,41,401,113,0.7109929078014184,0.007320549365120497
episode,0.01,v82_integrated,42,402,113,0.7127659574468085,0.007320549365120497
episode,0.01,v82_integrated,43,404,113,0.7163120567375887,0.007320549365120497
episode,0.01,v82_integrated,44,408,113,0.723404255319149,0.007320549365120497
episode,0.01,v82_integrated,45,408,113,0.723404255319149,0.007320549365120497
episode,0.01,v82_integrated,46,412,113,0.7304964539007093,0.007320549365120497
episode,0.01,v82_integrated,47,414,113,0.7340425531914894,0.007320549365120497
episode,0.01,v82_integrated,48,417,113,0.7393617021276596,0.007320549365120497
episode,0.01,v82_integrated,49,420,113,0.7446808510638298,0.007320549365120497
episode,0.01,v82_integrated,50,421,113,0.7464539007092199,0.007320549365120497
episode,0.01,v82_integrated,51,422,113,0.74822695035461,0.007320549365120497
episode,0.01,v82_frozen_plus_dynamics,0,0,0,0.0,0.0
episode,0.01,v82_frozen_plus_dynamics,1,0,0,0.0,0.0
episode,0.01,v82_frozen_plus_dynamics,2,0,0,0.0,0.0
episode,0.01,v82_frozen_plus_dynamics,3,0,0,0.0,0.0
episode,0.01,v82_frozen_plus_dynamics,4,0,0,0.0,0.0
episode,0.01,v82_frozen_plus_dynamics,5,0,0,0.0,0.0
episode,0.01,v82_frozen_plus_dynamics,6,0,0,0.0,0.0
episode,0.01,v82_frozen_plus_dynamics,7,0,1,0.0,6.47836227001814e-05
episode,0.01,v82_frozen_plus_dynamics,8,7,2,0.012411347517730497,0.0001295672454003628
episode,0.01,v82_frozen_plus_dynamics,9,10,4,0.01773049645390071,0.0002591344908007256
episode,0.01,v82_frozen_plus_dynamics,10,17,5,0.030141843971631204,0.000323918113500907
episode,0.01,v82_frozen_plus_dynamics,11,26,8,0.04609929078014184,0.0005182689816014512
episode,0.01,v82_frozen_plus_dynamics,12,31,12,0.0549645390070922,0.0007774034724021767
episode,0.01,v82_frozen_plus_dynamics,13,36,18,0.06382978723404255,0.001166105208603265
episode,0.01,v82_frozen_plus_dynamics,14,55,28,0.0975177304964539,0.001813941435605079
episode,0.01,v82_frozen_plus_dynamics,15,76,31,0.1347517730496454,0.002008292303705623
episode,0.01,v82_frozen_plus_dynamics,16,105,38,0.18617021276595744,0.002461777662606893
episode,0.01,v82_frozen_plus_dynamics,17,133,48,0.23581560283687944,0.003109613889608707
episode,0.01,v82_frozen_plus_dynamics,18,160,59,0.28368794326241137,0.0038222337393107025
episode,0.01,v82_frozen_plus_dynamics,19,191,81,0.33865248226950356,0.005247473438714693
episode,0.01,v82_frozen_plus_dynamics,20,214,93,0.37943262411347517,0.00602487691111687
episode,0.01,v82_frozen_plus_dynamics,21,233,107,0.41312056737588654,0.006931847628919409
episode,0.01,v82_frozen_plus_dynamics,22,238,116,0.4219858156028369,0.007514900233221042
episode,0.01,v82_frozen_plus_dynamics,23,245,127,0.43439716312056736,0.008227520082923037
episode,0.01,v82_frozen_plus_dynamics,24,269,136,0.4769503546099291,0.00881057268722467
episode,0.01,v82_frozen_plus_dynamics,25,288,142,0.5106382978723404,0.009199274423425758
episode,0.01,v82_frozen_plus_dynamics,26,298,148,0.5283687943262412,0.009587976159626846
episode,0.01,v82_frozen_plus_dynamics,27,303,151,0.5372340425531915,0.00978232702772739
episode,0.01,v82_frozen_plus_dynamics,28,308,155,0.5460992907801419,0.010041461518528116
episode,0.01,v82_frozen_plus_dynamics,29,323,155,0.5726950354609929,0.010041461518528116
episode,0.01,v82_frozen_plus_dynamics,30,340,156,0.6028368794326241,0.010106245141228298
episode,0.01,v82_frozen_plus_dynamics,31,367,161,0.650709219858156,0.010430163254729204
episode,0.01,v82_frozen_plus_dynamics,32,404,164,0.7163120567375887,0.010624514122829748
episode,0.01,v82_frozen_plus_dynamics,33,428,165,0.7588652482269503,0.01068929774552993
episode,0.01,v82_frozen_plus_dynamics,34,440,167,0.7801418439716312,0.010818864990930294
episode,0.01,v82_frozen_plus_dynamics,35,450,168,0.7978723404255319,0.010883648613630474
episode,0.01,v82_frozen_plus_dynamics,36,454,170,0.8049645390070922,0.011013215859030838
episode,0.01,v82_frozen_plus_dynamics,37,455,171,0.8067375886524822,0.011077999481731018
episode,0.01,v82_frozen_plus_dynamics,38,457,172,0.8102836879432624,0.0111427831044312
episode,0.01,v82_frozen_plus_dynamics,39,463,174,0.8209219858156028,0.011272350349831562
episode,0.01,v82_frozen_plus_dynamics,40,468,174,0.8297872340425532,0.011272350349831562
episode,0.01,v82_frozen_plus_dynamics,41,471,174,0.8351063829787234,0.011272350349831562
episode,0.01,v82_frozen_plus_dynamics,42,477,174,0.8457446808510638,0.011272350349831562
episode,0.01,v82_frozen_plus_dynamics,43,480,174,0.851063829787234,0.011272350349831562
episode,0.01,v82_frozen_plus_dynamics,44,483,174,0.8563829787234043,0.011272350349831562
episode,0.01,v82_frozen_plus_dynamics,45,483,174,0.8563829787234043,0.011272350349831562
episode,0.01,v82_frozen_plus_dynamics,46,484,174,0.8581560283687943,0.011272350349831562
episode,0.01,v82_frozen_plus_dynamics,47,488,174,0.8652482269503546,0.011272350349831562
episode,0.01,v82_frozen_plus_dynamics,48,492,174,0.8723404255319149,0.011272350349831562
episode,0.01,v82_frozen_plus_dynamics,49,492,174,0.8723404255319149,0.011272350349831562
episode,0.01,v82_frozen_plus_dynamics,50,493,174,0.874113475177305,0.011272350349831562
episode,0.01,v82_frozen_plus_dynamics,51,493,174,0.874113475177305,0.011272350349831562
episode,0.02,v82_reference,0,0,0,0.0,0.0
episode,0.02,v82_reference,1,0,0,0.0,0.0
episode,0.02,v82_reference,2,0,0,0.0,0.0
episode,0.02,v82_reference,3,0,0,0.0,0.0
episode,0.02,v82_reference,4,0,0,0.0,0.0
episode,0.02,v82_reference,5,0,0,0.0,0.0
episode,0.02,v82_reference,6,0,0,0.0,0.0
episode,0.02,v82_reference,7,7,1,0.012411347517730497,6.47836227001814e-05
episode,0.02,v82_reference,8,7,1,0.012411347517730497,6.47836227001814e-05
episode,0.02,v82_reference,9,15,3,0.026595744680851064,0.00019435086810054417
episode,0.02,v82_reference,10,28,10,0.04964539007092199,0.000647836227001814
episode,0.02,v82_reference,11,38,59,0.0673758865248227,0.0038222337393107025
episode,0.02,v82_reference,12,43,169,0.07624113475177305,0.010948432236330656
episode,0.02,v82_reference,13,53,192,0.09397163120567376,0.012438455558434827
episode,0.02,v82_reference,14,74,198,0.13120567375886524,0.012827157294635917
episode,0.02,v82_reference,15,96,210,0.1702127659574468,0.013604560767038093
episode,0.02,v82_reference,16,114,215,0.20212765957446807,0.013928478880539
episode,0.02,v82_reference,17,139,222,0.24645390070921985,0.01438196423944027
episode,0.02,v82_reference,18,166,230,0.29432624113475175,0.01490023322104172
episode,0.02,v82_reference,19,194,246,0.34397163120567376,0.015936771184244622
episode,0.02,v82_reference,20,214,257,0.37943262411347517,0.01664939103394662
episode,0.02,v82_reference,21,226,269,0.40070921985815605,0.017426794506348795
episode,0.02,v82_reference,22,233,275,0.41312056737588654,0.017815496242549883
episode,0.02,v82_reference,23,250,279,0.4432624113475177,0.01807463073335061
episode,0.02,v82_reference,24,265,282,0.4698581560283688,0.018268981601451153
episode,0.02,v82_reference,25,280,283,0.49645390070921985,0.018333765224151335
episode,0.02,v82_reference,26,282,285,0.5,0.0184633324695517
episode,0.02,v82_reference,27,288,286,0.5106382978723404,0.018528116092251877
episode,0.02,v82_reference,28,294,287,0.5212765957446809,0.01859289971495206
episode,0.02,v82_reference,29,313,290,0.5549645390070922,0.018787250583052605
episode,0.02,v82_reference,30,333,293,0.5904255319148937,0.018981601451153147
episode,0.02,v82_reference,31,373,296,0.6613475177304965,0.019175952319253693
episode,0.02,v82_reference,32,394,298,0.6985815602836879,0.019305519564654056
episode,0.02,v82_reference,33,409,301,0.725177304964539,0.0194998704327546
episode,0.02,v82_reference,34,421,303,0.7464539007092199,0.019629437678154962
episode,0.02,v82_reference,35,425,303,0.7535460992907801,0.019629437678154962
episode,0.02,v82_reference,36,428,304,0.7588652482269503,0.019694221300855144
episode,0.02,v82_reference,37,430,305,0.7624113475177305,0.019759004923555326
episode,0.02,v82_reference,38,433,308,0.7677304964539007,0.01995335579165587
episode,0.02,v82_reference,39,437,308,0.774822695035461,0.01995335579165587
episode,0.02,v82_reference,40,438,308,0.776595744680851,0.01995335579165587
episode,0.02,v82_reference,41,439,308,0.7783687943262412,0.01995335579165587
episode,0.02,v82_reference,42,440,308,0.7801418439716312,0.01995335579165587
episode,0.02,v82_reference,43,442,308,0.7836879432624113,0.01995335579165587
episode,0.02,v82_reference,44,442,308,0.7836879432624113,0.01995335579165587
episode,0.02,v82_reference,45,446,308,0.7907801418439716,0.01995335579165587
episode,0.02,v82_reference,46,451,308,0.799645390070922,0.01995335579165587
episode,0.02,v82_reference,47,452,308,0.8014184397163121,0.01995335579165587
episode,0.02,v82_reference,48,457,308,0.8102836879432624,0.01995335579165587
episode,0.02,v82_reference,49,459,308,0.8138297872340425,0.01995335579165587
episode,0.02,v82_reference,50,461,308,0.8173758865248227,0.01995335579165587
episode,0.02,v82_reference,51,461,308,0.8173758865248227,0.01995335579165587
episode,0.02,dynamics_only,0,0,0,0.0,0.0
episode,0.02,dynamics_only,1,0,0,0.0,0.0
episode,0.02,dynamics_only,2,0,0,0.0,0.0
episode,0.02,dynamics_only,3,0,0,0.0,0.0
episode,0.02,dynamics_only,4,0,0,0.0,0.0
episode,0.02,dynamics_only,5,0,0,0.0,0.0
episode,0.02,dynamics_only,6,0,0,0.0,0.0
episode,0.02,dynamics_only,7,0,0,0.0,0.0
episode,0.02,dynamics_only,8,0,2,0.0,0.0001295672454003628
episode,0.02,dynamics_only,9,1,4,0.0017730496453900709,0.0002591344908007256
episode,0.02,dynamics_only,10,4,12,0.0070921985815602835,0.0007774034724021767
episode,0.02,dynamics_only,11,19,20,0.03368794326241135,0.001295672454003628
episode,0.02,dynamics_only,12,21,22,0.03723404255319149,0.0014252396994039907
episode,0.02,dynamics_only,13,25,29,0.044326241134751775,0.0018787250583052605
episode,0.02,dynamics_only,14,31,47,0.0549645390070922,0.0030448302669085253
episode,0.02,dynamics_only,15,49,64,0.08687943262411348,0.004146151852811609
episode,0.02,dynamics_only,16,74,74,0.13120567375886524,0.004793988079813423
episode,0.02,dynamics_only,17,96,92,0.1702127659574468,0.005960093288416689
episode,0.02,dynamics_only,18,103,112,0.18262411347517732,0.007255765742420316
episode,0.02,dynamics_only,19,120,139,0.2127659574468085,0.009004923555325214
episode,0.02,dynamics_only,20,136,159,0.24113475177304963,0.010300596009328842
episode,0.02,dynamics_only,21,144,174,0.2553191489361702,0.011272350349831562
episode,0.02,dynamics_only,22,150,189,0.26595744680851063,0.012244104690334283
episode,0.02,dynamics_only,23,155,194,0.274822695035461,0.012568022803835191
episode,0.02,dynamics_only,24,162,199,0.2872340425531915,0.012891940917336097
episode,0.02,dynamics_only,25,170,211,0.30141843971631205,0.013669344389738275
episode,0.02,dynamics_only,26,176,216,0.3120567375886525,0.01399326250323918
episode,0.02,dynamics_only,27,184,220,0.3262411347517731,0.014252396994039906
episode,0.02,dynamics_only,28,190,221,0.33687943262411346,0.014317180616740088
episode,0.02,dynamics_only,29,193,222,0.3421985815602837,0.01438196423944027
episode,0.02,dynamics_only,30,199,222,0.3528368794326241,0.01438196423944027
episode,0.02,dynamics_only,31,207,223,0.3670212765957447,0.01444674786214045
episode,0.02,dynamics_only,32,217,223,0.38475177304964536,0.01444674786214045
episode,0.02,dynamics_only,33,222,223,0.39361702127659576,0.01444674786214045
episode,0.02,dynamics_only,34,225,223,0.39893617021276595,0.01444674786214045
episode,0.02,dynamics_only,35,230,224,0.4078014184397163,0.014511531484840632
episode,0.02,dynamics_only,36,232,224,0.41134751773049644,0.014511531484840632
episode,0.02,dynamics_only,37,234,225,0.4148936170212766,0.014576315107540814
episode,0.02,dynamics_only,38,237,226,0.42021276595744683,0.014641098730240994
episode,0.02,dynamics_only,39,238,226,0.4219858156028369,0.014641098730240994
episode,0.02,dynamics_only,40,239,226,0.4237588652482269,0.014641098730240994
episode,0.02,dynamics_only,41,245,227,0.43439716312056736,0.014705882352941176
episode,0.02,dynamics_only,42,249,227,0.44148936170212766,0.014705882352941176
episode,0.02,dynamics_only,43,250,227,0.4432624113475177,0.014705882352941176
episode,0.02,dynamics_only,44,258,227,0.4574468085106383,0.014705882352941176
episode,0.02,dynamics_only,45,262,227,0.4645390070921986,0.014705882352941176
episode,0.02,dynamics_only,46,269,227,0.4769503546099291,0.014705882352941176
episode,0.02,dynamics_only,47,277,227,0.49113475177304966,0.014705882352941176
episode,0.02,dynamics_only,48,282,227,0.5,0.014705882352941176
episode,0.02,dynamics_only,49,286,227,0.5070921985815603,0.014705882352941176
episode,0.02,dynamics_only,50,287,227,0.5088652482269503,0.014705882352941176
episode,0.02,dynamics_only,51,288,227,0.5106382978723404,0.014705882352941176
episode,0.02,v82_integrated,0,0,0,0.0,0.0
episode,0.02,v82_integrated,1,0,0,0.0,0.0
episode,0.02,v82_integrated,2,0,0,0.0,0.0
episode,0.02,v82_integrated,3,0,0,0.0,0.0
episode,0.02,v82_integrated,4,0,0,0.0,0.0
episode,0.02,v82_integrated,5,0,0,0.0,0.0
episode,0.02,v82_integrated,6,0,0,0.0,0.0
episode,0.02,v82_integrated,7,1,1,0.0017730496453900709,6.47836227001814e-05
episode,0.02,v82_integrated,8,7,3,0.012411347517730497,0.00019435086810054417
episode,0.02,v82_integrated,9,12,4,0.02127659574468085,0.0002591344908007256
episode,0.02,v82_integrated,10,17,8,0.030141843971631204,0.0005182689816014512
episode,0.02,v82_integrated,11,26,10,0.04609929078014184,0.000647836227001814
episode,0.02,v82_integrated,12,30,23,0.05319148936170213,0.0014900233221041722
episode,0.02,v82_integrated,13,36,37,0.06382978723404255,0.0023969940399067116
episode,0.02,v82_integrated,14,54,49,0.09574468085106383,0.0031743975123088883
episode,0.02,v82_integrated,15,83,59,0.14716312056737588,0.0038222337393107025
episode,0.02,v82_integrated,16,101,64,0.17907801418439717,0.004146151852811609
episode,0.02,v82_integrated,17,130,80,0.23049645390070922,0.005182689816014512
episode,0.02,v82_integrated,18,147,97,0.26063829787234044,0.0062840114019175955
episode,0.02,v82_integrated,19,180,119,0.3191489361702128,0.007709251101321586
episode,0.02,v82_integrated,20,205,139,0.36347517730496454,0.009004923555325214
episode,0.02,v82_integrated,21,222,150,0.39361702127659576,0.009717543405027208
episode,0.02,v82_integrated,22,230,160,0.4078014184397163,0.010365379632029024
episode,0.02,v82_integrated,23,238,173,0.4219858156028369,0.011207566727131382
episode,0.02,v82_integrated,24,261,182,0.4627659574468085,0.011790619331433013
episode,0.02,v82_integrated,25,280,186,0.49645390070921985,0.01204975382223374
episode,0.02,v82_integrated,26,285,193,0.5053191489361702,0.012503239181135009
episode,0.02,v82_integrated,27,289,196,0.5124113475177305,0.012697590049235553
episode,0.02,v82_integrated,28,295,199,0.5230496453900709,0.012891940917336097
episode,0.02,v82_integrated,29,314,201,0.5567375886524822,0.01302150816273646
episode,0.02,v82_integrated,30,329,203,0.5833333333333334,0.013151075408136823
episode,0.02,v82_integrated,31,360,208,0.6382978723404256,0.01347499352163773
episode,0.02,v82_integrated,32,397,210,0.7039007092198581,0.013604560767038093
episode,0.02,v82_integrated,33,420,213,0.7446808510638298,0.013798911635138637
episode,0.02,v82_integrated,34,431,215,0.7641843971631206,0.013928478880539
episode,0.02,v82_integrated,35,439,216,0.7783687943262412,0.01399326250323918
episode,0.02,v82_integrated,36,444,217,0.7872340425531915,0.014058046125939362
episode,0.02,v82_integrated,37,444,217,0.7872340425531915,0.014058046125939362
episode,0.02,v82_integrated,38,444,218,0.7872340425531915,0.014122829748639544
episode,0.02,v82_integrated,39,446,218,0.7907801418439716,0.014122829748639544
episode,0.02,v82_integrated,40,449,218,0.7960992907801419,0.014122829748639544
episode,0.02,v82_integrated,41,450,219,0.7978723404255319,0.014187613371339725
episode,0.02,v82_integrated,42,450,219,0.7978723404255319,0.014187613371339725
episode,0.02,v82_integrated,43,452,219,0.8014184397163121,0.014187613371339725
episode,0.02,v82_integrated,44,454,219,0.8049645390070922,0.014187613371339725
episode,0.02,v82_integrated,45,456,219,0.8085106382978723,0.014187613371339725
episode,0.02,v82_integrated,46,460,219,0.8156028368794326,0.014187613371339725
episode,0.02,v82_integrated,47,462,219,0.8191489361702128,0.014187613371339725
episode,0.02,v82_integrated,48,466,219,0.8262411347517731,0.014187613371339725
episode,0.02,v82_integrated,49,469,219,0.8315602836879432,0.014187613371339725
episode,0.02,v82_integrated,50,470,219,0.8333333333333334,0.014187613371339725
episode,0.02,v82_integrated,51,470,219,0.8333333333333334,0.014187613371339725
episode,0.02,v82_frozen_plus_dynamics,0,0,0,0.0,0.0
episode,0.02,v82_frozen_plus_dynamics,1,0,0,0.0,0.0
episode,0.02,v82_frozen_plus_dynamics,2,0,0,0.0,0.0
episode,0.02,v82_frozen_plus_dynamics,3,0,0,0.0,0.0
episode,0.02,v82_frozen_plus_dynamics,4,0,0,0.0,0.0
episode,0.02,v82_frozen_plus_dynamics,5,0,0,0.0,0.0
episode,0.02,v82_frozen_plus_dynamics,6,0,0,0.0,0.0
episode,0.02,v82_frozen_plus_dynamics,7,0,1,0.0,6.47836227001814e-05
episode,0.02,v82_frozen_plus_dynamics,8,7,3,0.012411347517730497,0.00019435086810054417
episode,0.02,v82_frozen_plus_dynamics,9,11,6,0.01950354609929078,0.00038870173620108835
episode,0.02,v82_frozen_plus_dynamics,10,21,15,0.03723404255319149,0.0009717543405027209
episode,0.02,v82_frozen_plus_dynamics,11,33,26,0.05851063829787234,0.0016843741902047163
episode,0.02,v82_frozen_plus_dynamics,12,35,30,0.06205673758865248,0.0019435086810054417
episode,0.02,v82_frozen_plus_dynamics,13,42,41,0.07446808510638298,0.002656128530707437
episode,0.02,v82_frozen_plus_dynamics,14,65,60,0.11524822695035461,0.0038870173620108835
episode,0.02,v82_frozen_plus_dynamics,15,95,77,0.16843971631205673,0.004988338947913967
episode,0.02,v82_frozen_plus_dynamics,16,139,89,0.24645390070921985,0.005765742420316144
episode,0.02,v82_frozen_plus_dynamics,17,156,109,0.2765957446808511,0.007061414874319772
episode,0.02,v82_frozen_plus_dynamics,18,174,131,0.30851063829787234,0.008486654573723763
episode,0.02,v82_frozen_plus_dynamics,19,207,164,0.3670212765957447,0.010624514122829748
episode,0.02,v82_frozen_plus_dynamics,20,230,186,0.4078014184397163,0.01204975382223374
episode,0.02,v82_frozen_plus_dynamics,21,243,200,0.4308510638297872,0.012956724540036279
episode,0.02,v82_frozen_plus_dynamics,22,252,217,0.44680851063829785,0.014058046125939362
episode,0.02,v82_frozen_plus_dynamics,23,259,222,0.4592198581560284,0.01438196423944027
episode,0.02,v82_frozen_plus_dynamics,24,283,228,0.50177304964539,0.014770665975641358
episode,0.02,v82_frozen_plus_dynamics,25,304,239,0.5390070921985816,0.015483285825343354
episode,0.02,v82_frozen_plus_dynamics,26,314,246,0.5567375886524822,0.015936771184244622
episode,0.02,v82_frozen_plus_dynamics,27,317,250,0.5620567375886525,0.01619590567504535
episode,0.02,v82_frozen_plus_dynamics,28,327,252,0.5797872340425532,0.01632547292044571
episode,0.02,v82_frozen_plus_dynamics,29,339,252,0.601063829787234,0.01632547292044571
episode,0.02,v82_frozen_plus_dynamics,30,360,252,0.6382978723404256,0.01632547292044571
episode,0.02,v82_frozen_plus_dynamics,31,384,258,0.6808510638297872,0.0167141746566468
episode,0.02,v82_frozen_plus_dynamics,32,419,261,0.7429078014184397,0.016908525524747343
episode,0.02,v82_frozen_plus_dynamics,33,445,262,0.7890070921985816,0.016973309147447525
episode,0.02,v82_frozen_plus_dynamics,34,454,263,0.8049645390070922,0.017038092770147707
episode,0.02,v82_frozen_plus_dynamics,35,465,265,0.824468085106383,0.01716766001554807
episode,0.02,v82_frozen_plus_dynamics,36,467,266,0.8280141843971631,0.01723244363824825
episode,0.02,v82_frozen_plus_dynamics,37,468,267,0.8297872340425532,0.01729722726094843
episode,0.02,v82_frozen_plus_dynamics,38,470,269,0.8333333333333334,0.017426794506348795
episode,0.02,v82_frozen_plus_dynamics,39,475,269,0.8421985815602837,0.017426794506348795
episode,0.02,v82_frozen_plus_dynamics,40,480,269,0.851063829787234,0.017426794506348795
episode,0.02,v82_frozen_plus_dynamics,41,485,270,0.8599290780141844,0.017491578129048977
episode,0.02,v82_frozen_plus_dynamics,42,491,270,0.8705673758865248,0.017491578129048977
episode,0.02,v82_frozen_plus_dynamics,43,493,270,0.874113475177305,0.017491578129048977
episode,0.02,v82_frozen_plus_dynamics,44,499,270,0.8847517730496454,0.017491578129048977
episode,0.02,v82_frozen_plus_dynamics,45,500,270,0.8865248226950354,0.017491578129048977
episode,0.02,v82_frozen_plus_dynamics,46,501,270,0.8882978723404256,0.017491578129048977
episode,0.02,v82_frozen_plus_dynamics,47,506,270,0.8971631205673759,0.017491578129048977
episode,0.02,v82_frozen_plus_dynamics,48,509,270,0.9024822695035462,0.017491578129048977
episode,0.02,v82_frozen_plus_dynamics,49,510,270,0.9042553191489362,0.017491578129048977
episode,0.02,v82_frozen_plus_dynamics,50,511,270,0.9060283687943262,0.017491578129048977
episode,0.02,v82_frozen_plus_dynamics,51,511,270,0.9060283687943262,0.017491578129048977
episode,0.05,v82_reference,0,0,0,0.0,0.0
episode,0.05,v82_reference,1,0,0,0.0,0.0
episode,0.05,v82_reference,2,0,0,0.0,0.0
episode,0.05,v82_reference,3,0,0,0.0,0.0
episode,0.05,v82_reference,4,0,0,0.0,0.0
episode,0.05,v82_reference,5,0,0,0.0,0.0
episode,0.05,v82_reference,6,0,0,0.0,0.0
episode,0.05,v82_reference,7,7,1,0.012411347517730497,6.47836227001814e-05
episode,0.05,v82_reference,8,10,1,0.01773049645390071,6.47836227001814e-05
episode,0.05,v82_reference,9,22,7,0.03900709219858156,0.00045348535890126976
episode,0.05,v82_reference,10,47,48,0.08333333333333333,0.003109613889608707
episode,0.05,v82_reference,11,59,209,0.10460992907801418,0.01353977714433791
episode,0.05,v82_reference,12,65,491,0.11524822695035461,0.03180875874578906
episode,0.05,v82_reference,13,83,568,0.14716312056737588,0.03679709769370303
episode,0.05,v82_reference,14,106,593,0.1879432624113475,0.03841668826120757
episode,0.05,v82_reference,15,135,610,0.2393617021276596,0.03951800984711065
episode,0.05,v82_reference,16,162,619,0.2872340425531915,0.04010106245141228
episode,0.05,v82_reference,17,193,636,0.3421985815602837,0.04120238403731537
episode,0.05,v82_reference,18,231,645,0.4095744680851064,0.041785436641617
episode,0.05,v82_reference,19,252,665,0.44680851063829785,0.04308110909562063
episode,0.05,v82_reference,20,267,680,0.4734042553191489,0.04405286343612335
episode,0.05,v82_reference,21,274,692,0.4858156028368794,0.044830266908525526
episode,0.05,v82_reference,22,282,704,0.5,0.0456076703809277
episode,0.05,v82_reference,23,301,709,0.5336879432624113,0.04593158849442861
episode,0.05,v82_reference,24,317,711,0.5620567375886525,0.04606115573982897
episode,0.05,v82_reference,25,326,714,0.5780141843971631,0.046255506607929514
episode,0.05,v82_reference,26,332,715,0.5886524822695035,0.046320290230629696
episode,0.05,v82_reference,27,337,718,0.5975177304964538,0.04651464109873024
episode,0.05,v82_reference,28,348,721,0.6170212765957447,0.04670899196683079
episode,0.05,v82_reference,29,364,724,0.6453900709219859,0.046903342834931326
episode,0.05,v82_reference,30,401,729,0.7109929078014184,0.047227260948432236
episode,0.05,v82_reference,31,428,732,0.7588652482269503,0.04742161181653278
episode,0.05,v82_reference,32,444,734,0.7872340425531915,0.047551179061933145
episode,0.05,v82_reference,33,453,735,0.8031914893617021,0.04761596268463333
episode,0.05,v82_reference,34,464,736,0.8226950354609929,0.04768074630733351
episode,0.05,v82_reference,35,469,741,0.8315602836879432,0.04800466442083441
episode,0.05,v82_reference,36,469,743,0.8315602836879432,0.048134231666234775
episode,0.05,v82_reference,37,471,748,0.8351063829787234,0.048458149779735685
episode,0.05,v82_reference,38,473,749,0.8386524822695035,0.04852293340243587
episode,0.05,v82_reference,39,477,750,0.8457446808510638,0.04858771702513605
episode,0.05,v82_reference,40,477,750,0.8457446808510638,0.04858771702513605
episode,0.05,v82_reference,41,478,750,0.8475177304964538,0.04858771702513605
episode,0.05,v82_reference,42,479,750,0.849290780141844,0.04858771702513605
episode,0.05,v82_reference,43,482,750,0.8546099290780141,0.04858771702513605
episode,0.05,v82_reference,44,485,751,0.8599290780141844,0.04865250064783623
episode,0.05,v82_reference,45,491,751,0.8705673758865248,0.04865250064783623
episode,0.05,v82_reference,46,491,751,0.8705673758865248,0.04865250064783623
episode,0.05,v82_reference,47,493,751,0.874113475177305,0.04865250064783623
episode,0.05,v82_reference,48,496,751,0.8794326241134752,0.04865250064783623
episode,0.05,v82_reference,49,497,751,0.8812056737588653,0.04865250064783623
episode,0.05,v82_reference,50,498,751,0.8829787234042553,0.04865250064783623
episode,0.05,v82_reference,51,498,751,0.8829787234042553,0.04865250064783623
episode,0.05,dynamics_only,0,0,0,0.0,0.0
episode,0.05,dynamics_only,1,0,0,0.0,0.0
episode,0.05,dynamics_only,2,0,0,0.0,0.0
episode,0.05,dynamics_only,3,0,0,0.0,0.0
episode,0.05,dynamics_only,4,0,0,0.0,0.0
episode,0.05,dynamics_only,5,0,0,0.0,0.0
episode,0.05,dynamics_only,6,0,0,0.0,0.0
episode,0.05,dynamics_only,7,0,0,0.0,0.0
episode,0.05,dynamics_only,8,4,12,0.0070921985815602835,0.0007774034724021767
episode,0.05,dynamics_only,9,8,30,0.014184397163120567,0.0019435086810054417
episode,0.05,dynamics_only,10,12,57,0.02127659574468085,0.0036926664939103395
