calibration,alpha,method,query,tp,fp,recall,fpr
task_init,0.01,v82_reference,13,16,1,0.028368794326241134,6.47836227001814e-05
task_init,0.01,v82_reference,14,20,1,0.03546099290780142,6.47836227001814e-05
task_init,0.01,v82_reference,15,33,3,0.05851063829787234,0.00019435086810054417
task_init,0.01,v82_reference,16,43,3,0.07624113475177305,0.00019435086810054417
task_init,0.01,v82_reference,17,51,6,0.09042553191489362,0.00038870173620108835
task_init,0.01,v82_reference,18,59,8,0.10460992907801418,0.0005182689816014512
task_init,0.01,v82_reference,19,69,8,0.12234042553191489,0.0005182689816014512
task_init,0.01,v82_reference,20,82,9,0.1453900709219858,0.0005830526043016325
task_init,0.01,v82_reference,21,105,13,0.18617021276595744,0.0008421870951023582
task_init,0.01,v82_reference,22,107,13,0.18971631205673758,0.0008421870951023582
task_init,0.01,v82_reference,23,112,13,0.19858156028368795,0.0008421870951023582
task_init,0.01,v82_reference,24,114,15,0.20212765957446807,0.0009717543405027209
task_init,0.01,v82_reference,25,121,16,0.21453900709219859,0.0010365379632029023
task_init,0.01,v82_reference,26,127,16,0.225177304964539,0.0010365379632029023
task_init,0.01,v82_reference,27,130,16,0.23049645390070922,0.0010365379632029023
task_init,0.01,v82_reference,28,133,18,0.23581560283687944,0.001166105208603265
task_init,0.01,v82_reference,29,140,18,0.24822695035460993,0.001166105208603265
task_init,0.01,v82_reference,30,151,19,0.26773049645390073,0.0012308888313034465
task_init,0.01,v82_reference,31,157,19,0.2783687943262411,0.0012308888313034465
task_init,0.01,v82_reference,32,178,20,0.31560283687943264,0.001295672454003628
task_init,0.01,v82_reference,33,201,25,0.35638297872340424,0.0016195905675045349
task_init,0.01,v82_reference,34,219,26,0.3882978723404255,0.0016843741902047163
task_init,0.01,v82_reference,35,235,26,0.4166666666666667,0.0016843741902047163
task_init,0.01,v82_reference,36,242,26,0.42907801418439717,0.0016843741902047163
task_init,0.01,v82_reference,37,249,26,0.44148936170212766,0.0016843741902047163
task_init,0.01,v82_reference,38,250,26,0.4432624113475177,0.0016843741902047163
task_init,0.01,v82_reference,39,253,26,0.44858156028368795,0.0016843741902047163
task_init,0.01,v82_reference,40,254,26,0.450354609929078,0.0016843741902047163
task_init,0.01,v82_reference,41,255,26,0.4521276595744681,0.0016843741902047163
task_init,0.01,v82_reference,42,259,26,0.4592198581560284,0.0016843741902047163
task_init,0.01,v82_reference,43,260,27,0.46099290780141844,0.0017491578129048976
task_init,0.01,v82_reference,44,264,27,0.46808510638297873,0.0017491578129048976
task_init,0.01,v82_reference,45,266,27,0.4716312056737589,0.0017491578129048976
task_init,0.01,v82_reference,46,266,27,0.4716312056737589,0.0017491578129048976
task_init,0.01,v82_reference,47,268,27,0.475177304964539,0.0017491578129048976
task_init,0.01,v82_reference,48,270,27,0.4787234042553192,0.0017491578129048976
task_init,0.01,v82_reference,49,271,27,0.4804964539007092,0.0017491578129048976
task_init,0.01,v82_reference,50,274,27,0.4858156028368794,0.0017491578129048976
task_init,0.01,v82_reference,51,274,27,0.4858156028368794,0.0017491578129048976
task_init,0.01,dynamics_only,0,0,0,0.0,0.0
task_init,0.01,dynamics_only,1,0,0,0.0,0.0
task_init,0.01,dynamics_only,2,0,0,0.0,0.0
task_init,0.01,dynamics_only,3,0,0,0.0,0.0
task_init,0.01,dynamics_only,4,0,0,0.0,0.0
task_init,0.01,dynamics_only,5,0,0,0.0,0.0
task_init,0.01,dynamics_only,6,0,0,0.0,0.0
task_init,0.01,dynamics_only,7,0,0,0.0,0.0
task_init,0.01,dynamics_only,8,0,0,0.0,0.0
task_init,0.01,dynamics_only,9,0,0,0.0,0.0
task_init,0.01,dynamics_only,10,0,0,0.0,0.0
task_init,0.01,dynamics_only,11,1,1,0.0017730496453900709,6.47836227001814e-05
task_init,0.01,dynamics_only,12,2,1,0.0035460992907801418,6.47836227001814e-05
task_init,0.01,dynamics_only,13,6,2,0.010638297872340425,0.0001295672454003628
task_init,0.01,dynamics_only,14,7,2,0.012411347517730497,0.0001295672454003628
task_init,0.01,dynamics_only,15,7,4,0.012411347517730497,0.0002591344908007256
task_init,0.01,dynamics_only,16,8,5,0.014184397163120567,0.000323918113500907
task_init,0.01,dynamics_only,17,10,7,0.01773049645390071,0.00045348535890126976
task_init,0.01,dynamics_only,18,13,7,0.02304964539007092,0.00045348535890126976
task_init,0.01,dynamics_only,19,17,7,0.030141843971631204,0.00045348535890126976
task_init,0.01,dynamics_only,20,23,8,0.040780141843971635,0.0005182689816014512
task_init,0.01,dynamics_only,21,32,13,0.05673758865248227,0.0008421870951023582
task_init,0.01,dynamics_only,22,34,16,0.06028368794326241,0.0010365379632029023
task_init,0.01,dynamics_only,23,38,18,0.0673758865248227,0.001166105208603265
task_init,0.01,dynamics_only,24,40,20,0.07092198581560284,0.001295672454003628
task_init,0.01,dynamics_only,25,41,21,0.0726950354609929,0.0013604560767038092
task_init,0.01,dynamics_only,26,43,24,0.07624113475177305,0.0015548069448043534
task_init,0.01,dynamics_only,27,46,24,0.08156028368794327,0.0015548069448043534
task_init,0.01,dynamics_only,28,49,25,0.08687943262411348,0.0016195905675045349
task_init,0.01,dynamics_only,29,52,25,0.09219858156028368,0.0016195905675045349
task_init,0.01,dynamics_only,30,55,26,0.0975177304964539,0.0016843741902047163
task_init,0.01,dynamics_only,31,56,26,0.09929078014184398,0.0016843741902047163
task_init,0.01,dynamics_only,32,57,29,0.10106382978723404,0.0018787250583052605
task_init,0.01,dynamics_only,33,59,29,0.10460992907801418,0.0018787250583052605
task_init,0.01,dynamics_only,34,59,30,0.10460992907801418,0.0019435086810054417
task_init,0.01,dynamics_only,35,60,30,0.10638297872340426,0.0019435086810054417
task_init,0.01,dynamics_only,36,62,31,0.1099290780141844,0.002008292303705623
task_init,0.01,dynamics_only,37,63,33,0.11170212765957446,0.002137859549105986
task_init,0.01,dynamics_only,38,64,33,0.11347517730496454,0.002137859549105986
task_init,0.01,dynamics_only,39,65,33,0.11524822695035461,0.002137859549105986
task_init,0.01,dynamics_only,40,67,33,0.11879432624113476,0.002137859549105986
task_init,0.01,dynamics_only,41,67,33,0.11879432624113476,0.002137859549105986
task_init,0.01,dynamics_only,42,68,33,0.12056737588652482,0.002137859549105986
task_init,0.01,dynamics_only,43,69,33,0.12234042553191489,0.002137859549105986
task_init,0.01,dynamics_only,44,69,33,0.12234042553191489,0.002137859549105986
task_init,0.01,dynamics_only,45,69,33,0.12234042553191489,0.002137859549105986
task_init,0.01,dynamics_only,46,71,33,0.12588652482269502,0.002137859549105986
task_init,0.01,dynamics_only,47,71,33,0.12588652482269502,0.002137859549105986
task_init,0.01,dynamics_only,48,74,33,0.13120567375886524,0.002137859549105986
task_init,0.01,dynamics_only,49,76,33,0.1347517730496454,0.002137859549105986
task_init,0.01,dynamics_only,50,80,33,0.14184397163120568,0.002137859549105986
task_init,0.01,dynamics_only,51,81,33,0.14361702127659576,0.002137859549105986
task_init,0.01,v82_integrated,0,0,0,0.0,0.0
task_init,0.01,v82_integrated,1,0,0,0.0,0.0
task_init,0.01,v82_integrated,2,0,0,0.0,0.0
task_init,0.01,v82_integrated,3,0,0,0.0,0.0
task_init,0.01,v82_integrated,4,0,0,0.0,0.0
task_init,0.01,v82_integrated,5,0,0,0.0,0.0
task_init,0.01,v82_integrated,6,0,0,0.0,0.0
task_init,0.01,v82_integrated,7,0,0,0.0,0.0
task_init,0.01,v82_integrated,8,0,0,0.0,0.0
task_init,0.01,v82_integrated,9,0,0,0.0,0.0
task_init,0.01,v82_integrated,10,0,0,0.0,0.0
task_init,0.01,v82_integrated,11,0,1,0.0,6.47836227001814e-05
task_init,0.01,v82_integrated,12,5,1,0.008865248226950355,6.47836227001814e-05
task_init,0.01,v82_integrated,13,12,2,0.02127659574468085,0.0001295672454003628
task_init,0.01,v82_integrated,14,14,2,0.024822695035460994,0.0001295672454003628
task_init,0.01,v82_integrated,15,16,3,0.028368794326241134,0.00019435086810054417
task_init,0.01,v82_integrated,16,22,3,0.03900709219858156,0.00019435086810054417
task_init,0.01,v82_integrated,17,30,6,0.05319148936170213,0.00038870173620108835
task_init,0.01,v82_integrated,18,37,6,0.06560283687943262,0.00038870173620108835
task_init,0.01,v82_integrated,19,38,6,0.0673758865248227,0.00038870173620108835
task_init,0.01,v82_integrated,20,45,8,0.0797872340425532,0.0005182689816014512
task_init,0.01,v82_integrated,21,57,10,0.10106382978723404,0.000647836227001814
task_init,0.01,v82_integrated,22,60,11,0.10638297872340426,0.0007126198497019953
task_init,0.01,v82_integrated,23,65,13,0.11524822695035461,0.0008421870951023582
task_init,0.01,v82_integrated,24,71,14,0.12588652482269502,0.0009069707178025395
task_init,0.01,v82_integrated,25,73,15,0.12943262411347517,0.0009717543405027209
task_init,0.01,v82_integrated,26,79,16,0.1400709219858156,0.0010365379632029023
task_init,0.01,v82_integrated,27,83,16,0.14716312056737588,0.0010365379632029023
task_init,0.01,v82_integrated,28,85,16,0.15070921985815602,0.0010365379632029023
task_init,0.01,v82_integrated,29,90,16,0.1595744680851064,0.0010365379632029023
task_init,0.01,v82_integrated,30,92,17,0.16312056737588654,0.0011013215859030838
task_init,0.01,v82_integrated,31,94,17,0.16666666666666666,0.0011013215859030838
task_init,0.01,v82_integrated,32,100,18,0.1773049645390071,0.001166105208603265
task_init,0.01,v82_integrated,33,108,20,0.19148936170212766,0.001295672454003628
task_init,0.01,v82_integrated,34,122,21,0.21631205673758866,0.0013604560767038092
task_init,0.01,v82_integrated,35,134,23,0.2375886524822695,0.0014900233221041722
task_init,0.01,v82_integrated,36,148,24,0.2624113475177305,0.0015548069448043534
task_init,0.01,v82_integrated,37,162,25,0.2872340425531915,0.0016195905675045349
task_init,0.01,v82_integrated,38,170,25,0.30141843971631205,0.0016195905675045349
task_init,0.01,v82_integrated,39,173,25,0.3067375886524823,0.0016195905675045349
task_init,0.01,v82_integrated,40,179,25,0.3173758865248227,0.0016195905675045349
task_init,0.01,v82_integrated,41,182,25,0.32269503546099293,0.0016195905675045349
task_init,0.01,v82_integrated,42,183,25,0.324468085106383,0.0016195905675045349
task_init,0.01,v82_integrated,43,186,25,0.32978723404255317,0.0016195905675045349
task_init,0.01,v82_integrated,44,189,25,0.3351063829787234,0.0016195905675045349
task_init,0.01,v82_integrated,45,191,25,0.33865248226950356,0.0016195905675045349
task_init,0.01,v82_integrated,46,193,25,0.3421985815602837,0.0016195905675045349
task_init,0.01,v82_integrated,47,194,25,0.34397163120567376,0.0016195905675045349
task_init,0.01,v82_integrated,48,196,25,0.3475177304964539,0.0016195905675045349
task_init,0.01,v82_integrated,49,197,25,0.34929078014184395,0.0016195905675045349
task_init,0.01,v82_integrated,50,199,25,0.3528368794326241,0.0016195905675045349
task_init,0.01,v82_integrated,51,201,25,0.35638297872340424,0.0016195905675045349
task_init,0.01,v82_frozen_plus_dynamics,0,0,0,0.0,0.0
task_init,0.01,v82_frozen_plus_dynamics,1,0,0,0.0,0.0
task_init,0.01,v82_frozen_plus_dynamics,2,0,0,0.0,0.0
task_init,0.01,v82_frozen_plus_dynamics,3,0,0,0.0,0.0
task_init,0.01,v82_frozen_plus_dynamics,4,0,0,0.0,0.0
task_init,0.01,v82_frozen_plus_dynamics,5,0,0,0.0,0.0
task_init,0.01,v82_frozen_plus_dynamics,6,0,0,0.0,0.0
task_init,0.01,v82_frozen_plus_dynamics,7,0,1,0.0,6.47836227001814e-05
task_init,0.01,v82_frozen_plus_dynamics,8,7,1,0.012411347517730497,6.47836227001814e-05
task_init,0.01,v82_frozen_plus_dynamics,9,10,2,0.01773049645390071,0.0001295672454003628
task_init,0.01,v82_frozen_plus_dynamics,10,17,3,0.030141843971631204,0.00019435086810054417
task_init,0.01,v82_frozen_plus_dynamics,11,24,7,0.0425531914893617,0.00045348535890126976
task_init,0.01,v82_frozen_plus_dynamics,12,26,9,0.04609929078014184,0.0005830526043016325
task_init,0.01,v82_frozen_plus_dynamics,13,31,14,0.0549645390070922,0.0009069707178025395
task_init,0.01,v82_frozen_plus_dynamics,14,50,15,0.08865248226950355,0.0009717543405027209
task_init,0.01,v82_frozen_plus_dynamics,15,66,17,0.11702127659574468,0.0011013215859030838
task_init,0.01,v82_frozen_plus_dynamics,16,92,22,0.16312056737588654,0.0014252396994039907
task_init,0.01,v82_frozen_plus_dynamics,17,109,27,0.19326241134751773,0.0017491578129048976
task_init,0.01,v82_frozen_plus_dynamics,18,136,32,0.24113475177304963,0.0020730759264058047
task_init,0.01,v82_frozen_plus_dynamics,19,170,40,0.30141843971631205,0.002591344908007256
task_init,0.01,v82_frozen_plus_dynamics,20,195,48,0.34574468085106386,0.003109613889608707
task_init,0.01,v82_frozen_plus_dynamics,21,219,63,0.3882978723404255,0.0040813682301114275
task_init,0.01,v82_frozen_plus_dynamics,22,223,71,0.3953900709219858,0.004599637211712879
task_init,0.01,v82_frozen_plus_dynamics,23,228,75,0.40425531914893614,0.004858771702513604
task_init,0.01,v82_frozen_plus_dynamics,24,247,82,0.4379432624113475,0.005312257061414874
task_init,0.01,v82_frozen_plus_dynamics,25,265,85,0.4698581560283688,0.005506607929515419
task_init,0.01,v82_frozen_plus_dynamics,26,274,90,0.4858156028368794,0.005830526043016326
task_init,0.01,v82_frozen_plus_dynamics,27,278,91,0.4929078014184397,0.005895309665716507
task_init,0.01,v82_frozen_plus_dynamics,28,286,94,0.5070921985815603,0.006089660533817051
task_init,0.01,v82_frozen_plus_dynamics,29,298,94,0.5283687943262412,0.006089660533817051
task_init,0.01,v82_frozen_plus_dynamics,30,321,96,0.5691489361702128,0.006219227779217414
task_init,0.01,v82_frozen_plus_dynamics,31,349,102,0.6187943262411347,0.006607929515418502
task_init,0.01,v82_frozen_plus_dynamics,32,382,105,0.6773049645390071,0.006802280383519046
task_init,0.01,v82_frozen_plus_dynamics,33,406,106,0.7198581560283688,0.006867064006219227
task_init,0.01,v82_frozen_plus_dynamics,34,417,108,0.7393617021276596,0.00699663125161959
task_init,0.01,v82_frozen_plus_dynamics,35,428,109,0.7588652482269503,0.007061414874319772
task_init,0.01,v82_frozen_plus_dynamics,36,435,110,0.7712765957446809,0.007126198497019953
task_init,0.01,v82_frozen_plus_dynamics,37,436,112,0.7730496453900709,0.007255765742420316
task_init,0.01,v82_frozen_plus_dynamics,38,439,113,0.7783687943262412,0.007320549365120497
task_init,0.01,v82_frozen_plus_dynamics,39,446,115,0.7907801418439716,0.00745011661052086
task_init,0.01,v82_frozen_plus_dynamics,40,454,115,0.8049645390070922,0.00745011661052086
task_init,0.01,v82_frozen_plus_dynamics,41,458,115,0.8120567375886525,0.00745011661052086
task_init,0.01,v82_frozen_plus_dynamics,42,464,115,0.8226950354609929,0.00745011661052086
task_init,0.01,v82_frozen_plus_dynamics,43,467,115,0.8280141843971631,0.00745011661052086
task_init,0.01,v82_frozen_plus_dynamics,44,471,115,0.8351063829787234,0.00745011661052086
task_init,0.01,v82_frozen_plus_dynamics,45,471,115,0.8351063829787234,0.00745011661052086
task_init,0.01,v82_frozen_plus_dynamics,46,472,115,0.8368794326241135,0.00745011661052086
task_init,0.01,v82_frozen_plus_dynamics,47,475,115,0.8421985815602837,0.00745011661052086
task_init,0.01,v82_frozen_plus_dynamics,48,478,115,0.8475177304964538,0.00745011661052086
task_init,0.01,v82_frozen_plus_dynamics,49,478,115,0.8475177304964538,0.00745011661052086
task_init,0.01,v82_frozen_plus_dynamics,50,479,115,0.849290780141844,0.00745011661052086
task_init,0.01,v82_frozen_plus_dynamics,51,479,115,0.849290780141844,0.00745011661052086
task_init,0.02,v82_reference,0,0,0,0.0,0.0
task_init,0.02,v82_reference,1,0,0,0.0,0.0
task_init,0.02,v82_reference,2,0,0,0.0,0.0
task_init,0.02,v82_reference,3,0,0,0.0,0.0
task_init,0.02,v82_reference,4,0,0,0.0,0.0
task_init,0.02,v82_reference,5,0,0,0.0,0.0
task_init,0.02,v82_reference,6,0,0,0.0,0.0
task_init,0.02,v82_reference,7,0,0,0.0,0.0
task_init,0.02,v82_reference,8,1,1,0.0017730496453900709,6.47836227001814e-05
task_init,0.02,v82_reference,9,10,1,0.01773049645390071,6.47836227001814e-05
task_init,0.02,v82_reference,10,14,2,0.024822695035460994,0.0001295672454003628
task_init,0.02,v82_reference,11,17,2,0.030141843971631204,0.0001295672454003628
task_init,0.02,v82_reference,12,18,2,0.031914893617021274,0.0001295672454003628
task_init,0.02,v82_reference,13,21,4,0.03723404255319149,0.0002591344908007256
task_init,0.02,v82_reference,14,28,6,0.04964539007092199,0.00038870173620108835
task_init,0.02,v82_reference,15,43,7,0.07624113475177305,0.00045348535890126976
task_init,0.02,v82_reference,16,55,9,0.0975177304964539,0.0005830526043016325
task_init,0.02,v82_reference,17,63,11,0.11170212765957446,0.0007126198497019953
task_init,0.02,v82_reference,18,76,12,0.1347517730496454,0.0007774034724021767
task_init,0.02,v82_reference,19,93,14,0.16489361702127658,0.0009069707178025395
task_init,0.02,v82_reference,20,116,18,0.20567375886524822,0.001166105208603265
task_init,0.02,v82_reference,21,138,25,0.24468085106382978,0.0016195905675045349
task_init,0.02,v82_reference,22,143,27,0.25354609929078015,0.0017491578129048976
task_init,0.02,v82_reference,23,149,30,0.2641843971631206,0.0019435086810054417
task_init,0.02,v82_reference,24,159,31,0.28191489361702127,0.002008292303705623
task_init,0.02,v82_reference,25,174,35,0.30851063829787234,0.0022674267945063486
task_init,0.02,v82_reference,26,182,37,0.32269503546099293,0.0023969940399067116
task_init,0.02,v82_reference,27,186,37,0.32978723404255317,0.0023969940399067116
task_init,0.02,v82_reference,28,187,38,0.33156028368794327,0.002461777662606893
task_init,0.02,v82_reference,29,198,39,0.35106382978723405,0.0025265612853070745
task_init,0.02,v82_reference,30,211,39,0.374113475177305,0.0025265612853070745
task_init,0.02,v82_reference,31,227,41,0.4024822695035461,0.002656128530707437
task_init,0.02,v82_reference,32,252,45,0.44680851063829785,0.002915263021508163
task_init,0.02,v82_reference,33,278,48,0.4929078014184397,0.003109613889608707
task_init,0.02,v82_reference,34,296,48,0.524822695035461,0.003109613889608707
task_init,0.02,v82_reference,35,306,49,0.5425531914893617,0.0031743975123088883
task_init,0.02,v82_reference,36,313,49,0.5549645390070922,0.0031743975123088883
task_init,0.02,v82_reference,37,318,49,0.5638297872340425,0.0031743975123088883
task_init,0.02,v82_reference,38,318,49,0.5638297872340425,0.0031743975123088883
task_init,0.02,v82_reference,39,321,49,0.5691489361702128,0.0031743975123088883
task_init,0.02,v82_reference,40,323,49,0.5726950354609929,0.0031743975123088883
task_init,0.02,v82_reference,41,325,49,0.5762411347517731,0.0031743975123088883
task_init,0.02,v82_reference,42,326,49,0.5780141843971631,0.0031743975123088883
task_init,0.02,v82_reference,43,330,49,0.5851063829787234,0.0031743975123088883
task_init,0.02,v82_reference,44,333,49,0.5904255319148937,0.0031743975123088883
task_init,0.02,v82_reference,45,334,49,0.5921985815602837,0.0031743975123088883
task_init,0.02,v82_reference,46,336,49,0.5957446808510638,0.0031743975123088883
task_init,0.02,v82_reference,47,339,49,0.601063829787234,0.0031743975123088883
task_init,0.02,v82_reference,48,339,49,0.601063829787234,0.0031743975123088883
task_init,0.02,v82_reference,49,341,49,0.6046099290780141,0.0031743975123088883
task_init,0.02,v82_reference,50,342,49,0.6063829787234043,0.0031743975123088883
task_init,0.02,v82_reference,51,346,49,0.6134751773049646,0.0031743975123088883
task_init,0.02,dynamics_only,0,0,0,0.0,0.0
task_init,0.02,dynamics_only,1,0,0,0.0,0.0
task_init,0.02,dynamics_only,2,0,0,0.0,0.0
task_init,0.02,dynamics_only,3,0,0,0.0,0.0
task_init,0.02,dynamics_only,4,0,0,0.0,0.0
task_init,0.02,dynamics_only,5,0,0,0.0,0.0
task_init,0.02,dynamics_only,6,0,0,0.0,0.0
task_init,0.02,dynamics_only,7,0,0,0.0,0.0
task_init,0.02,dynamics_only,8,0,0,0.0,0.0
task_init,0.02,dynamics_only,9,0,0,0.0,0.0
task_init,0.02,dynamics_only,10,0,0,0.0,0.0
task_init,0.02,dynamics_only,11,1,1,0.0017730496453900709,6.47836227001814e-05
task_init,0.02,dynamics_only,12,5,2,0.008865248226950355,0.0001295672454003628
task_init,0.02,dynamics_only,13,8,3,0.014184397163120567,0.00019435086810054417
task_init,0.02,dynamics_only,14,9,3,0.015957446808510637,0.00019435086810054417
task_init,0.02,dynamics_only,15,11,5,0.01950354609929078,0.000323918113500907
task_init,0.02,dynamics_only,16,11,6,0.01950354609929078,0.00038870173620108835
task_init,0.02,dynamics_only,17,15,9,0.026595744680851064,0.0005830526043016325
task_init,0.02,dynamics_only,18,24,10,0.0425531914893617,0.000647836227001814
task_init,0.02,dynamics_only,19,30,12,0.05319148936170213,0.0007774034724021767
task_init,0.02,dynamics_only,20,36,16,0.06382978723404255,0.0010365379632029023
task_init,0.02,dynamics_only,21,47,26,0.08333333333333333,0.0016843741902047163
task_init,0.02,dynamics_only,22,50,31,0.08865248226950355,0.002008292303705623
task_init,0.02,dynamics_only,23,52,34,0.09219858156028368,0.0022026431718061676
task_init,0.02,dynamics_only,24,54,34,0.09574468085106383,0.0022026431718061676
task_init,0.02,dynamics_only,25,58,38,0.10283687943262411,0.002461777662606893
task_init,0.02,dynamics_only,26,65,42,0.11524822695035461,0.0027209121534076184
task_init,0.02,dynamics_only,27,70,43,0.12411347517730496,0.0027856957761078
task_init,0.02,dynamics_only,28,72,44,0.1276595744680851,0.0028504793988079814
task_init,0.02,dynamics_only,29,73,44,0.12943262411347517,0.0028504793988079814
task_init,0.02,dynamics_only,30,75,45,0.13297872340425532,0.002915263021508163
task_init,0.02,dynamics_only,31,79,46,0.1400709219858156,0.0029800466442083443
task_init,0.02,dynamics_only,32,80,46,0.14184397163120568,0.0029800466442083443
task_init,0.02,dynamics_only,33,84,46,0.14893617021276595,0.0029800466442083443
task_init,0.02,dynamics_only,34,85,47,0.15070921985815602,0.0030448302669085253
task_init,0.02,dynamics_only,35,87,47,0.15425531914893617,0.0030448302669085253
task_init,0.02,dynamics_only,36,89,47,0.15780141843971632,0.0030448302669085253
task_init,0.02,dynamics_only,37,90,48,0.1595744680851064,0.003109613889608707
task_init,0.02,dynamics_only,38,91,48,0.16134751773049646,0.003109613889608707
task_init,0.02,dynamics_only,39,93,48,0.16489361702127658,0.003109613889608707
task_init,0.02,dynamics_only,40,95,48,0.16843971631205673,0.003109613889608707
task_init,0.02,dynamics_only,41,96,48,0.1702127659574468,0.003109613889608707
task_init,0.02,dynamics_only,42,96,48,0.1702127659574468,0.003109613889608707
task_init,0.02,dynamics_only,43,98,48,0.17375886524822695,0.003109613889608707
task_init,0.02,dynamics_only,44,100,48,0.1773049645390071,0.003109613889608707
task_init,0.02,dynamics_only,45,101,48,0.17907801418439717,0.003109613889608707
task_init,0.02,dynamics_only,46,103,48,0.18262411347517732,0.003109613889608707
task_init,0.02,dynamics_only,47,103,48,0.18262411347517732,0.003109613889608707
task_init,0.02,dynamics_only,48,107,48,0.18971631205673758,0.003109613889608707
task_init,0.02,dynamics_only,49,110,48,0.1950354609929078,0.003109613889608707
task_init,0.02,dynamics_only,50,113,48,0.20035460992907803,0.003109613889608707
task_init,0.02,dynamics_only,51,114,48,0.20212765957446807,0.003109613889608707
task_init,0.02,v82_integrated,0,0,0,0.0,0.0
task_init,0.02,v82_integrated,1,0,0,0.0,0.0
task_init,0.02,v82_integrated,2,0,0,0.0,0.0
task_init,0.02,v82_integrated,3,0,0,0.0,0.0
task_init,0.02,v82_integrated,4,0,0,0.0,0.0
task_init,0.02,v82_integrated,5,0,0,0.0,0.0
task_init,0.02,v82_integrated,6,0,0,0.0,0.0
task_init,0.02,v82_integrated,7,0,0,0.0,0.0
task_init,0.02,v82_integrated,8,0,0,0.0,0.0
task_init,0.02,v82_integrated,9,0,0,0.0,0.0
task_init,0.02,v82_integrated,10,3,1,0.005319148936170213,6.47836227001814e-05
task_init,0.02,v82_integrated,11,4,2,0.0070921985815602835,0.0001295672454003628
task_init,0.02,v82_integrated,12,12,2,0.02127659574468085,0.0001295672454003628
task_init,0.02,v82_integrated,13,16,3,0.028368794326241134,0.00019435086810054417
task_init,0.02,v82_integrated,14,21,3,0.03723404255319149,0.00019435086810054417
task_init,0.02,v82_integrated,15,27,6,0.047872340425531915,0.00038870173620108835
task_init,0.02,v82_integrated,16,40,7,0.07092198581560284,0.00045348535890126976
task_init,0.02,v82_integrated,17,48,11,0.0851063829787234,0.0007126198497019953
task_init,0.02,v82_integrated,18,56,12,0.09929078014184398,0.0007774034724021767
task_init,0.02,v82_integrated,19,67,13,0.11879432624113476,0.0008421870951023582
task_init,0.02,v82_integrated,20,82,15,0.1453900709219858,0.0009717543405027209
task_init,0.02,v82_integrated,21,98,20,0.17375886524822695,0.001295672454003628
task_init,0.02,v82_integrated,22,102,25,0.18085106382978725,0.0016195905675045349
task_init,0.02,v82_integrated,23,106,28,0.1879432624113475,0.001813941435605079
task_init,0.02,v82_integrated,24,110,30,0.1950354609929078,0.0019435086810054417
task_init,0.02,v82_integrated,25,113,31,0.20035460992907803,0.002008292303705623
task_init,0.02,v82_integrated,26,121,34,0.21453900709219859,0.0022026431718061676
task_init,0.02,v82_integrated,27,126,34,0.22340425531914893,0.0022026431718061676
task_init,0.02,v82_integrated,28,132,35,0.23404255319148937,0.0022674267945063486
task_init,0.02,v82_integrated,29,141,35,0.25,0.0022674267945063486
task_init,0.02,v82_integrated,30,150,36,0.26595744680851063,0.00233221041720653
task_init,0.02,v82_integrated,31,152,37,0.2695035460992908,0.0023969940399067116
task_init,0.02,v82_integrated,32,170,40,0.30141843971631205,0.002591344908007256
task_init,0.02,v82_integrated,33,187,48,0.33156028368794327,0.003109613889608707
task_init,0.02,v82_integrated,34,206,49,0.36524822695035464,0.0031743975123088883
task_init,0.02,v82_integrated,35,217,50,0.38475177304964536,0.0032391811350090697
task_init,0.02,v82_integrated,36,231,50,0.4095744680851064,0.0032391811350090697
task_init,0.02,v82_integrated,37,245,51,0.43439716312056736,0.003303964757709251
task_init,0.02,v82_integrated,38,248,51,0.4397163120567376,0.003303964757709251
task_init,0.02,v82_integrated,39,251,51,0.4450354609929078,0.003303964757709251
task_init,0.02,v82_integrated,40,255,51,0.4521276595744681,0.003303964757709251
task_init,0.02,v82_integrated,41,259,51,0.4592198581560284,0.003303964757709251
task_init,0.02,v82_integrated,42,260,51,0.46099290780141844,0.003303964757709251
task_init,0.02,v82_integrated,43,262,51,0.4645390070921986,0.003303964757709251
task_init,0.02,v82_integrated,44,265,51,0.4698581560283688,0.003303964757709251
task_init,0.02,v82_integrated,45,268,51,0.475177304964539,0.003303964757709251
task_init,0.02,v82_integrated,46,269,51,0.4769503546099291,0.003303964757709251
task_init,0.02,v82_integrated,47,269,51,0.4769503546099291,0.003303964757709251
task_init,0.02,v82_integrated,48,274,51,0.4858156028368794,0.003303964757709251
task_init,0.02,v82_integrated,49,277,51,0.49113475177304966,0.003303964757709251
task_init,0.02,v82_integrated,50,282,51,0.5,0.003303964757709251
task_init,0.02,v82_integrated,51,283,51,0.50177304964539,0.003303964757709251
task_init,0.02,v82_frozen_plus_dynamics,0,0,0,0.0,0.0
task_init,0.02,v82_frozen_plus_dynamics,1,0,0,0.0,0.0
task_init,0.02,v82_frozen_plus_dynamics,2,0,0,0.0,0.0
task_init,0.02,v82_frozen_plus_dynamics,3,0,0,0.0,0.0
task_init,0.02,v82_frozen_plus_dynamics,4,0,0,0.0,0.0
task_init,0.02,v82_frozen_plus_dynamics,5,0,0,0.0,0.0
task_init,0.02,v82_frozen_plus_dynamics,6,0,0,0.0,0.0
task_init,0.02,v82_frozen_plus_dynamics,7,0,1,0.0,6.47836227001814e-05
task_init,0.02,v82_frozen_plus_dynamics,8,7,1,0.012411347517730497,6.47836227001814e-05
