cohort,suite,task,feature,auc,v82_auc,delta,queries,first_query,last_query,failure_observations,success_observations,window,level
A,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,token_diversity_contraction,0.45763286321741986,,,3,7,9,27,765,q7_13,same_task_query
A,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,acceleration_log_ratio,0.7212821675698455,,,7,7,13,175,1025,q7_13,same_task_query
A,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,decoupling,0.6909769540011645,,,7,7,13,175,1025,q7_13,same_task_query
A,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,decoupling_occupancy,0.8183156318082788,,,4,10,13,100,66,q7_13,same_task_query
A,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,layer_agreement,0.650572554678437,,,7,7,13,175,1025,q7_13,same_task_query
A,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,mobility_log_ratio,0.3786335943244921,,,7,7,13,175,1025,q7_13,same_task_query
A,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,path_decoupling,0.6782482430973452,,,7,7,13,175,1025,q7_13,same_task_query
A,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,persistent_decoupling,0.585,,,4,10,13,100,66,q7_13,same_task_query
A,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,recent_decoupling,0.8118709150326797,,,4,10,13,100,66,q7_13,same_task_query
A,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,token_diversity_contraction,0.6171512813674115,,,7,7,13,175,1025,q7_13,same_task_query
A,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,acceleration_log_ratio,0.8927313791417789,,,7,7,13,245,1990,q7_13,same_task_query
A,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,decoupling,0.7199515210100467,,,7,7,13,245,1990,q7_13,same_task_query
A,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,decoupling_occupancy,0.9214439818423334,,,4,10,13,140,895,q7_13,same_task_query
A,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,layer_agreement,0.8386546398189024,,,7,7,13,245,1990,q7_13,same_task_query
A,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,mobility_log_ratio,0.6159124211183038,,,7,7,13,245,1990,q7_13,same_task_query
A,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,path_decoupling,0.7522733556720193,,,7,7,13,245,1990,q7_13,same_task_query
A,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,persistent_decoupling,0.5857142857142857,,,4,10,13,140,895,q7_13,same_task_query
A,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,recent_decoupling,0.9238314158369103,,,4,10,13,140,895,q7_13,same_task_query
A,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,token_diversity_contraction,0.34710089947506884,,,7,7,13,245,1990,q7_13,same_task_query
A,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,acceleration_log_ratio,0.8035961740353071,,,7,7,13,77,2024,q7_13,same_task_query
A,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,decoupling,0.5779905438177446,,,7,7,13,77,2024,q7_13,same_task_query
A,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,decoupling_occupancy,0.8019749966771842,,,4,10,13,44,857,q7_13,same_task_query
A,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,layer_agreement,0.5850402039281316,,,7,7,13,77,2024,q7_13,same_task_query
A,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,mobility_log_ratio,0.6802177276863653,,,7,7,13,77,2024,q7_13,same_task_query
A,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,path_decoupling,0.5511680476080612,,,7,7,13,77,2024,q7_13,same_task_query
A,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,persistent_decoupling,0.5113636363636364,,,4,10,13,44,857,q7_13,same_task_query
A,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,recent_decoupling,0.8041362484111569,,,4,10,13,44,857,q7_13,same_task_query
A,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,token_diversity_contraction,0.3903183820443867,,,7,7,13,77,2024,q7_13,same_task_query
B,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,acceleration_log_ratio,0.5819588580417842,0.5367075196840914,0.04525133835769265,7,7,13,357,2443,q7_13,same_task_query
B,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,decoupling,0.5488831635806185,0.5367075196840914,0.01217564389652708,7,7,13,357,2443,q7_13,same_task_query
B,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,decoupling_occupancy,0.6278161694477218,0.5662396763863138,0.061576493061407944,4,10,13,204,1396,q7_13,same_task_query
B,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,layer_agreement,0.5432608573515366,0.5367075196840914,0.006553337667445218,7,7,13,357,2443,q7_13,same_task_query
B,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,mobility_log_ratio,0.4455467000553803,0.5367075196840914,-0.0911608196287111,7,7,13,357,2443,q7_13,same_task_query
B,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,path_decoupling,0.5316711211705313,0.5367075196840914,-0.005036398513560152,7,7,13,357,2443,q7_13,same_task_query
B,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,persistent_decoupling,0.511664981178718,0.5662396763863138,-0.05457469520759592,4,10,13,204,1396,q7_13,same_task_query
B,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,recent_decoupling,0.6524032249002752,0.5662396763863138,0.08616354851396144,4,10,13,204,1396,q7_13,same_task_query
B,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,token_diversity_contraction,0.4914842727922114,0.5367075196840914,-0.045223246891879954,7,7,13,357,2443,q7_13,same_task_query
B,libero_goal,libero_goal/push_the_plate_to_the_front_of_the_stove,acceleration_log_ratio,0.822448896840384,0.53237024779095,0.29007864904943403,7,7,13,7,2524,q7_13,same_task_query
B,libero_goal,libero_goal/push_the_plate_to_the_front_of_the_stove,decoupling,0.6713522435573857,0.53237024779095,0.1389819957664357,7,7,13,7,2524,q7_13,same_task_query
B,libero_goal,libero_goal/push_the_plate_to_the_front_of_the_stove,decoupling_occupancy,0.7203642502587362,0.7192419185965685,0.0011223316621677415,4,10,13,4,1327,q7_13,same_task_query
B,libero_goal,libero_goal/push_the_plate_to_the_front_of_the_stove,layer_agreement,0.650559596354964,0.53237024779095,0.118189348564014,7,7,13,7,2524,q7_13,same_task_query
B,libero_goal,libero_goal/push_the_plate_to_the_front_of_the_stove,mobility_log_ratio,0.4804607959476062,0.53237024779095,-0.051909451843343814,7,7,13,7,2524,q7_13,same_task_query
B,libero_goal,libero_goal/push_the_plate_to_the_front_of_the_stove,path_decoupling,0.7395361477654073,0.53237024779095,0.2071658999744574,7,7,13,7,2524,q7_13,same_task_query
B,libero_goal,libero_goal/push_the_plate_to_the_front_of_the_stove,persistent_decoupling,0.6635982471104571,0.7192419185965685,-0.05564367148611131,4,10,13,4,1327,q7_13,same_task_query
B,libero_goal,libero_goal/push_the_plate_to_the_front_of_the_stove,recent_decoupling,0.9162841135967809,0.7192419185965685,0.1970421950002124,4,10,13,4,1327,q7_13,same_task_query
B,libero_goal,libero_goal/push_the_plate_to_the_front_of_the_stove,token_diversity_contraction,0.38755809324378515,0.53237024779095,-0.14481215454716476,7,7,13,7,2524,q7_13,same_task_query
B,libero_goal,libero_goal/put_the_bowl_on_the_plate,acceleration_log_ratio,0.591088007530056,0.5214606597355924,0.0696273477944637,7,7,13,126,381,q7_13,same_task_query
B,libero_goal,libero_goal/put_the_bowl_on_the_plate,decoupling,0.5595238095238095,0.5214606597355924,0.03806314978821718,7,7,13,126,381,q7_13,same_task_query
B,libero_goal,libero_goal/put_the_bowl_on_the_plate,decoupling_occupancy,0.6805555555555556,0.4166666666666667,0.2638888888888889,4,10,13,72,4,q7_13,same_task_query
B,libero_goal,libero_goal/put_the_bowl_on_the_plate,layer_agreement,0.6489731741753305,0.5214606597355924,0.12751251443973813,7,7,13,126,381,q7_13,same_task_query
B,libero_goal,libero_goal/put_the_bowl_on_the_plate,mobility_log_ratio,0.517233560090703,0.5214606597355924,-0.004227099644889408,7,7,13,126,381,q7_13,same_task_query
B,libero_goal,libero_goal/put_the_bowl_on_the_plate,path_decoupling,0.5776323107859496,0.5214606597355924,0.05617165105035725,7,7,13,126,381,q7_13,same_task_query
B,libero_goal,libero_goal/put_the_bowl_on_the_plate,persistent_decoupling,0.5,0.4166666666666667,0.08333333333333333,4,10,13,72,4,q7_13,same_task_query
B,libero_goal,libero_goal/put_the_bowl_on_the_plate,recent_decoupling,0.6805555555555556,0.4166666666666667,0.2638888888888889,4,10,13,72,4,q7_13,same_task_query
B,libero_goal,libero_goal/put_the_bowl_on_the_plate,token_diversity_contraction,0.5515873015873016,0.5214606597355924,0.030126641851709237,7,7,13,126,381,q7_13,same_task_query
B,libero_goal,libero_goal/put_the_bowl_on_the_stove,acceleration_log_ratio,0.6618566549742101,0.4453011870447933,0.2165554679294167,3,7,9,27,820,q7_13,same_task_query
B,libero_goal,libero_goal/put_the_bowl_on_the_stove,decoupling,0.4448233995088125,0.4453011870447933,-0.00047778753598084106,3,7,9,27,820,q7_13,same_task_query
B,libero_goal,libero_goal/put_the_bowl_on_the_stove,layer_agreement,0.4193181731300531,0.4453011870447933,-0.025983013914740245,3,7,9,27,820,q7_13,same_task_query
B,libero_goal,libero_goal/put_the_bowl_on_the_stove,mobility_log_ratio,0.6170960311742314,0.4453011870447933,0.17179484412943813,3,7,9,27,820,q7_13,same_task_query
B,libero_goal,libero_goal/put_the_bowl_on_the_stove,path_decoupling,0.43145197583843203,0.4453011870447933,-0.013849211206361364,3,7,9,27,820,q7_13,same_task_query
B,libero_goal,libero_goal/put_the_bowl_on_the_stove,token_diversity_contraction,0.4076317662878688,0.4453011870447933,-0.03766942075692453,3,7,9,27,820,q7_13,same_task_query
B,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,acceleration_log_ratio,0.5415986129955167,0.6287822786396885,-0.08718366564417178,3,7,9,48,736,q7_13,same_task_query
B,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,decoupling,0.5796814012850008,0.6287822786396885,-0.049100877354687746,3,7,9,48,736,q7_13,same_task_query
B,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,layer_agreement,0.4819096802327487,0.6287822786396885,-0.14687259840693986,3,7,9,48,736,q7_13,same_task_query
B,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,mobility_log_ratio,0.37542470816291756,0.6287822786396885,-0.253357570476771,3,7,9,48,736,q7_13,same_task_query
B,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,path_decoupling,0.6691958155543758,0.6287822786396885,0.04041353691468722,3,7,9,48,736,q7_13,same_task_query
B,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,token_diversity_contraction,0.5402915242096967,0.6287822786396885,-0.08849075442999188,3,7,9,48,736,q7_13,same_task_query
B,libero_goal,libero_goal/put_the_cream_cheese_in_the_bowl,acceleration_log_ratio,0.7718913260024107,0.582742634308833,0.1891486916935777,7,7,13,63,942,q7_13,same_task_query
B,libero_goal,libero_goal/put_the_cream_cheese_in_the_bowl,decoupling,0.5079365079365079,0.582742634308833,-0.0748061263723251,7,7,13,63,942,q7_13,same_task_query
B,libero_goal,libero_goal/put_the_cream_cheese_in_the_bowl,decoupling_occupancy,0.5138888888888888,0.29791666666666666,0.21597222222222223,4,10,13,36,25,q7_13,same_task_query
B,libero_goal,libero_goal/put_the_cream_cheese_in_the_bowl,layer_agreement,0.5139281512440907,0.582742634308833,-0.06881448306474229,7,7,13,63,942,q7_13,same_task_query
B,libero_goal,libero_goal/put_the_cream_cheese_in_the_bowl,mobility_log_ratio,0.5253794884336074,0.582742634308833,-0.05736314587522567,7,7,13,63,942,q7_13,same_task_query
B,libero_goal,libero_goal/put_the_cream_cheese_in_the_bowl,path_decoupling,0.5238095238095238,0.582742634308833,-0.05893311049930922,7,7,13,63,942,q7_13,same_task_query
B,libero_goal,libero_goal/put_the_cream_cheese_in_the_bowl,persistent_decoupling,0.5,0.29791666666666666,0.20208333333333334,4,10,13,36,25,q7_13,same_task_query
B,libero_goal,libero_goal/put_the_cream_cheese_in_the_bowl,recent_decoupling,0.5138888888888888,0.29791666666666666,0.21597222222222223,4,10,13,36,25,q7_13,same_task_query
B,libero_goal,libero_goal/put_the_cream_cheese_in_the_bowl,token_diversity_contraction,0.5069444444444444,0.582742634308833,-0.07579818986438859,7,7,13,63,942,q7_13,same_task_query
B,libero_goal,libero_goal/put_the_wine_bottle_on_the_rack,acceleration_log_ratio,0.07458144604783658,0.04748408495740898,0.02709736109042759,7,7,13,7,2487,q7_13,same_task_query
B,libero_goal,libero_goal/put_the_wine_bottle_on_the_rack,decoupling,0.4954837643559448,0.04748408495740898,0.44799967939853585,7,7,13,7,2487,q7_13,same_task_query
B,libero_goal,libero_goal/put_the_wine_bottle_on_the_rack,decoupling_occupancy,0.48915510217275104,0.0216936399035359,0.46746146226921514,4,10,13,4,1290,q7_13,same_task_query
B,libero_goal,libero_goal/put_the_wine_bottle_on_the_rack,layer_agreement,0.4844083360998403,0.04748408495740898,0.43692425114243133,7,7,13,7,2487,q7_13,same_task_query
B,libero_goal,libero_goal/put_the_wine_bottle_on_the_rack,mobility_log_ratio,0.6307600415132718,0.04748408495740898,0.5832759565558628,7,7,13,7,2487,q7_13,same_task_query
B,libero_goal,libero_goal/put_the_wine_bottle_on_the_rack,path_decoupling,0.4881707064265256,0.04748408495740898,0.44068662146911664,7,7,13,7,2487,q7_13,same_task_query
B,libero_goal,libero_goal/put_the_wine_bottle_on_the_rack,persistent_decoupling,0.5,0.0216936399035359,0.4783063600964641,4,10,13,4,1290,q7_13,same_task_query
B,libero_goal,libero_goal/put_the_wine_bottle_on_the_rack,recent_decoupling,0.48915510217275104,0.0216936399035359,0.46746146226921514,4,10,13,4,1290,q7_13,same_task_query
B,libero_goal,libero_goal/put_the_wine_bottle_on_the_rack,token_diversity_contraction,0.49140708915145004,0.04748408495740898,0.44392300419404107,7,7,13,7,2487,q7_13,same_task_query
B,libero_goal,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,acceleration_log_ratio,0.6529797175056847,0.6259149529452771,0.027064764560407642,4,7,10,4,959,q7_13,same_task_query
B,libero_goal,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,decoupling,0.6003232418795332,0.6259149529452771,-0.02559171106574383,4,7,10,4,959,q7_13,same_task_query
B,libero_goal,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,decoupling_occupancy,1.0,1.0,0.0,1,10,10,1,10,q7_13,same_task_query
B,libero_goal,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,layer_agreement,0.6576509568623545,0.6259149529452771,0.03173600391707748,4,7,10,4,959,q7_13,same_task_query
B,libero_goal,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,mobility_log_ratio,0.5770481667745523,0.6259149529452771,-0.048866786170724805,4,7,10,4,959,q7_13,same_task_query
B,libero_goal,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,path_decoupling,0.4290050457269,0.6259149529452771,-0.19690990721837706,4,7,10,4,959,q7_13,same_task_query
B,libero_goal,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,persistent_decoupling,0.5,1.0,-0.5,1,10,10,1,10,q7_13,same_task_query
B,libero_goal,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,recent_decoupling,1.0,1.0,0.0,1,10,10,1,10,q7_13,same_task_query
B,libero_goal,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,token_diversity_contraction,0.5687438795664659,0.6259149529452771,-0.057171073378811235,4,7,10,4,959,q7_13,same_task_query
B,libero_long,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,acceleration_log_ratio,0.547077922077922,0.5913600288600289,-0.04428210678210676,7,7,13,28,2772,q7_13,same_task_query
B,libero_long,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,decoupling,0.49332611832611833,0.5913600288600289,-0.09803391053391053,7,7,13,28,2772,q7_13,same_task_query
B,libero_long,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,decoupling_occupancy,0.4876893939393939,0.6152146464646464,-0.12752525252525254,4,10,13,16,1584,q7_13,same_task_query
B,libero_long,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,layer_agreement,0.5593434343434344,0.5913600288600289,-0.032016594516594506,7,7,13,28,2772,q7_13,same_task_query
B,libero_long,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,mobility_log_ratio,0.4792568542568542,0.5913600288600289,-0.11210317460317461,7,7,13,28,2772,q7_13,same_task_query
B,libero_long,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,path_decoupling,0.49134199134199136,0.5913600288600289,-0.1000180375180375,7,7,13,28,2772,q7_13,same_task_query
B,libero_long,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,persistent_decoupling,0.4974747474747475,0.6152146464646464,-0.11773989898989898,4,10,13,16,1584,q7_13,same_task_query
B,libero_long,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,recent_decoupling,0.4876893939393939,0.6152146464646464,-0.12752525252525254,4,10,13,16,1584,q7_13,same_task_query
B,libero_long,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,token_diversity_contraction,0.5,0.5913600288600289,-0.09136002886002885,7,7,13,28,2772,q7_13,same_task_query
B,libero_long,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,acceleration_log_ratio,0.6333691371285356,0.39312567132116,0.24024346580737557,7,7,13,7,2793,q7_13,same_task_query
B,libero_long,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,decoupling,0.4616899391335481,0.39312567132116,0.06856426781238813,7,7,13,7,2793,q7_13,same_task_query
B,libero_long,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,decoupling_occupancy,0.449874686716792,0.3533834586466165,0.09649122807017546,4,10,13,4,1596,q7_13,same_task_query
B,libero_long,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,layer_agreement,0.7355889724310777,0.39312567132116,0.3424633011099177,7,7,13,7,2793,q7_13,same_task_query
B,libero_long,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,mobility_log_ratio,0.4672395273899033,0.39312567132116,0.0741138560687433,7,7,13,7,2793,q7_13,same_task_query
B,libero_long,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,path_decoupling,0.5361618331543143,0.39312567132116,0.14303616183315432,7,7,13,7,2793,q7_13,same_task_query
B,libero_long,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,persistent_decoupling,0.5,0.3533834586466165,0.14661654135338348,4,10,13,4,1596,q7_13,same_task_query
B,libero_long,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,recent_decoupling,0.44298245614035087,0.3533834586466165,0.08959899749373433,4,10,13,4,1596,q7_13,same_task_query
B,libero_long,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,token_diversity_contraction,0.47135696383816683,0.39312567132116,0.0782312925170068,7,7,13,7,2793,q7_13,same_task_query
B,libero_long,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,acceleration_log_ratio,0.9502327246688148,0.7916219119226637,0.1586108127461511,7,7,13,7,2793,q7_13,same_task_query
B,libero_long,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,decoupling,0.5454708199069102,0.7916219119226637,-0.24615109201575366,7,7,13,7,2793,q7_13,same_task_query
B,libero_long,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,decoupling_occupancy,0.638157894736842,0.8358395989974937,-0.1976817042606516,4,10,13,4,1596,q7_13,same_task_query
B,libero_long,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,layer_agreement,0.5193340494092373,0.7916219119226637,-0.2722878625134264,7,7,13,7,2793,q7_13,same_task_query
B,libero_long,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,mobility_log_ratio,0.5223773720014322,0.7916219119226637,-0.26924453992123165,7,7,13,7,2793,q7_13,same_task_query
B,libero_long,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,path_decoupling,0.48997493734335834,0.7916219119226637,-0.3016469745793054,7,7,13,7,2793,q7_13,same_task_query
B,libero_long,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,persistent_decoupling,0.4993734335839599,0.8358395989974937,-0.3364661654135338,4,10,13,4,1596,q7_13,same_task_query
B,libero_long,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,recent_decoupling,0.6428571428571428,0.8358395989974937,-0.19298245614035087,4,10,13,4,1596,q7_13,same_task_query
B,libero_long,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,token_diversity_contraction,0.3344074471894021,0.7916219119226637,-0.4572144647332617,7,7,13,7,2793,q7_13,same_task_query
B,libero_long,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,acceleration_log_ratio,0.5303370530371249,0.5467698609005559,-0.01643280786343101,7,7,13,1057,1743,q7_13,same_task_query
B,libero_long,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,decoupling,0.5119323082300821,0.5467698609005559,-0.034837552670473775,7,7,13,1057,1743,q7_13,same_task_query
B,libero_long,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,decoupling_occupancy,0.5049702119737227,0.5429532700337776,-0.03798305806005481,4,10,13,604,996,q7_13,same_task_query
B,libero_long,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,layer_agreement,0.49034168841876496,0.5467698609005559,-0.05642817248179093,7,7,13,1057,1743,q7_13,same_task_query
B,libero_long,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,mobility_log_ratio,0.47878932950344427,0.5467698609005559,-0.06798053139711163,7,7,13,1057,1743,q7_13,same_task_query
B,libero_long,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,path_decoupling,0.4966811427355591,0.5467698609005559,-0.050088718164996784,7,7,13,1057,1743,q7_13,same_task_query
B,libero_long,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,persistent_decoupling,0.5153561264927259,0.5429532700337776,-0.027597143541051666,4,10,13,604,996,q7_13,same_task_query
B,libero_long,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,recent_decoupling,0.5026995398813798,0.5429532700337776,-0.04025373015239769,4,10,13,604,996,q7_13,same_task_query
B,libero_long,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,token_diversity_contraction,0.5112825949018401,0.5467698609005559,-0.035487265998715774,7,7,13,1057,1743,q7_13,same_task_query
B,libero_long,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,acceleration_log_ratio,0.7489446589446589,0.9415444015444016,-0.19259974259974258,7,7,13,210,2590,q7_13,same_task_query
B,libero_long,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,decoupling,0.8147683397683397,0.9415444015444016,-0.12677606177606174,7,7,13,210,2590,q7_13,same_task_query
B,libero_long,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,decoupling_occupancy,0.8664527027027027,0.9732432432432432,-0.10679054054054049,4,10,13,120,1480,q7_13,same_task_query
B,libero_long,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,layer_agreement,0.7908751608751609,0.9415444015444016,-0.15066924066924067,7,7,13,210,2590,q7_13,same_task_query
B,libero_long,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,mobility_log_ratio,0.20626769626769628,0.9415444015444016,-0.7352767052767053,7,7,13,210,2590,q7_13,same_task_query
B,libero_long,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,path_decoupling,0.8120849420849421,0.9415444015444016,-0.12945945945945944,7,7,13,210,2590,q7_13,same_task_query
B,libero_long,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,persistent_decoupling,0.7482207207207208,0.9732432432432432,-0.2250225225225225,4,10,13,120,1480,q7_13,same_task_query
B,libero_long,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,recent_decoupling,0.8709797297297297,0.9732432432432432,-0.10226351351351345,4,10,13,120,1480,q7_13,same_task_query
B,libero_long,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,token_diversity_contraction,0.5032689832689833,0.9415444015444016,-0.4382754182754182,7,7,13,210,2590,q7_13,same_task_query
B,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,acceleration_log_ratio,0.6251282051282051,0.9021611721611722,-0.2770329670329671,7,7,13,70,2730,q7_13,same_task_query
B,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,decoupling,0.9001098901098902,0.9021611721611722,-0.002051282051282038,7,7,13,70,2730,q7_13,same_task_query
B,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,decoupling_occupancy,0.9255128205128205,0.8875641025641026,0.03794871794871796,4,10,13,40,1560,q7_13,same_task_query
