experiment,unit,leg,signal,lead,eff_auc_minus_05,ci95_lo,ci95_hi,p_maxT,n_groups,n_events_used,n_events_present,n_events_total,family,named
E3_static,U2_grid50x8_S8,resid_mob1w8,A,-4,-0.0646,-0.1581,0.0288,0.997,23,70,0,70,56,
E3_static,U2_grid50x8_S8,resid_mob1w8,A,-3,-0.0703,-0.17,0.0294,0.9945,23,70,0,70,56,
E3_static,U2_grid50x8_S8,resid_mob1w8,A,-2,-0.0671,-0.1561,0.0219,0.9965,23,69,0,70,56,
E3_static,U2_grid50x8_S8,resid_mob1w8,A,-1,-0.1361,-0.1991,-0.0732,0.2714,22,68,0,70,56,
E3_static,U2_grid50x8_S8,resid_mob1w8,A,0,-0.1127,-0.2061,-0.0193,0.5902,22,68,0,70,56,
E3_static,U2_grid50x8_S8,resid_mob1w8,A,1,-0.0047,-0.1133,0.1039,1.0,22,65,0,70,56,
E3_static,U2_grid50x8_S8,resid_mob1w8,A,2,-0.1407,-0.2668,-0.0146,0.2209,21,63,0,70,56,
E3_static,U2_grid50x8_S8,resid_mob1w8,D_layer,-4,-0.0504,-0.1195,0.0187,1.0,23,70,0,70,56,
E3_static,U2_grid50x8_S8,resid_mob1w8,D_layer,-3,-0.0747,-0.1614,0.012,0.9835,23,70,0,70,56,
E3_static,U2_grid50x8_S8,resid_mob1w8,D_layer,-2,-0.0416,-0.1287,0.0456,1.0,23,69,0,70,56,
E3_static,U2_grid50x8_S8,resid_mob1w8,D_layer,-1,-0.0997,-0.1976,-0.0018,0.7721,22,68,0,70,56,
E3_static,U2_grid50x8_S8,resid_mob1w8,D_layer,0,-0.105,-0.1711,-0.0388,0.7056,22,68,0,70,56,
E3_static,U2_grid50x8_S8,resid_mob1w8,D_layer,1,-0.1161,-0.2066,-0.0256,0.5402,22,65,0,70,56,
E3_static,U2_grid50x8_S8,resid_mob1w8,D_layer,2,-0.1353,-0.2663,-0.0044,0.2814,21,63,0,70,56,
E3_static,U2_grid50x8_S8,resid_mob1w8,flow_com,-4,-0.1602,-0.2367,-0.0837,0.0925,23,70,0,70,56,
E3_static,U2_grid50x8_S8,resid_mob1w8,flow_com,-3,-0.2104,-0.288,-0.1327,0.0035,23,70,0,70,56,
E3_static,U2_grid50x8_S8,resid_mob1w8,flow_com,-2,-0.1842,-0.2663,-0.1021,0.0225,23,69,0,70,56,
E3_static,U2_grid50x8_S8,resid_mob1w8,flow_com,-1,-0.1957,-0.2734,-0.1181,0.0115,22,68,0,70,56,
E3_static,U2_grid50x8_S8,resid_mob1w8,flow_com,0,-0.1181,-0.197,-0.0392,0.5122,22,68,0,70,56,
E3_static,U2_grid50x8_S8,resid_mob1w8,flow_com,1,-0.1675,-0.265,-0.07,0.0635,22,65,0,70,56,
E3_static,U2_grid50x8_S8,resid_mob1w8,flow_com,2,-0.1564,-0.2741,-0.0387,0.1164,21,63,0,70,56,
E3_static,U2_grid50x8_S8,resid_mob1w8,min_mobk,-4,-0.2724,-0.3237,-0.2211,0.0005,23,70,0,70,mobk7,
E3_static,U2_grid50x8_S8,resid_mob1w8,min_mobk,-3,-0.2201,-0.2656,-0.1746,0.0005,23,70,0,70,mobk7,
E3_static,U2_grid50x8_S8,resid_mob1w8,min_mobk,-2,-0.2029,-0.2715,-0.1343,0.005,23,69,0,70,mobk7,
E3_static,U2_grid50x8_S8,resid_mob1w8,min_mobk,-1,-0.2323,-0.3291,-0.1356,0.0005,22,68,0,70,mobk7,
E3_static,U2_grid50x8_S8,resid_mob1w8,min_mobk,0,-0.2081,-0.3158,-0.1003,0.0035,22,68,0,70,mobk7,yes
E3_static,U2_grid50x8_S8,resid_mob1w8,min_mobk,1,-0.227,-0.3206,-0.1335,0.0005,22,65,0,70,mobk7,
E3_static,U2_grid50x8_S8,resid_mob1w8,min_mobk,2,-0.176,-0.2848,-0.0672,0.0205,21,63,0,70,mobk7,
E3_static,U3_grid50x8_objaware,raw,D_tok,-4,-0.0017,-0.1335,0.1301,1.0,34,59,110,110,56,
E3_static,U3_grid50x8_objaware,raw,D_tok,-3,-0.1007,-0.2464,0.0451,0.997,32,57,110,110,56,
E3_static,U3_grid50x8_objaware,raw,D_tok,-2,-0.0624,-0.2051,0.0802,1.0,32,57,110,110,56,
E3_static,U3_grid50x8_objaware,raw,D_tok,-1,-0.1975,-0.3302,-0.0647,0.2354,32,57,110,110,56,
E3_static,U3_grid50x8_objaware,raw,D_tok,0,-0.1391,-0.2824,0.0041,0.8176,30,55,110,110,56,
E3_static,U3_grid50x8_objaware,raw,D_tok,1,-0.1873,-0.3438,-0.0308,0.3198,25,48,98,110,56,
E3_static,U3_grid50x8_objaware,raw,D_tok,2,-0.0897,-0.2596,0.0802,0.9995,23,45,94,110,56,
E3_static,U3_grid50x8_objaware,raw,C,-4,-0.0012,-0.135,0.1325,1.0,34,59,110,110,56,
E3_static,U3_grid50x8_objaware,raw,C,-3,0.1044,-0.036,0.2448,0.994,32,57,110,110,56,
E3_static,U3_grid50x8_objaware,raw,C,-2,0.0438,-0.0955,0.1832,1.0,32,57,110,110,56,
E3_static,U3_grid50x8_objaware,raw,C,-1,0.1552,0.0173,0.2931,0.6632,32,57,110,110,56,
E3_static,U3_grid50x8_objaware,raw,C,0,0.1722,0.0343,0.3101,0.4758,30,55,110,110,56,yes
E3_static,U3_grid50x8_objaware,raw,C,1,0.167,0.0183,0.3157,0.5297,25,48,98,110,56,
E3_static,U3_grid50x8_objaware,raw,C,2,0.0498,-0.1248,0.2244,1.0,23,45,94,110,56,
E3_static,U3_grid50x8_objaware,raw,S_ent,-4,-0.0525,-0.186,0.0811,1.0,34,59,110,110,56,
E3_static,U3_grid50x8_objaware,raw,S_ent,-3,0.0467,-0.0936,0.187,1.0,32,57,110,110,56,
E3_static,U3_grid50x8_objaware,raw,S_ent,-2,0.0499,-0.094,0.1939,1.0,32,57,110,110,56,
E3_static,U3_grid50x8_objaware,raw,S_ent,-1,0.0558,-0.0976,0.2093,1.0,32,57,110,110,56,
E3_static,U3_grid50x8_objaware,raw,S_ent,0,0.0359,-0.1224,0.1942,1.0,30,55,110,110,56,yes
E3_static,U3_grid50x8_objaware,raw,S_ent,1,0.1026,-0.0705,0.2756,0.9955,25,48,98,110,56,
E3_static,U3_grid50x8_objaware,raw,S_ent,2,0.0688,-0.107,0.2447,1.0,23,45,94,110,56,
E3_static,U3_grid50x8_objaware,raw,S_margin,-4,0.0103,-0.1273,0.1479,1.0,34,59,110,110,56,
E3_static,U3_grid50x8_objaware,raw,S_margin,-3,-0.1107,-0.2309,0.0096,0.985,32,57,110,110,56,
E3_static,U3_grid50x8_objaware,raw,S_margin,-2,-0.0291,-0.1579,0.0997,1.0,32,57,110,110,56,
E3_static,U3_grid50x8_objaware,raw,S_margin,-1,-0.0059,-0.1531,0.1413,1.0,32,57,110,110,56,
E3_static,U3_grid50x8_objaware,raw,S_margin,0,0.032,-0.12,0.184,1.0,30,55,110,110,56,
E3_static,U3_grid50x8_objaware,raw,S_margin,1,-0.0878,-0.258,0.0824,0.9995,25,48,98,110,56,
E3_static,U3_grid50x8_objaware,raw,S_margin,2,-0.0659,-0.2187,0.0868,1.0,23,45,94,110,56,
E3_static,U3_grid50x8_objaware,raw,V,-4,-0.0366,-0.1805,0.1074,1.0,34,59,110,110,56,
E3_static,U3_grid50x8_objaware,raw,V,-3,-0.0606,-0.2129,0.0917,1.0,32,57,110,110,56,
E3_static,U3_grid50x8_objaware,raw,V,-2,-0.0594,-0.1948,0.0761,1.0,32,57,110,110,56,
E3_static,U3_grid50x8_objaware,raw,V,-1,-0.0849,-0.2259,0.0562,0.9995,32,57,110,110,56,
E3_static,U3_grid50x8_objaware,raw,V,0,-0.077,-0.2469,0.0928,1.0,30,55,110,110,56,
E3_static,U3_grid50x8_objaware,raw,V,1,-0.0804,-0.2432,0.0825,1.0,25,48,98,110,56,
E3_static,U3_grid50x8_objaware,raw,V,2,-0.0308,-0.1994,0.1378,1.0,23,45,94,110,56,
E3_static,U3_grid50x8_objaware,raw,A,-4,0.0383,-0.0956,0.1723,1.0,34,59,110,110,56,
E3_static,U3_grid50x8_objaware,raw,A,-3,-0.0089,-0.1541,0.1362,1.0,32,57,110,110,56,
E3_static,U3_grid50x8_objaware,raw,A,-2,-0.0084,-0.1399,0.1231,1.0,32,57,110,110,56,
E3_static,U3_grid50x8_objaware,raw,A,-1,-0.1148,-0.2516,0.0221,0.971,32,57,110,110,56,
E3_static,U3_grid50x8_objaware,raw,A,0,-0.0743,-0.2412,0.0925,1.0,30,55,110,110,56,
E3_static,U3_grid50x8_objaware,raw,A,1,-0.0958,-0.2728,0.0812,0.9985,25,48,98,110,56,
E3_static,U3_grid50x8_objaware,raw,A,2,-0.0915,-0.2642,0.0812,0.9995,23,45,94,110,56,
E3_static,U3_grid50x8_objaware,raw,D_layer,-4,0.0098,-0.1204,0.14,1.0,34,59,110,110,56,
E3_static,U3_grid50x8_objaware,raw,D_layer,-3,0.0127,-0.1269,0.1524,1.0,32,57,110,110,56,
E3_static,U3_grid50x8_objaware,raw,D_layer,-2,-0.0498,-0.192,0.0924,1.0,32,57,110,110,56,
E3_static,U3_grid50x8_objaware,raw,D_layer,-1,-0.0133,-0.1627,0.1361,1.0,32,57,110,110,56,
E3_static,U3_grid50x8_objaware,raw,D_layer,0,0.0647,-0.0872,0.2166,1.0,30,55,110,110,56,
E3_static,U3_grid50x8_objaware,raw,D_layer,1,-0.0985,-0.2688,0.0717,0.998,25,48,98,110,56,
E3_static,U3_grid50x8_objaware,raw,D_layer,2,-0.0773,-0.2591,0.1046,1.0,23,45,94,110,56,
E3_static,U3_grid50x8_objaware,raw,flow_com,-4,0.0506,-0.0822,0.1834,1.0,34,59,110,110,56,
E3_static,U3_grid50x8_objaware,raw,flow_com,-3,-0.009,-0.1479,0.1299,1.0,32,57,110,110,56,
E3_static,U3_grid50x8_objaware,raw,flow_com,-2,-0.0891,-0.2227,0.0444,0.9995,32,57,110,110,56,
E3_static,U3_grid50x8_objaware,raw,flow_com,-1,0.0316,-0.0992,0.1625,1.0,32,57,110,110,56,
E3_static,U3_grid50x8_objaware,raw,flow_com,0,0.045,-0.1102,0.2002,1.0,30,55,110,110,56,
E3_static,U3_grid50x8_objaware,raw,flow_com,1,-0.0319,-0.188,0.1242,1.0,25,48,98,110,56,
E3_static,U3_grid50x8_objaware,raw,flow_com,2,0.0705,-0.1055,0.2465,1.0,23,45,94,110,56,
E3_static,U3_grid50x8_objaware,raw,min_mobk,-4,-0.4062,-0.4749,-0.3375,0.0005,34,59,110,110,mobk7,
E3_static,U3_grid50x8_objaware,raw,min_mobk,-3,-0.4051,-0.4841,-0.3262,0.0005,32,57,110,110,mobk7,
E3_static,U3_grid50x8_objaware,raw,min_mobk,-2,-0.4509,-0.4984,-0.4034,0.0005,32,57,110,110,mobk7,
E3_static,U3_grid50x8_objaware,raw,min_mobk,-1,-0.4172,-0.4815,-0.353,0.0005,32,57,110,110,mobk7,
E3_static,U3_grid50x8_objaware,raw,min_mobk,0,-0.3546,-0.4586,-0.2506,0.0005,30,55,110,110,mobk7,yes
E3_static,U3_grid50x8_objaware,raw,min_mobk,1,-0.2889,-0.4288,-0.149,0.0035,25,48,98,110,mobk7,
E3_static,U3_grid50x8_objaware,raw,min_mobk,2,-0.2382,-0.4109,-0.0656,0.0235,23,45,94,110,mobk7,
E3_static,U3_grid50x8_objaware,resid_mob1w8,D_tok,-4,0.0628,-0.0595,0.1852,1.0,28,53,0,110,56,
E3_static,U3_grid50x8_objaware,resid_mob1w8,D_tok,-3,0.0323,-0.1068,0.1714,1.0,26,51,0,110,56,
E3_static,U3_grid50x8_objaware,resid_mob1w8,D_tok,-2,-0.0986,-0.2023,0.005,0.9915,26,51,0,110,56,
E3_static,U3_grid50x8_objaware,resid_mob1w8,D_tok,-1,-0.0329,-0.1853,0.1196,1.0,24,49,0,110,56,
E3_static,U3_grid50x8_objaware,resid_mob1w8,D_tok,0,-0.0556,-0.2135,0.1023,1.0,22,46,0,110,56,
E3_static,U3_grid50x8_objaware,resid_mob1w8,D_tok,1,-0.0897,-0.2306,0.0513,0.9985,17,40,0,110,56,
E3_static,U3_grid50x8_objaware,resid_mob1w8,D_tok,2,0.0252,-0.1677,0.2182,1.0,17,39,0,110,56,
E3_static,U3_grid50x8_objaware,resid_mob1w8,C,-4,-0.0329,-0.157,0.0911,1.0,28,53,0,110,56,
E3_static,U3_grid50x8_objaware,resid_mob1w8,C,-3,-0.0376,-0.1545,0.0792,1.0,26,51,0,110,56,
E3_static,U3_grid50x8_objaware,resid_mob1w8,C,-2,0.0359,-0.0839,0.1557,1.0,26,51,0,110,56,
E3_static,U3_grid50x8_objaware,resid_mob1w8,C,-1,0.021,-0.1049,0.1468,1.0,24,49,0,110,56,
E3_static,U3_grid50x8_objaware,resid_mob1w8,C,0,0.0667,-0.0879,0.2212,1.0,22,46,0,110,56,yes
E3_static,U3_grid50x8_objaware,resid_mob1w8,C,1,-0.0099,-0.1517,0.1319,1.0,17,40,0,110,56,
E3_static,U3_grid50x8_objaware,resid_mob1w8,C,2,-0.0547,-0.2289,0.1196,1.0,17,39,0,110,56,
E3_static,U3_grid50x8_objaware,resid_mob1w8,S_ent,-4,-0.0874,-0.1952,0.0204,0.9985,28,53,0,110,56,
E3_static,U3_grid50x8_objaware,resid_mob1w8,S_ent,-3,-0.083,-0.2031,0.037,0.9995,26,51,0,110,56,
E3_static,U3_grid50x8_objaware,resid_mob1w8,S_ent,-2,-0.0276,-0.1463,0.0911,1.0,26,51,0,110,56,
E3_static,U3_grid50x8_objaware,resid_mob1w8,S_ent,-1,0.0014,-0.1396,0.1423,1.0,24,49,0,110,56,
E3_static,U3_grid50x8_objaware,resid_mob1w8,S_ent,0,-0.0586,-0.2043,0.087,1.0,22,46,0,110,56,yes
E3_static,U3_grid50x8_objaware,resid_mob1w8,S_ent,1,-0.0096,-0.1539,0.1348,1.0,17,40,0,110,56,
E3_static,U3_grid50x8_objaware,resid_mob1w8,S_ent,2,-0.0971,-0.2848,0.0906,0.996,17,39,0,110,56,
E3_static,U3_grid50x8_objaware,resid_mob1w8,S_margin,-4,0.0378,-0.0718,0.1474,1.0,28,53,0,110,56,
E3_static,U3_grid50x8_objaware,resid_mob1w8,S_margin,-3,-0.0645,-0.1761,0.047,1.0,26,51,0,110,56,
E3_static,U3_grid50x8_objaware,resid_mob1w8,S_margin,-2,-0.03,-0.1713,0.1113,1.0,26,51,0,110,56,
E3_static,U3_grid50x8_objaware,resid_mob1w8,S_margin,-1,0.0437,-0.1056,0.193,1.0,24,49,0,110,56,
E3_static,U3_grid50x8_objaware,resid_mob1w8,S_margin,0,0.1054,-0.0326,0.2435,0.9805,22,46,0,110,56,
E3_static,U3_grid50x8_objaware,resid_mob1w8,S_margin,1,-0.0852,-0.2538,0.0835,0.9985,17,40,0,110,56,
E3_static,U3_grid50x8_objaware,resid_mob1w8,S_margin,2,-0.055,-0.2123,0.1022,1.0,17,39,0,110,56,
E3_static,U3_grid50x8_objaware,resid_mob1w8,V,-4,0.0252,-0.11,0.1605,1.0,28,53,0,110,56,
E3_static,U3_grid50x8_objaware,resid_mob1w8,V,-3,0.0519,-0.0868,0.1906,1.0,26,51,0,110,56,
E3_static,U3_grid50x8_objaware,resid_mob1w8,V,-2,-0.0374,-0.1539,0.0791,1.0,26,51,0,110,56,
E3_static,U3_grid50x8_objaware,resid_mob1w8,V,-1,0.0107,-0.1469,0.1683,1.0,24,49,0,110,56,
E3_static,U3_grid50x8_objaware,resid_mob1w8,V,0,0.0673,-0.1064,0.241,1.0,22,46,0,110,56,
E3_static,U3_grid50x8_objaware,resid_mob1w8,V,1,-0.0086,-0.1509,0.1337,1.0,17,40,0,110,56,
E3_static,U3_grid50x8_objaware,resid_mob1w8,V,2,0.0122,-0.1828,0.2072,1.0,17,39,0,110,56,
E3_static,U3_grid50x8_objaware,resid_mob1w8,A,-4,-0.0004,-0.1382,0.1374,1.0,28,53,0,110,56,
E3_static,U3_grid50x8_objaware,resid_mob1w8,A,-3,0.0384,-0.0994,0.1762,1.0,26,51,0,110,56,
E3_static,U3_grid50x8_objaware,resid_mob1w8,A,-2,-0.0249,-0.1451,0.0952,1.0,26,51,0,110,56,
E3_static,U3_grid50x8_objaware,resid_mob1w8,A,-1,-0.0272,-0.1737,0.1193,1.0,24,49,0,110,56,
E3_static,U3_grid50x8_objaware,resid_mob1w8,A,0,0.0482,-0.131,0.2275,1.0,22,46,0,110,56,
E3_static,U3_grid50x8_objaware,resid_mob1w8,A,1,-0.0708,-0.2113,0.0696,1.0,17,40,0,110,56,
E3_static,U3_grid50x8_objaware,resid_mob1w8,A,2,-0.1096,-0.2596,0.0405,0.97,17,39,0,110,56,
E3_static,U3_grid50x8_objaware,resid_mob1w8,D_layer,-4,0.0512,-0.0554,0.1578,1.0,28,53,0,110,56,
E3_static,U3_grid50x8_objaware,resid_mob1w8,D_layer,-3,0.05,-0.0649,0.165,1.0,26,51,0,110,56,
E3_static,U3_grid50x8_objaware,resid_mob1w8,D_layer,-2,-0.0011,-0.1032,0.1009,1.0,26,51,0,110,56,
E3_static,U3_grid50x8_objaware,resid_mob1w8,D_layer,-1,-0.0075,-0.1512,0.1363,1.0,24,49,0,110,56,
E3_static,U3_grid50x8_objaware,resid_mob1w8,D_layer,0,0.0827,-0.0599,0.2252,0.9995,22,46,0,110,56,
E3_static,U3_grid50x8_objaware,resid_mob1w8,D_layer,1,-0.0923,-0.2307,0.0462,0.9975,17,40,0,110,56,
E3_static,U3_grid50x8_objaware,resid_mob1w8,D_layer,2,0.0648,-0.1063,0.236,1.0,17,39,0,110,56,
E3_static,U3_grid50x8_objaware,resid_mob1w8,flow_com,-4,0.0561,-0.0565,0.1687,1.0,28,53,0,110,56,
E3_static,U3_grid50x8_objaware,resid_mob1w8,flow_com,-3,0.036,-0.0934,0.1653,1.0,26,51,0,110,56,
E3_static,U3_grid50x8_objaware,resid_mob1w8,flow_com,-2,-0.014,-0.133,0.105,1.0,26,51,0,110,56,
E3_static,U3_grid50x8_objaware,resid_mob1w8,flow_com,-1,0.0931,-0.0197,0.2059,0.9975,24,49,0,110,56,
E3_static,U3_grid50x8_objaware,resid_mob1w8,flow_com,0,-0.0099,-0.1867,0.167,1.0,22,46,0,110,56,
E3_static,U3_grid50x8_objaware,resid_mob1w8,flow_com,1,-0.073,-0.2176,0.0716,1.0,17,40,0,110,56,
E3_static,U3_grid50x8_objaware,resid_mob1w8,flow_com,2,0.0077,-0.1726,0.1881,1.0,17,39,0,110,56,
E3_static,U3_grid50x8_objaware,resid_mob1w8,min_mobk,-4,-0.21,-0.3223,-0.0977,0.0405,28,53,0,110,mobk7,
E3_static,U3_grid50x8_objaware,resid_mob1w8,min_mobk,-3,-0.271,-0.3923,-0.1496,0.0015,26,51,0,110,mobk7,
E3_static,U3_grid50x8_objaware,resid_mob1w8,min_mobk,-2,-0.2479,-0.3561,-0.1397,0.0045,26,51,0,110,mobk7,
E3_static,U3_grid50x8_objaware,resid_mob1w8,min_mobk,-1,-0.1339,-0.2639,-0.0038,0.3348,24,49,0,110,mobk7,
E3_static,U3_grid50x8_objaware,resid_mob1w8,min_mobk,0,-0.2008,-0.3133,-0.0884,0.052,22,46,0,110,mobk7,yes
E3_static,U3_grid50x8_objaware,resid_mob1w8,min_mobk,1,-0.1081,-0.2874,0.0712,0.5642,17,40,0,110,mobk7,
E3_static,U3_grid50x8_objaware,resid_mob1w8,min_mobk,2,-0.01,-0.1916,0.1715,1.0,17,39,0,110,mobk7,
