fold,suite,seed,reference_cap,method,view,scope,task,episodes,failures,auc,ap,task_macro_auc,within_init_macro_auc,scorable_fraction,mixed_tasks
libero_long_20260907,libero_long,20260907,4096,v7_guard_timeband,common_horizon,seen,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,80,0,,,,,1.0,0
libero_long_20260907,libero_long,20260907,4096,v7_guard_timeband,common_horizon,seen,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,80,28,0.867445054945055,0.7541161288771827,0.867445054945055,0.9,1.0,1
libero_long_20260907,libero_long,20260907,4096,v7_guard_timeband,common_horizon,seen,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,80,5,0.792,0.4975641025641025,0.792,0.8,1.0,1
libero_long_20260907,libero_long,20260907,4096,v7_guard_timeband,common_horizon,seen,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,80,0,,,,,1.0,0
libero_long_20260907,libero_long,20260907,4096,v7_guard_timeband,common_horizon,seen,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,80,1,0.9113924050632911,0.125,0.9113924050632911,0.0,1.0,1
libero_long_20260907,libero_long,20260907,4096,v7_guard_timeband,common_horizon,seen,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,80,8,0.3402777777777778,0.08018655368007435,0.3402777777777778,0.32142857142857145,1.0,1
libero_long_20260907,libero_long,20260907,4096,v7_guard_timeband,common_horizon,seen,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,80,0,,,,,1.0,0
libero_long_20260907,libero_long,20260907,4096,v7_guard_timeband,common_horizon,unseen,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,400,1,0.44611528822055135,0.0045045045045045045,0.44611528822055135,0.14285714285714285,1.0,1
libero_long_20260907,libero_long,20260907,4096,v7_guard_timeband,common_horizon,unseen,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,400,1,0.8395989974937343,0.015384615384615385,0.8395989974937343,1.0,1.0,1
libero_long_20260907,libero_long,20260907,4096,v7_guard_timeband,common_horizon,unseen,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,400,47,0.6254595865228135,0.17098310376439424,0.6254595865228135,0.6549933862433862,1.0,1
libero_long_20260907,libero_long,20260907,4096,v7_freeze_constant,full,seen,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,80,0,,,,,1.0,0
libero_long_20260907,libero_long,20260907,4096,v7_freeze_constant,full,seen,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,80,28,0.8928571428571429,0.8549161842327931,0.8928571428571429,0.9,1.0,1
libero_long_20260907,libero_long,20260907,4096,v7_freeze_constant,full,seen,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,80,5,1.0,1.0,1.0,1.0,1.0,1
libero_long_20260907,libero_long,20260907,4096,v7_freeze_constant,full,seen,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,80,0,,,,,1.0,0
libero_long_20260907,libero_long,20260907,4096,v7_freeze_constant,full,seen,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,80,1,1.0,1.0,1.0,1.0,1.0,1
libero_long_20260907,libero_long,20260907,4096,v7_freeze_constant,full,seen,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,80,8,0.9895833333333334,0.875545634920635,0.9895833333333334,0.8611111111111112,1.0,1
libero_long_20260907,libero_long,20260907,4096,v7_freeze_constant,full,seen,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,80,0,,,,,1.0,0
libero_long_20260907,libero_long,20260907,4096,v7_freeze_constant,full,unseen,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,400,1,1.0,1.0,1.0,1.0,1.0,1
libero_long_20260907,libero_long,20260907,4096,v7_freeze_constant,full,unseen,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,400,1,0.9949874686716792,0.3333333333333333,0.9949874686716792,1.0,1.0,1
libero_long_20260907,libero_long,20260907,4096,v7_freeze_constant,full,unseen,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,400,47,0.9730576818757157,0.8081540539794672,0.9730576818757157,0.9629629629629631,1.0,1
libero_long_20260907,libero_long,20260907,4096,v7_freeze_constant,common_horizon,seen,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,80,0,,,,,1.0,0
libero_long_20260907,libero_long,20260907,4096,v7_freeze_constant,common_horizon,seen,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,80,28,0.867445054945055,0.7541161288771827,0.867445054945055,0.9,1.0,1
libero_long_20260907,libero_long,20260907,4096,v7_freeze_constant,common_horizon,seen,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,80,5,0.8986666666666666,0.682258064516129,0.8986666666666666,0.8,1.0,1
libero_long_20260907,libero_long,20260907,4096,v7_freeze_constant,common_horizon,seen,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,80,0,,,,,1.0,0
libero_long_20260907,libero_long,20260907,4096,v7_freeze_constant,common_horizon,seen,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,80,1,0.9113924050632911,0.125,0.9113924050632911,0.0,1.0,1
libero_long_20260907,libero_long,20260907,4096,v7_freeze_constant,common_horizon,seen,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,80,8,0.3402777777777778,0.08018655368007435,0.3402777777777778,0.32142857142857145,1.0,1
libero_long_20260907,libero_long,20260907,4096,v7_freeze_constant,common_horizon,seen,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,80,0,,,,,1.0,0
libero_long_20260907,libero_long,20260907,4096,v7_freeze_constant,common_horizon,unseen,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,400,1,0.44862155388471175,0.004524886877828055,0.44862155388471175,0.14285714285714285,1.0,1
libero_long_20260907,libero_long,20260907,4096,v7_freeze_constant,common_horizon,unseen,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,400,1,0.8421052631578947,0.015625,0.8421052631578947,1.0,1.0,1
libero_long_20260907,libero_long,20260907,4096,v7_freeze_constant,common_horizon,unseen,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,400,47,0.6288349104936412,0.17337431774260958,0.6288349104936412,0.6872685185185186,1.0,1
libero_long_20260907,libero_long,20260907,4096,v7_turbulence_constant,full,seen,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,80,0,,,,,1.0,0
libero_long_20260907,libero_long,20260907,4096,v7_turbulence_constant,full,seen,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,80,28,0.5631868131868132,0.49304429453778076,0.5631868131868132,0.5733333333333334,1.0,1
libero_long_20260907,libero_long,20260907,4096,v7_turbulence_constant,full,seen,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,80,5,0.9306666666666666,0.4809523809523809,0.9306666666666666,0.9583333333333333,1.0,1
libero_long_20260907,libero_long,20260907,4096,v7_turbulence_constant,full,seen,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,80,0,,,,,1.0,0
libero_long_20260907,libero_long,20260907,4096,v7_turbulence_constant,full,seen,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,80,1,0.8987341772151899,0.1111111111111111,0.8987341772151899,0.7142857142857143,1.0,1
libero_long_20260907,libero_long,20260907,4096,v7_turbulence_constant,full,seen,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,80,8,0.9947916666666666,0.9526289682539684,0.9947916666666666,0.9444444444444445,1.0,1
libero_long_20260907,libero_long,20260907,4096,v7_turbulence_constant,full,seen,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,80,0,,,,,1.0,0
libero_long_20260907,libero_long,20260907,4096,v7_turbulence_constant,full,unseen,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,400,1,0.9949874686716792,0.3333333333333333,0.9949874686716792,1.0,1.0,1
libero_long_20260907,libero_long,20260907,4096,v7_turbulence_constant,full,unseen,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,400,1,0.9899749373433584,0.2,0.9899749373433584,1.0,1.0,1
libero_long_20260907,libero_long,20260907,4096,v7_turbulence_constant,full,unseen,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,400,47,0.9867397986860346,0.9349621758399905,0.9867397986860346,0.9794973544973544,1.0,1
libero_long_20260907,libero_long,20260907,4096,v7_turbulence_constant,common_horizon,seen,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,80,0,,,,,1.0,0
libero_long_20260907,libero_long,20260907,4096,v7_turbulence_constant,common_horizon,seen,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,80,28,0.5638736263736264,0.36583538488322676,0.5638736263736264,0.47000000000000003,1.0,1
libero_long_20260907,libero_long,20260907,4096,v7_turbulence_constant,common_horizon,seen,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,80,5,0.17866666666666667,0.04375165906861331,0.17866666666666667,0.24166666666666667,1.0,1
libero_long_20260907,libero_long,20260907,4096,v7_turbulence_constant,common_horizon,seen,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,80,0,,,,,1.0,0
libero_long_20260907,libero_long,20260907,4096,v7_turbulence_constant,common_horizon,seen,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,80,1,0.9240506329113924,0.14285714285714285,0.9240506329113924,0.7142857142857143,1.0,1
libero_long_20260907,libero_long,20260907,4096,v7_turbulence_constant,common_horizon,seen,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,80,8,0.2916666666666667,0.0750200889024196,0.2916666666666667,0.32936507936507936,1.0,1
libero_long_20260907,libero_long,20260907,4096,v7_turbulence_constant,common_horizon,seen,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,80,0,,,,,1.0,0
libero_long_20260907,libero_long,20260907,4096,v7_turbulence_constant,common_horizon,unseen,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,400,1,0.9974937343358395,0.5,0.9974937343358395,1.0,1.0,1
libero_long_20260907,libero_long,20260907,4096,v7_turbulence_constant,common_horizon,unseen,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,400,1,0.8345864661654135,0.014925373134328358,0.8345864661654135,0.8571428571428571,1.0,1
libero_long_20260907,libero_long,20260907,4096,v7_turbulence_constant,common_horizon,unseen,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,400,47,0.5642818395515641,0.1408110580254971,0.5642818395515641,0.43720238095238095,1.0,1
libero_long_20260907,libero_long,20260907,4096,v7_success_fusion_constant,full,seen,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,80,0,,,,,1.0,0
libero_long_20260907,libero_long,20260907,4096,v7_success_fusion_constant,full,seen,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,80,28,0.8777472527472527,0.7948672740607988,0.8777472527472527,0.8066666666666666,1.0,1
libero_long_20260907,libero_long,20260907,4096,v7_success_fusion_constant,full,seen,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,80,5,0.976,0.5961904761904762,0.976,0.9166666666666667,1.0,1
libero_long_20260907,libero_long,20260907,4096,v7_success_fusion_constant,full,seen,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,80,0,,,,,1.0,0
libero_long_20260907,libero_long,20260907,4096,v7_success_fusion_constant,full,seen,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,80,1,1.0,1.0,1.0,1.0,1.0,1
libero_long_20260907,libero_long,20260907,4096,v7_success_fusion_constant,full,seen,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,80,8,0.9878472222222222,0.9105519480519482,0.9878472222222222,0.9444444444444445,1.0,1
libero_long_20260907,libero_long,20260907,4096,v7_success_fusion_constant,full,seen,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,80,0,,,,,1.0,0
libero_long_20260907,libero_long,20260907,4096,v7_success_fusion_constant,full,unseen,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,400,1,0.9799498746867168,0.1111111111111111,0.9799498746867168,1.0,1.0,1
libero_long_20260907,libero_long,20260907,4096,v7_success_fusion_constant,full,unseen,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,400,1,0.8696741854636592,0.018867924528301886,0.8696741854636592,0.8571428571428571,1.0,1
libero_long_20260907,libero_long,20260907,4096,v7_success_fusion_constant,full,unseen,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,400,47,0.9528057380507504,0.6697329239131281,0.9528057380507504,0.9165013227513228,1.0,1
libero_long_20260907,libero_long,20260907,4096,v7_success_fusion_constant,common_horizon,seen,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,80,0,,,,,1.0,0
libero_long_20260907,libero_long,20260907,4096,v7_success_fusion_constant,common_horizon,seen,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,80,28,0.8358516483516484,0.6713346251885035,0.8358516483516484,0.8066666666666666,1.0,1
libero_long_20260907,libero_long,20260907,4096,v7_success_fusion_constant,common_horizon,seen,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,80,5,0.8293333333333334,0.2576457307060755,0.8293333333333334,0.9166666666666667,1.0,1
libero_long_20260907,libero_long,20260907,4096,v7_success_fusion_constant,common_horizon,seen,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,80,0,,,,,1.0,0
libero_long_20260907,libero_long,20260907,4096,v7_success_fusion_constant,common_horizon,seen,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,80,1,1.0,1.0,1.0,1.0,1.0,1
libero_long_20260907,libero_long,20260907,4096,v7_success_fusion_constant,common_horizon,seen,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,80,8,0.8211805555555556,0.5374644381223328,0.8211805555555556,0.8492063492063493,1.0,1
libero_long_20260907,libero_long,20260907,4096,v7_success_fusion_constant,common_horizon,seen,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,80,0,,,,,1.0,0
libero_long_20260907,libero_long,20260907,4096,v7_success_fusion_constant,common_horizon,unseen,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,400,1,0.7518796992481203,0.01,0.7518796992481203,1.0,1.0,1
libero_long_20260907,libero_long,20260907,4096,v7_success_fusion_constant,common_horizon,unseen,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,400,1,0.87468671679198,0.0196078431372549,0.87468671679198,0.8571428571428571,1.0,1
libero_long_20260907,libero_long,20260907,4096,v7_success_fusion_constant,common_horizon,unseen,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,400,47,0.44536194322222894,0.1371783078909355,0.44536194322222894,0.4409391534391534,1.0,1
libero_long_20260908,libero_long,20260908,4096,v7_guard_constant,full,seen,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,80,1,1.0,1.0,1.0,1.0,1.0,1
libero_long_20260908,libero_long,20260908,4096,v7_guard_constant,full,seen,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,80,1,1.0,1.0,1.0,1.0,1.0,1
libero_long_20260908,libero_long,20260908,4096,v7_guard_constant,full,seen,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,80,0,,,,,1.0,0
libero_long_20260908,libero_long,20260908,4096,v7_guard_constant,full,seen,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,80,1,0.9620253164556962,0.25,0.9620253164556962,0.8571428571428571,1.0,1
libero_long_20260908,libero_long,20260908,4096,v7_guard_constant,full,seen,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,80,3,1.0,1.0,1.0,1.0,1.0,1
libero_long_20260908,libero_long,20260908,4096,v7_guard_constant,full,seen,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,80,8,0.9826388888888888,0.883173076923077,0.9826388888888888,0.9733333333333334,1.0,1
libero_long_20260908,libero_long,20260908,4096,v7_guard_constant,full,seen,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,80,4,0.9835526315789473,0.7928571428571428,0.9835526315789473,0.6875,1.0,1
libero_long_20260908,libero_long,20260908,4096,v7_guard_constant,full,unseen,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,400,1,1.0,1.0,1.0,1.0,1.0,1
libero_long_20260908,libero_long,20260908,4096,v7_guard_constant,full,unseen,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,400,151,0.8894119524455437,0.8785553422259023,0.8894119524455437,0.8656462585034014,1.0,1
libero_long_20260908,libero_long,20260908,4096,v7_guard_constant,full,unseen,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,400,30,0.9951351351351352,0.9534670231108249,0.9951351351351352,0.8365079365079365,1.0,1
libero_long_20260908,libero_long,20260908,4096,v7_guard_constant,common_horizon,seen,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,80,1,0.10126582278481013,0.013888888888888888,0.10126582278481013,0.14285714285714285,1.0,1
libero_long_20260908,libero_long,20260908,4096,v7_guard_constant,common_horizon,seen,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,80,1,0.9240506329113924,0.14285714285714285,0.9240506329113924,1.0,1.0,1
libero_long_20260908,libero_long,20260908,4096,v7_guard_constant,common_horizon,seen,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,80,0,,,,,1.0,0
libero_long_20260908,libero_long,20260908,4096,v7_guard_constant,common_horizon,seen,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,80,1,0.9367088607594937,0.16666666666666666,0.9367088607594937,0.7142857142857143,1.0,1
libero_long_20260908,libero_long,20260908,4096,v7_guard_constant,common_horizon,seen,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,80,3,0.27705627705627706,0.03913630229419703,0.27705627705627706,0.2380952380952381,1.0,1
libero_long_20260908,libero_long,20260908,4096,v7_guard_constant,common_horizon,seen,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,80,8,0.5520833333333334,0.23285199974064752,0.5520833333333334,0.6523809523809524,1.0,1
libero_long_20260908,libero_long,20260908,4096,v7_guard_constant,common_horizon,seen,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,80,4,0.8651315789473685,0.1856272812155165,0.8651315789473685,0.8125,1.0,1
libero_long_20260908,libero_long,20260908,4096,v7_guard_constant,common_horizon,unseen,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,400,1,0.44862155388471175,0.004524886877828055,0.44862155388471175,0.14285714285714285,1.0,1
libero_long_20260908,libero_long,20260908,4096,v7_guard_constant,common_horizon,unseen,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,400,151,0.8083991595521157,0.7838266024550938,0.8083991595521157,0.7543792517006802,1.0,1
libero_long_20260908,libero_long,20260908,4096,v7_guard_constant,common_horizon,unseen,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,400,30,0.96,0.8158098568919865,0.96,0.7337301587301587,1.0,1
libero_long_20260908,libero_long,20260908,4096,v7_guard_timeband,full,seen,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,80,1,1.0,1.0,1.0,1.0,1.0,1
libero_long_20260908,libero_long,20260908,4096,v7_guard_timeband,full,seen,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,80,1,1.0,1.0,1.0,1.0,1.0,1
libero_long_20260908,libero_long,20260908,4096,v7_guard_timeband,full,seen,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,80,0,,,,,1.0,0
libero_long_20260908,libero_long,20260908,4096,v7_guard_timeband,full,seen,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,80,1,0.9620253164556962,0.25,0.9620253164556962,0.8571428571428571,1.0,1
libero_long_20260908,libero_long,20260908,4096,v7_guard_timeband,full,seen,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,80,3,1.0,1.0,1.0,1.0,1.0,1
libero_long_20260908,libero_long,20260908,4096,v7_guard_timeband,full,seen,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,80,8,0.9826388888888888,0.883173076923077,0.9826388888888888,0.9733333333333334,1.0,1
libero_long_20260908,libero_long,20260908,4096,v7_guard_timeband,full,seen,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,80,4,0.9835526315789473,0.7928571428571428,0.9835526315789473,0.6875,1.0,1
libero_long_20260908,libero_long,20260908,4096,v7_guard_timeband,full,unseen,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,400,1,1.0,1.0,1.0,1.0,1.0,1
libero_long_20260908,libero_long,20260908,4096,v7_guard_timeband,full,unseen,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,400,151,0.8894119524455437,0.8785553422259023,0.8894119524455437,0.8656462585034014,1.0,1
libero_long_20260908,libero_long,20260908,4096,v7_guard_timeband,full,unseen,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,400,30,0.9951351351351352,0.9534670231108249,0.9951351351351352,0.8365079365079365,1.0,1
libero_long_20260908,libero_long,20260908,4096,v7_guard_timeband,common_horizon,seen,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,80,1,0.10126582278481013,0.013888888888888888,0.10126582278481013,0.14285714285714285,1.0,1
libero_long_20260908,libero_long,20260908,4096,v7_guard_timeband,common_horizon,seen,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,80,1,0.9240506329113924,0.14285714285714285,0.9240506329113924,1.0,1.0,1
libero_long_20260908,libero_long,20260908,4096,v7_guard_timeband,common_horizon,seen,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,80,0,,,,,1.0,0
libero_long_20260908,libero_long,20260908,4096,v7_guard_timeband,common_horizon,seen,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,80,1,0.9367088607594937,0.16666666666666666,0.9367088607594937,0.7142857142857143,1.0,1
libero_long_20260908,libero_long,20260908,4096,v7_guard_timeband,common_horizon,seen,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,80,3,0.27705627705627706,0.03913630229419703,0.27705627705627706,0.2380952380952381,1.0,1
libero_long_20260908,libero_long,20260908,4096,v7_guard_timeband,common_horizon,seen,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,80,8,0.5520833333333334,0.23285199974064752,0.5520833333333334,0.6523809523809524,1.0,1
libero_long_20260908,libero_long,20260908,4096,v7_guard_timeband,common_horizon,seen,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,80,4,0.8651315789473685,0.1856272812155165,0.8651315789473685,0.8125,1.0,1
libero_long_20260908,libero_long,20260908,4096,v7_guard_timeband,common_horizon,unseen,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,400,1,0.44862155388471175,0.004524886877828055,0.44862155388471175,0.14285714285714285,1.0,1
libero_long_20260908,libero_long,20260908,4096,v7_guard_timeband,common_horizon,unseen,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,400,151,0.8083991595521157,0.7838266024550938,0.8083991595521157,0.7543792517006802,1.0,1
libero_long_20260908,libero_long,20260908,4096,v7_guard_timeband,common_horizon,unseen,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,400,30,0.96,0.8158098568919865,0.96,0.7337301587301587,1.0,1
libero_long_20260908,libero_long,20260908,4096,v7_freeze_constant,full,seen,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,80,1,1.0,1.0,1.0,1.0,1.0,1
