fold,suite,seed,reference_cap,method,calibration,alpha,scope,task,episodes,failures,successes,tp,fp,recall,fpr,precision,balanced_accuracy,t_det,median_alarm_query
libero_long_20260907,libero_long,20260907,4096,v7_guard_timeband,episode,0.05,seen,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,80,1,79,1,7,1.0,0.08860759493670886,0.125,0.9556962025316456,0.6346153846153846,32.0
libero_long_20260907,libero_long,20260907,4096,v7_guard_timeband,episode,0.05,seen,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,80,8,72,4,1,0.5,0.013888888888888888,0.8,0.7430555555555556,0.8149038461538461,32.0
libero_long_20260907,libero_long,20260907,4096,v7_guard_timeband,episode,0.05,seen,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,80,0,80,0,1,,0.0125,0.0,,,
libero_long_20260907,libero_long,20260907,4096,v7_guard_timeband,episode,0.05,unseen,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,400,1,399,1,57,1.0,0.14285714285714285,0.017241379310344827,0.9285714285714286,0.5961538461538461,30.0
libero_long_20260907,libero_long,20260907,4096,v7_guard_timeband,episode,0.05,unseen,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,400,1,399,1,12,1.0,0.03007518796992481,0.07692307692307693,0.9849624060150376,0.8076923076923077,41.0
libero_long_20260907,libero_long,20260907,4096,v7_guard_timeband,episode,0.05,unseen,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,400,47,353,33,4,0.7021276595744681,0.0113314447592068,0.8918918918918919,0.8453981074076307,0.7860065466448446,34.0
libero_long_20260907,libero_long,20260907,4096,v7_guard_timeband,task_init,0.05,seen,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,80,0,80,0,0,,0.0,,,,
libero_long_20260907,libero_long,20260907,4096,v7_guard_timeband,task_init,0.05,seen,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,80,28,52,19,4,0.6785714285714286,0.07692307692307693,0.8260869565217391,0.8008241758241759,0.7699175824175823,33.0
libero_long_20260907,libero_long,20260907,4096,v7_guard_timeband,task_init,0.05,seen,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,80,5,75,4,0,0.8,0.0,1.0,0.9,0.7961538461538462,38.0
libero_long_20260907,libero_long,20260907,4096,v7_guard_timeband,task_init,0.05,seen,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,80,0,80,0,0,,0.0,,,,
libero_long_20260907,libero_long,20260907,4096,v7_guard_timeband,task_init,0.05,seen,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,80,1,79,1,4,1.0,0.05063291139240506,0.2,0.9746835443037974,0.6346153846153846,32.0
libero_long_20260907,libero_long,20260907,4096,v7_guard_timeband,task_init,0.05,seen,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,80,8,72,2,1,0.25,0.013888888888888888,0.6666666666666666,0.6180555555555556,0.90625,31.5
libero_long_20260907,libero_long,20260907,4096,v7_guard_timeband,task_init,0.05,seen,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,80,0,80,0,0,,0.0,,,,
libero_long_20260907,libero_long,20260907,4096,v7_guard_timeband,task_init,0.05,unseen,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,400,1,399,1,2,1.0,0.005012531328320802,0.3333333333333333,0.9974937343358397,0.6153846153846154,31.0
libero_long_20260907,libero_long,20260907,4096,v7_guard_timeband,task_init,0.05,unseen,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,400,1,399,1,7,1.0,0.017543859649122806,0.125,0.9912280701754386,0.8269230769230769,42.0
libero_long_20260907,libero_long,20260907,4096,v7_guard_timeband,task_init,0.05,unseen,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,400,47,353,20,2,0.425531914893617,0.0056657223796034,0.9090909090909091,0.7099330962570067,0.87152209492635,34.0
libero_long_20260907,libero_long,20260907,4096,v7_freeze_constant,episode,0.05,seen,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,80,0,80,0,0,,0.0,,,,
libero_long_20260907,libero_long,20260907,4096,v7_freeze_constant,episode,0.05,seen,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,80,28,52,23,7,0.8214285714285714,0.1346153846153846,0.7666666666666667,0.8434065934065934,0.6277472527472526,31.0
libero_long_20260907,libero_long,20260907,4096,v7_freeze_constant,episode,0.05,seen,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,80,5,75,5,0,1.0,0.0,1.0,1.0,0.75,38.0
libero_long_20260907,libero_long,20260907,4096,v7_freeze_constant,episode,0.05,seen,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,80,0,80,0,0,,0.0,,,,
libero_long_20260907,libero_long,20260907,4096,v7_freeze_constant,episode,0.05,seen,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,80,1,79,1,2,1.0,0.02531645569620253,0.3333333333333333,0.9873417721518988,0.6153846153846154,31.0
libero_long_20260907,libero_long,20260907,4096,v7_freeze_constant,episode,0.05,seen,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,80,8,72,8,1,1.0,0.013888888888888888,0.8888888888888888,0.9930555555555556,0.6177884615384616,31.0
libero_long_20260907,libero_long,20260907,4096,v7_freeze_constant,episode,0.05,seen,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,80,0,80,0,3,,0.0375,0.0,,,
libero_long_20260907,libero_long,20260907,4096,v7_freeze_constant,episode,0.05,unseen,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,400,1,399,1,8,1.0,0.020050125313283207,0.1111111111111111,0.9899749373433584,0.5576923076923077,28.0
libero_long_20260907,libero_long,20260907,4096,v7_freeze_constant,episode,0.05,unseen,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,400,1,399,1,13,1.0,0.03258145363408521,0.07142857142857142,0.9837092731829574,0.7692307692307693,39.0
libero_long_20260907,libero_long,20260907,4096,v7_freeze_constant,episode,0.05,unseen,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,400,47,353,33,10,0.7021276595744681,0.028328611898016998,0.7674418604651163,0.8368995238382255,0.7896890343698856,34.0
libero_long_20260907,libero_long,20260907,4096,v7_freeze_constant,task_init,0.05,seen,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,80,0,80,0,0,,0.0,,,,
libero_long_20260907,libero_long,20260907,4096,v7_freeze_constant,task_init,0.05,seen,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,80,28,52,18,3,0.6428571428571429,0.057692307692307696,0.8571428571428571,0.7925824175824175,0.7843406593406593,33.0
libero_long_20260907,libero_long,20260907,4096,v7_freeze_constant,task_init,0.05,seen,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,80,5,75,4,0,0.8,0.0,1.0,0.9,0.7884615384615385,37.5
libero_long_20260907,libero_long,20260907,4096,v7_freeze_constant,task_init,0.05,seen,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,80,0,80,0,0,,0.0,,,,
libero_long_20260907,libero_long,20260907,4096,v7_freeze_constant,task_init,0.05,seen,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,80,1,79,1,2,1.0,0.02531645569620253,0.3333333333333333,0.9873417721518988,0.6346153846153846,32.0
libero_long_20260907,libero_long,20260907,4096,v7_freeze_constant,task_init,0.05,seen,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,80,8,72,2,1,0.25,0.013888888888888888,0.6666666666666666,0.6180555555555556,0.9038461538461539,31.0
libero_long_20260907,libero_long,20260907,4096,v7_freeze_constant,task_init,0.05,seen,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,80,0,80,0,0,,0.0,,,,
libero_long_20260907,libero_long,20260907,4096,v7_freeze_constant,task_init,0.05,unseen,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,400,1,399,1,1,1.0,0.002506265664160401,0.5,0.9987468671679198,0.5961538461538461,30.0
libero_long_20260907,libero_long,20260907,4096,v7_freeze_constant,task_init,0.05,unseen,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,400,1,399,1,5,1.0,0.012531328320802004,0.16666666666666666,0.993734335839599,0.8076923076923077,41.0
libero_long_20260907,libero_long,20260907,4096,v7_freeze_constant,task_init,0.05,unseen,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,400,47,353,19,4,0.40425531914893614,0.0113314447592068,0.8260869565217391,0.6964619371948647,0.8813420621931259,34.0
libero_long_20260907,libero_long,20260907,4096,v7_turbulence_constant,episode,0.05,seen,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,80,0,80,0,0,,0.0,,,,
libero_long_20260907,libero_long,20260907,4096,v7_turbulence_constant,episode,0.05,seen,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,80,28,52,9,19,0.32142857142857145,0.36538461538461536,0.32142857142857145,0.478021978021978,0.9368131868131867,39.0
libero_long_20260907,libero_long,20260907,4096,v7_turbulence_constant,episode,0.05,seen,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,80,5,75,4,9,0.8,0.12,0.3076923076923077,0.8400000000000001,0.7346153846153847,34.0
libero_long_20260907,libero_long,20260907,4096,v7_turbulence_constant,episode,0.05,seen,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,80,0,80,0,0,,0.0,,,,
libero_long_20260907,libero_long,20260907,4096,v7_turbulence_constant,episode,0.05,seen,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,80,1,79,0,2,0.0,0.02531645569620253,0.0,0.4873417721518987,1.0,
libero_long_20260907,libero_long,20260907,4096,v7_turbulence_constant,episode,0.05,seen,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,80,8,72,7,1,0.875,0.013888888888888888,0.875,0.9305555555555556,0.6201923076923077,25.0
libero_long_20260907,libero_long,20260907,4096,v7_turbulence_constant,episode,0.05,seen,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,80,0,80,0,2,,0.025,0.0,,,
libero_long_20260907,libero_long,20260907,4096,v7_turbulence_constant,episode,0.05,unseen,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,400,1,399,1,10,1.0,0.02506265664160401,0.09090909090909091,0.987468671679198,0.5769230769230769,29.0
libero_long_20260907,libero_long,20260907,4096,v7_turbulence_constant,episode,0.05,unseen,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,400,1,399,1,26,1.0,0.06516290726817042,0.037037037037037035,0.9674185463659148,0.7115384615384616,36.0
libero_long_20260907,libero_long,20260907,4096,v7_turbulence_constant,episode,0.05,unseen,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,400,47,353,45,14,0.9574468085106383,0.039660056657223795,0.7627118644067796,0.9588933759267073,0.5969721767594109,29.0
libero_long_20260907,libero_long,20260907,4096,v7_turbulence_constant,task_init,0.05,seen,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,80,0,80,0,0,,0.0,,,,
libero_long_20260907,libero_long,20260907,4096,v7_turbulence_constant,task_init,0.05,seen,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,80,28,52,1,0,0.03571428571428571,0.0,1.0,0.5178571428571429,0.992445054945055,40.0
libero_long_20260907,libero_long,20260907,4096,v7_turbulence_constant,task_init,0.05,seen,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,80,5,75,0,1,0.0,0.013333333333333334,0.0,0.49333333333333335,1.0,
libero_long_20260907,libero_long,20260907,4096,v7_turbulence_constant,task_init,0.05,seen,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,80,0,80,0,0,,0.0,,,,
libero_long_20260907,libero_long,20260907,4096,v7_turbulence_constant,task_init,0.05,seen,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,80,1,79,0,0,0.0,0.0,,0.5,1.0,
libero_long_20260907,libero_long,20260907,4096,v7_turbulence_constant,task_init,0.05,seen,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,80,8,72,4,0,0.5,0.0,1.0,0.75,0.8197115384615384,27.0
libero_long_20260907,libero_long,20260907,4096,v7_turbulence_constant,task_init,0.05,seen,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,80,0,80,0,0,,0.0,,,,
libero_long_20260907,libero_long,20260907,4096,v7_turbulence_constant,task_init,0.05,unseen,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,400,1,399,0,0,0.0,0.0,,0.5,1.0,
libero_long_20260907,libero_long,20260907,4096,v7_turbulence_constant,task_init,0.05,unseen,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,400,1,399,0,0,0.0,0.0,,0.5,1.0,
libero_long_20260907,libero_long,20260907,4096,v7_turbulence_constant,task_init,0.05,unseen,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,400,47,353,33,1,0.7021276595744681,0.0028328611898017,0.9705882352941176,0.8496473991923332,0.7332242225859248,31.0
libero_long_20260907,libero_long,20260907,4096,v7_success_fusion_constant,episode,0.05,seen,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,80,0,80,0,5,,0.0625,0.0,,,
libero_long_20260907,libero_long,20260907,4096,v7_success_fusion_constant,episode,0.05,seen,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,80,28,52,20,5,0.7142857142857143,0.09615384615384616,0.8,0.8090659340659341,0.7486263736263737,33.0
libero_long_20260907,libero_long,20260907,4096,v7_success_fusion_constant,episode,0.05,seen,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,80,5,75,5,5,1.0,0.06666666666666667,0.5,0.9666666666666667,0.5346153846153846,35.0
libero_long_20260907,libero_long,20260907,4096,v7_success_fusion_constant,episode,0.05,seen,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,80,0,80,0,2,,0.025,0.0,,,
libero_long_20260907,libero_long,20260907,4096,v7_success_fusion_constant,episode,0.05,seen,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,80,1,79,1,7,1.0,0.08860759493670886,0.125,0.9556962025316456,0.25,12.0
libero_long_20260907,libero_long,20260907,4096,v7_success_fusion_constant,episode,0.05,seen,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,80,8,72,8,3,1.0,0.041666666666666664,0.7272727272727273,0.9791666666666666,0.5120192307692308,25.0
libero_long_20260907,libero_long,20260907,4096,v7_success_fusion_constant,episode,0.05,seen,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,80,0,80,0,2,,0.025,0.0,,,
libero_long_20260907,libero_long,20260907,4096,v7_success_fusion_constant,episode,0.05,unseen,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,400,1,399,1,40,1.0,0.10025062656641603,0.024390243902439025,0.949874686716792,0.5769230769230769,29.0
libero_long_20260907,libero_long,20260907,4096,v7_success_fusion_constant,episode,0.05,unseen,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,400,1,399,1,367,1.0,0.9197994987468672,0.002717391304347826,0.5401002506265664,0.07692307692307693,3.0
libero_long_20260907,libero_long,20260907,4096,v7_success_fusion_constant,episode,0.05,unseen,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,400,47,353,40,32,0.851063829787234,0.0906515580736544,0.5555555555555556,0.8802061358567898,0.677986906710311,31.5
libero_long_20260907,libero_long,20260907,4096,v7_success_fusion_constant,task_init,0.05,seen,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,80,0,80,0,0,,0.0,,,,
libero_long_20260907,libero_long,20260907,4096,v7_success_fusion_constant,task_init,0.05,seen,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,80,28,52,9,1,0.32142857142857145,0.019230769230769232,0.9,0.6510989010989011,0.9656593406593406,45.0
libero_long_20260907,libero_long,20260907,4096,v7_success_fusion_constant,task_init,0.05,seen,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,80,5,75,2,2,0.4,0.02666666666666667,0.5,0.6866666666666666,0.95,44.5
libero_long_20260907,libero_long,20260907,4096,v7_success_fusion_constant,task_init,0.05,seen,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,80,0,80,0,0,,0.0,,,,
libero_long_20260907,libero_long,20260907,4096,v7_success_fusion_constant,task_init,0.05,seen,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,80,1,79,1,0,1.0,0.0,1.0,1.0,0.34615384615384615,17.0
libero_long_20260907,libero_long,20260907,4096,v7_success_fusion_constant,task_init,0.05,seen,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,80,8,72,0,0,0.0,0.0,,0.5,1.0,
libero_long_20260907,libero_long,20260907,4096,v7_success_fusion_constant,task_init,0.05,seen,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,80,0,80,0,0,,0.0,,,,
libero_long_20260907,libero_long,20260907,4096,v7_success_fusion_constant,task_init,0.05,unseen,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,400,1,399,0,7,0.0,0.017543859649122806,0.0,0.49122807017543857,1.0,
libero_long_20260907,libero_long,20260907,4096,v7_success_fusion_constant,task_init,0.05,unseen,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,400,1,399,1,90,1.0,0.22556390977443608,0.01098901098901099,0.887218045112782,0.09615384615384616,4.0
libero_long_20260907,libero_long,20260907,4096,v7_success_fusion_constant,task_init,0.05,unseen,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,400,47,353,7,3,0.14893617021276595,0.0084985835694051,0.7,0.5702187933216805,0.9451718494271687,29.0
libero_long_20260908,libero_long,20260908,4096,v7_guard_constant,episode,0.05,seen,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,80,1,79,1,1,1.0,0.012658227848101266,0.5,0.9936708860759493,0.6538461538461539,33.0
libero_long_20260908,libero_long,20260908,4096,v7_guard_constant,episode,0.05,seen,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,80,1,79,1,5,1.0,0.06329113924050633,0.16666666666666666,0.9683544303797469,0.6538461538461539,33.0
libero_long_20260908,libero_long,20260908,4096,v7_guard_constant,episode,0.05,seen,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,80,0,80,0,0,,0.0,,,,
libero_long_20260908,libero_long,20260908,4096,v7_guard_constant,episode,0.05,seen,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,80,1,79,0,1,0.0,0.012658227848101266,0.0,0.4936708860759494,1.0,
libero_long_20260908,libero_long,20260908,4096,v7_guard_constant,episode,0.05,seen,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,80,3,77,3,0,1.0,0.0,1.0,1.0,0.5705128205128205,28.0
libero_long_20260908,libero_long,20260908,4096,v7_guard_constant,episode,0.05,seen,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,80,8,72,5,0,0.625,0.0,1.0,0.8125,0.8413461538461539,39.0
libero_long_20260908,libero_long,20260908,4096,v7_guard_constant,episode,0.05,seen,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,80,4,76,4,17,1.0,0.2236842105263158,0.19047619047619047,0.8881578947368421,0.2932692307692307,14.0
libero_long_20260908,libero_long,20260908,4096,v7_guard_constant,episode,0.05,unseen,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,400,1,399,1,9,1.0,0.022556390977443608,0.1,0.9887218045112782,0.5576923076923077,28.0
libero_long_20260908,libero_long,20260908,4096,v7_guard_constant,episode,0.05,unseen,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,400,151,249,131,79,0.8675496688741722,0.3172690763052209,0.6238095238095238,0.7751402962844757,0.5997198166072338,30.0
libero_long_20260908,libero_long,20260908,4096,v7_guard_constant,episode,0.05,unseen,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,400,30,370,28,4,0.9333333333333333,0.010810810810810811,0.875,0.9612612612612612,0.37115384615384617,12.0
libero_long_20260908,libero_long,20260908,4096,v7_guard_constant,task_init,0.05,seen,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,80,1,79,1,0,1.0,0.0,1.0,1.0,0.7115384615384616,36.0
libero_long_20260908,libero_long,20260908,4096,v7_guard_constant,task_init,0.05,seen,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,80,1,79,1,1,1.0,0.012658227848101266,0.5,0.9936708860759493,0.8076923076923077,41.0
libero_long_20260908,libero_long,20260908,4096,v7_guard_constant,task_init,0.05,seen,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,80,0,80,0,0,,0.0,,,,
libero_long_20260908,libero_long,20260908,4096,v7_guard_constant,task_init,0.05,seen,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,80,1,79,0,0,0.0,0.0,,0.5,1.0,
libero_long_20260908,libero_long,20260908,4096,v7_guard_constant,task_init,0.05,seen,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,80,3,77,3,0,1.0,0.0,1.0,1.0,0.6025641025641026,30.0
libero_long_20260908,libero_long,20260908,4096,v7_guard_constant,task_init,0.05,seen,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,80,8,72,3,0,0.375,0.0,1.0,0.6875,0.9302884615384616,43.0
libero_long_20260908,libero_long,20260908,4096,v7_guard_constant,task_init,0.05,seen,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,80,4,76,4,5,1.0,0.06578947368421052,0.4444444444444444,0.9671052631578947,0.5192307692307693,26.0
libero_long_20260908,libero_long,20260908,4096,v7_guard_constant,task_init,0.05,unseen,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,400,1,399,1,3,1.0,0.007518796992481203,0.25,0.9962406015037594,0.5961538461538461,30.0
libero_long_20260908,libero_long,20260908,4096,v7_guard_constant,task_init,0.05,unseen,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,400,151,249,98,10,0.6490066225165563,0.040160642570281124,0.9074074074074074,0.8044229899731375,0.7896077432501273,33.0
libero_long_20260908,libero_long,20260908,4096,v7_guard_constant,task_init,0.05,unseen,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,400,30,370,26,2,0.8666666666666667,0.005405405405405406,0.9285714285714286,0.9306306306306307,0.4743589743589744,15.0
libero_long_20260908,libero_long,20260908,4096,v7_guard_timeband,episode,0.05,seen,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,80,1,79,1,1,1.0,0.012658227848101266,0.5,0.9936708860759493,0.6538461538461539,33.0
libero_long_20260908,libero_long,20260908,4096,v7_guard_timeband,episode,0.05,seen,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,80,1,79,1,3,1.0,0.0379746835443038,0.25,0.9810126582278481,0.6538461538461539,33.0
libero_long_20260908,libero_long,20260908,4096,v7_guard_timeband,episode,0.05,seen,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,80,0,80,0,0,,0.0,,,,
libero_long_20260908,libero_long,20260908,4096,v7_guard_timeband,episode,0.05,seen,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,80,1,79,0,2,0.0,0.02531645569620253,0.0,0.4873417721518987,1.0,
libero_long_20260908,libero_long,20260908,4096,v7_guard_timeband,episode,0.05,seen,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,80,3,77,3,0,1.0,0.0,1.0,1.0,0.6025641025641026,30.0
libero_long_20260908,libero_long,20260908,4096,v7_guard_timeband,episode,0.05,seen,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,80,8,72,4,0,0.5,0.0,1.0,0.75,0.8870192307692307,38.0
